timestamp,datetime,open,high,low,close,volume
1704205800,"2024-01-02 14:30:00",37495.91,37667.93,37495.91,37664.41,0
1704207600,"2024-01-02 15:00:00",37667.16,37696.46,37641.68,37658.94,0
1704209400,"2024-01-02 15:30:00",37657.66,37723.26,37630.94,37698.04,0
1704211200,"2024-01-02 16:00:00",37697.32,37719.76,37666.59,37684.29,0
1704213000,"2024-01-02 16:30:00",37685.1,37751.44,37665.66,37743.5,0
1704214800,"2024-01-02 17:00:00",37743.66,37772.04,37736.05,37748.15,0
1704216600,"2024-01-02 17:30:00",37748.17,37790.08,37748.17,37764.35,0
1704218400,"2024-01-02 18:00:00",37764.39,37764.62,37727.13,37737,0
1704220200,"2024-01-02 18:30:00",37735.78,37752.06,37690.82,37703.57,0
1704222000,"2024-01-02 19:00:00",37704.47,37708.56,37654.61,37677.84,0
1704223800,"2024-01-02 19:30:00",37677.46,37687.99,37606.33,37608.27,0
1704225600,"2024-01-02 20:00:00",37607.93,37633.63,37583.93,37615.8,0
1704227400,"2024-01-02 20:30:00",37614.85,37728.79,37606.28,37706.09,0
1704292200,"2024-01-03 14:30:00",37594.45,37625.32,37515.67,37528.85,0
1704294000,"2024-01-03 15:00:00",37519.67,37585.95,37468.75,37501.3,0
1704295800,"2024-01-03 15:30:00",37497.2,37510.83,37406.9,37447.68,0
1704297600,"2024-01-03 16:00:00",37447.03,37495.86,37446.17,37479.54,0
1704299400,"2024-01-03 16:30:00",37479.55,37494.49,37442.6,37470.45,0
1704301200,"2024-01-03 17:00:00",37470.57,37497.62,37445.31,37486.53,0
1704303000,"2024-01-03 17:30:00",37486.62,37554.49,37481.4,37554.49,0
1704304800,"2024-01-03 18:00:00",37553.37,37588.74,37551.69,37573.63,0
1704306600,"2024-01-03 18:30:00",37573.38,37579.05,37537.95,37538.33,0
1704308400,"2024-01-03 19:00:00",37538.01,37610.34,37470.94,37598.18,0
1704310200,"2024-01-03 19:30:00",37598.31,37614.07,37556.6,37558.43,0
1704312000,"2024-01-03 20:00:00",37558.65,37558.74,37454.4,37477.67,0
1704313800,"2024-01-03 20:30:00",37477.73,37514.74,37401.85,37421.85,0
1704378600,"2024-01-04 14:30:00",37425.28,37566.84,37425.28,37560.3,0
1704380400,"2024-01-04 15:00:00",37562.54,37642.74,37554.39,37602.16,0
1704382200,"2024-01-04 15:30:00",37601.72,37640.96,37588.3,37628.89,0
1704384000,"2024-01-04 16:00:00",37629.02,37716.41,37619.4,37694.43,0
1704385800,"2024-01-04 16:30:00",37695.35,37709.64,37625.35,37636.37,0
1704387600,"2024-01-04 17:00:00",37636.34,37640.54,37570.7,37571.88,0
1704389400,"2024-01-04 17:30:00",37574.83,37575.12,37513.23,37544.36,0
1704391200,"2024-01-04 18:00:00",37544.64,37572.86,37536.6,37568.29,0
1704393000,"2024-01-04 18:30:00",37568.37,37573.51,37541.9,37553.44,0
1704394800,"2024-01-04 19:00:00",37553.28,37574.58,37531.5,37534.95,0
1704396600,"2024-01-04 19:30:00",37535.17,37568.52,37511.19,37552.47,0
1704398400,"2024-01-04 20:00:00",37552.49,37561.91,37490.95,37505.66,0
1704400200,"2024-01-04 20:30:00",37505.63,37534.6,37436.06,37453.18,0
1704465000,"2024-01-05 14:30:00",37440.5,37480.33,37394.68,37459.69,0
1704466800,"2024-01-05 15:00:00",37456.32,37623.62,37456.32,37530.88,0
1704468600,"2024-01-05 15:30:00",37530.76,37585.04,37507.5,37556.82,0
1704470400,"2024-01-05 16:00:00",37556.64,37574.76,37494.54,37501.83,0
1704472200,"2024-01-05 16:30:00",37501.46,37513.26,37446.92,37447.56,0
1704474000,"2024-01-05 17:00:00",37447.54,37448.92,37347.48,37350.46,0
1704475800,"2024-01-05 17:30:00",37350.67,37388.16,37338.89,37366.33,0
1704477600,"2024-01-05 18:00:00",37366.06,37430.61,37323.82,37430.55,0
1704479400,"2024-01-05 18:30:00",37430.52,37495.77,37430.52,37474.34,0
1704481200,"2024-01-05 19:00:00",37474.29,37519.37,37467.3,37474.85,0
1704483000,"2024-01-05 19:30:00",37474.42,37500.06,37377.22,37386.44,0
