entry_time,exit_time,side,oz,entry_px,exit_px,entry_reason,exit_reason,gross_pnl,costs,net_pnl,bars_held
2023-11-28 13:45:00+00:00,2023-11-28 20:40:00+00:00,long,1.0,2020.08,2040.89,signal,signal,20.810000000000173,0.16,20.650000000000176,83
2023-12-01 15:05:00+00:00,2023-12-01 20:35:00+00:00,long,1.0,2047.97,2070.05,signal,signal,22.080000000000155,0.16,21.920000000000158,66
2023-12-07 17:50:00+00:00,2023-12-07 20:45:00+00:00,long,1.0,2028.57,2030.18,signal,signal,1.6100000000001273,0.16,1.4500000000001272,35
2023-12-08 00:05:00+00:00,2023-12-08 01:50:00+00:00,long,1.0,2028.54,2030.92,signal,signal,2.380000000000109,0.16,2.220000000000109,21
2023-12-12 13:15:00+00:00,2023-12-12 20:10:00+00:00,long,1.0,1992.38,1979.96,signal,signal,-12.420000000000073,0.16,-12.580000000000073,83
2023-12-13 13:35:00+00:00,2023-12-13 20:45:00+00:00,long,1.0,1984.36,2020.47,signal,signal,36.11000000000013,0.16,35.95000000000013,86
2023-12-14 00:05:00+00:00,2023-12-14 04:30:00+00:00,long,1.0,2033.82,2030.84,signal,signal,-2.980000000000018,0.16,-3.1400000000000183,53
2023-12-14 14:40:00+00:00,2023-12-14 20:45:00+00:00,long,1.0,2046.99,2036.24,signal,signal,-10.75,0.16,-10.91,73
2023-12-18 17:50:00+00:00,2023-12-18 20:45:00+00:00,long,1.0,2028.59,2026.08,signal,signal,-2.509999999999991,0.16,-2.669999999999991,35
2023-12-19 00:05:00+00:00,2023-12-19 01:50:00+00:00,long,1.0,2027.33,2026.58,signal,signal,-0.75,0.16,-0.9099999999999999,21
2023-12-19 13:20:00+00:00,2023-12-19 20:15:00+00:00,long,1.0,2032.31,2039.25,signal,signal,6.940000000000055,0.16,6.780000000000054,83
2023-12-21 13:45:00+00:00,2023-12-21 20:40:00+00:00,long,1.0,2043.27,2044.44,signal,signal,1.1700000000000728,0.16,1.0100000000000726,83
2023-12-26 20:10:00+00:00,2023-12-26 20:45:00+00:00,long,1.0,2063.14,2066.74,signal,signal,3.599999999999909,0.16,3.439999999999909,7
2023-12-27 00:05:00+00:00,2023-12-27 04:10:00+00:00,long,1.0,2066.26,2064.13,signal,signal,-2.130000000000109,0.16,-2.2900000000001093,49
2023-12-27 15:30:00+00:00,2023-12-27 20:45:00+00:00,long,1.0,2077.08,2077.06,signal,signal,-0.01999999999998181,0.16,-0.1799999999999818,63
2024-01-03 19:35:00+00:00,2024-01-03 20:45:00+00:00,long,1.0,2039.53,2041.42,signal,signal,1.8900000000001,0.16,1.7300000000001,14
