kind,factor,side,win,thr,hold,spec,res_sharpe,res_pnl,res_trades,res_avg,res_pf,res_maxdd,f1_train_sharpe,f1_train_trades,f1_train_avg,f1_test_sharpe,f1_test_pnl,f1_test_trades,f1_test_avg,f1_test_pf,f2_train_sharpe,f2_train_trades,f2_train_avg,f2_test_sharpe,f2_test_pnl,f2_test_trades,f2_test_avg,f2_test_pf,f3_train_sharpe,f3_train_trades,f3_train_avg,f3_test_sharpe,f3_test_pnl,f3_test_trades,f3_test_avg,f3_test_pf,f4_train_sharpe,f4_train_trades,f4_train_avg,f4_test_sharpe,f4_test_pnl,f4_test_trades,f4_test_avg,f4_test_pf
single,gap_pct,long,8640,1.75,24,single|gap_pct|long|W8640|T1.75|H24,0.51,33536.0,157,213.61,1.272,-42570.0,2.53,8,392.25,-0.84,-3269.0,26,-125.73,0.694,-0.02,34,-3.85,0.57,1934.0,32,60.44,1.303,0.2,66,27.32,0.63,2298.0,17,135.18,1.376,0.32,83,49.41,1.03,29435.0,74,397.77,1.296
single,gap_pct,long,8640,1.75,36,single|gap_pct|long|W8640|T1.75|H36,0.16,12116.0,149,81.32,1.091,-56935.0,3.26,8,583.38,-0.11,-475.0,24,-19.79,0.952,0.67,32,131.0,1.63,6238.0,32,194.94,1.926,1.02,64,162.97,-0.13,-532.0,17,-31.29,0.927,0.69,81,122.2,0.07,2218.0,68,32.62,1.02
single,gap_pct,long,8640,1.75,84,single|gap_pct|long|W8640|T1.75|H84,0.91,78079.0,131,596.02,1.697,-42136.0,2.78,8,594.37,-0.48,-2444.0,22,-111.09,0.83,0.31,30,77.03,-0.06,-306.0,31,-9.87,0.972,0.16,61,32.87,-0.48,-2327.0,15,-155.13,0.786,-0.02,76,-4.24,2.08,78401.0,55,1425.47,2.047
single,gap_pct,long,8640,1.75,120,single|gap_pct|long|W8640|T1.75|H120,0.7,59643.0,123,484.9,1.531,-49686.0,2.75,8,593.5,0.17,918.0,22,41.73,1.067,0.72,30,188.87,0.12,591.0,30,19.7,1.059,0.48,60,104.28,-0.27,-1340.0,15,-89.33,0.868,0.27,75,65.56,1.48,54726.0,48,1140.13,1.706
single,gap_pct,short,8640,1.75,24,single|gap_pct|short|W8640|T1.75|H24,0.49,28140.0,154,182.73,1.261,-22045.0,0.9,16,92.56,1.52,6547.0,33,198.39,1.488,1.24,49,163.84,-0.55,-1972.0,36,-54.78,0.825,0.6,85,71.25,0.12,395.0,9,43.89,1.107,0.49,94,68.63,0.86,21689.0,60,361.48,1.287
single,gap_pct,short,8640,1.75,36,single|gap_pct|short|W8640|T1.75|H36,0.31,21058.0,148,142.28,1.175,-28400.0,0.97,16,119.75,1.19,5555.0,32,173.59,1.44,1.05,48,155.65,-1.39,-5489.0,34,-161.44,0.584,0.18,82,24.17,1.67,6534.0,9,726.0,2.331,0.57,91,93.58,0.43,12542.0,57,220.04,1.146
single,gap_pct,short,8640,1.75,84,single|gap_pct|short|W8640|T1.75|H84,0.45,32704.0,132,247.76,1.279,-25833.0,1.43,16,233.19,1.04,6297.0,29,217.14,1.376,1.08,45,222.84,-0.24,-1180.0,33,-35.76,0.921,0.62,78,113.44,2.49,12966.0,9,1440.67,7.059,1.12,87,250.74,0.35,10890.0,45,242.0,1.137
single,gap_pct,short,8640,1.75,120,single|gap_pct|short|W8640|T1.75|H120,0.21,17226.0,131,131.5,1.127,-35298.0,2.5,15,470.6,1.34,8705.0,29,300.17,1.533,1.58,44,358.27,-0.69,-3677.0,33,-111.42,0.786,0.79,77,156.97,2.06,11376.0,9,1264.0,3.6,1.12,86,272.83,-0.18,-6237.0,45,-138.6,0.934
single,gap_pct,long,8640,2.0,24,single|gap_pct|long|W8640|T2|H24,0.43,27236.0,124,219.65,1.245,-35142.0,2.89,7,463.86,-1.12,-3938.0,21,-187.52,0.58,-0.13,28,-24.68,0.73,2217.0,24,92.37,1.434,0.19,52,29.35,0.93,3128.0,12,260.67,1.671,0.4,64,72.72,0.8,22582.0,60,376.37,1.247
single,gap_pct,long,8640,2.0,36,single|gap_pct|long|W8640|T2|H36,0.15,10453.0,116,90.11,1.085,-56935.0,3.75,7,695.57,0.22,832.0,19,43.79,1.12,1.0,26,219.27,1.89,6525.0,24,271.87,2.321,1.33,50,244.52,-0.08,-287.0,12,-23.92,0.955,0.91,62,192.56,-0.05,-1486.0,54,-27.52,0.986
single,gap_pct,long,8640,2.0,84,single|gap_pct|long|W8640|T2|H84,0.93,78321.0,103,760.4,1.792,-42136.0,3.04,7,678.86,-0.02,-98.0,18,-5.44,0.991,0.67,25,186.16,0.18,786.0,24,32.75,1.088,0.48,49,111.02,-0.01,-64.0,11,-5.82,0.992,0.34,60,89.6,1.97,72945.0,43,1696.4,2.037
single,gap_pct,long,8640,2.0,120,single|gap_pct|long|W8640|T2|H120,0.68,57431.0,99,580.11,1.571,-49686.0,2.98,7,672.0,0.66,3264.0,18,181.33,1.334,1.09,25,318.72,0.4,1892.0,24,78.83,1.222,0.81,49,201.22,0.05,251.0,11,22.82,1.032,0.6,60,168.52,1.29,47320.0,39,1213.33,1.647
single,gap_pct,short,8640,2.0,24,single|gap_pct|short|W8640|T2|H24,0.13,7220.0,120,60.17,1.071,-36576.0,0.36,12,45.42,2.09,8482.0,25,339.28,1.82,1.48,37,243.97,-0.32,-1057.0,27,-39.15,0.87,0.85,64,124.53,-0.72,-1746.0,8,-218.25,0.528,0.52,72,86.44,0.04,996.0,48,20.75,1.013
single,gap_pct,short,8640,2.0,36,single|gap_pct|short|W8640|T2|H36,0.0,175.0,116,1.51,1.002,-37613.0,0.85,12,131.33,1.47,6556.0,25,262.24,1.629,1.2,37,219.78,-1.32,-4824.0,25,-192.96,0.508,0.32,62,53.35,0.49,1447.0,8,180.88,1.295,0.36,70,67.93,-0.17,-4580.0,46,-99.57,0.944
single,gap_pct,short,8640,2.0,84,single|gap_pct|short|W8640|T2|H84,0.49,34277.0,107,320.35,1.317,-28190.0,0.89,12,180.42,1.16,6407.0,24,266.96,1.479,1.01,36,238.11,-0.29,-1346.0,25,-53.84,0.883,0.55,61,118.46,2.07,8941.0,8,1117.62,5.178,0.93,69,234.3,0.6,18110.0,38,476.58,1.235
single,gap_pct,short,8640,2.0,120,single|gap_pct|short|W8640|T2|H120,0.09,7142.0,107,66.75,1.057,-44594.0,1.66,12,393.83,1.55,9557.0,24,398.21,1.725,1.5,36,396.75,-0.29,-1422.0,25,-56.88,0.885,0.9,61,210.84,1.57,7351.0,8,918.87,2.68,1.06,69,292.93,-0.38,-13070.0,38,-343.95,0.855
combo,aroon_up_25+close_vs_ema200,long,4032,1.25,24,combo|aroon_up_25+close_vs_ema200|long|W4032|T1.25|H24,0.45,23397.0,769,30.43,1.088,-22058.0,0.69,140,24.01,0.04,262.0,147,1.78,1.006,0.29,287,12.63,-1.04,-6738.0,164,-41.09,0.845,-0.16,451,-6.9,2.41,26218.0,172,152.43,1.489,0.75,623,37.09,0.02,293.0,146,2.01,1.003
combo,aroon_up_25+close_vs_ema200,long,4032,1.25,36,combo|aroon_up_25+close_vs_ema200|long|W4032|T1.25|H36,0.77,44844.0,650,68.99,1.167,-21455.0,-0.37,125,-16.01,-0.82,-6793.0,122,-55.68,0.862,-0.63,247,-35.6,0.16,1149.0,137,8.39,1.029,-0.36,384,-19.91,3.06,35618.0,144,247.35,1.675,0.83,528,52.98,0.85,16871.0,122,138.29,1.185
combo,aroon_up_25+close_vs_ema200,long,4032,1.25,84,combo|aroon_up_25+close_vs_ema200|long|W4032|T1.25|H84,1.27,84248.0,442,190.61,1.353,-22600.0,0.57,88,40.24,-1.39,-13406.0,90,-148.96,0.775,-0.61,178,-55.42,0.81,6511.0,87,74.84,1.202,-0.14,265,-12.66,2.87,38914.0,96,405.35,1.811,0.92,361,98.5,2.17,48688.0,81,601.09,1.728
combo,aroon_up_25+close_vs_ema200,long,4032,1.25,120,combo|aroon_up_25+close_vs_ema200|long|W4032|T1.25|H120,1.78,123381.0,391,315.55,1.574,-24864.0,-0.11,77,-9.34,-1.1,-10749.0,80,-134.36,0.799,-0.7,157,-73.04,1.62,13776.0,79,174.38,1.437,0.09,236,9.78,4.39,62151.0,85,731.19,2.551,1.6,321,200.81,2.5,58922.0,70,841.74,2.061
combo,aroon_up_25+close_vs_ema200,long,4032,1.5,24,combo|aroon_up_25+close_vs_ema200|long|W4032|T1.5|H24,0.25,1827.0,40,45.67,1.234,-6551.0,2.26,30,138.77,-1.46,-3261.0,7,-465.86,0.255,0.22,37,24.38,0.0,0.0,0,,,0.18,37,24.38,0.0,0.0,0,,,0.16,37,24.38,0.58,925.0,3,308.33,5.148
combo,aroon_up_25+close_vs_ema200,long,4032,1.5,36,combo|aroon_up_25+close_vs_ema200|long|W4032|T1.5|H36,0.95,7922.0,37,214.11,2.447,-4948.0,2.69,27,221.3,-0.6,-1448.0,7,-206.86,0.501,0.98,34,133.15,0.0,0.0,0,,,0.8,34,133.15,0.0,0.0,0,,,0.69,34,133.15,1.96,3395.0,3,1131.67,inf
combo,aroon_up_25+close_vs_ema200,long,4032,1.5,84,combo|aroon_up_25+close_vs_ema200|long|W4032|T1.5|H84,1.03,9925.0,25,397.0,3.121,-3808.0,1.96,18,270.33,0.62,1644.0,5,328.8,1.776,1.27,23,283.04,0.0,0.0,0,,,1.03,23,283.04,0.0,0.0,0,,,0.89,23,283.04,1.46,3415.0,2,1707.5,inf
combo,aroon_up_25+close_vs_ema200,long,4032,1.5,120,combo|aroon_up_25+close_vs_ema200|long|W4032|T1.5|H120,1.35,12696.0,22,577.09,4.018,-3708.0,2.75,16,446.56,0.85,2302.0,5,460.4,2.087,1.78,21,449.86,0.0,0.0,0,,,1.45,21,449.86,0.0,0.0,0,,,1.25,21,449.86,1.71,3249.0,1,3249.0,inf
combo,aroon_up_25+close_vs_ema200,long,6048,1.25,24,combo|aroon_up_25+close_vs_ema200|long|W6048|T1.25|H24,0.47,25527.0,789,32.35,1.091,-29260.0,0.54,136,19.33,0.03,231.0,141,1.64,1.005,0.23,277,10.32,-0.71,-4767.0,171,-27.88,0.892,-0.1,448,-4.26,2.5,28194.0,180,156.63,1.492,0.84,628,41.86,-0.04,-760.0,161,-4.72,0.993
combo,aroon_up_25+close_vs_ema200,long,6048,1.25,36,combo|aroon_up_25+close_vs_ema200|long|W6048|T1.25|H36,0.92,55414.0,661,83.83,1.201,-20726.0,0.32,119,14.33,-0.42,-3365.0,116,-29.01,0.925,-0.12,235,-7.06,0.32,2336.0,143,16.34,1.059,0.03,378,1.79,2.87,34050.0,147,231.63,1.625,1.03,525,66.14,0.98,20688.0,136,152.12,1.198
combo,aroon_up_25+close_vs_ema200,long,6048,1.25,84,combo|aroon_up_25+close_vs_ema200|long|W6048|T1.25|H84,1.1,75602.0,452,167.26,1.283,-27091.0,1.06,83,76.55,-1.45,-13524.0,84,-161.0,0.772,-0.46,167,-42.93,1.08,9017.0,94,95.93,1.284,0.08,261,7.08,3.35,45765.0,97,471.8,1.857,1.23,358,132.99,1.18,27990.0,94,297.77,1.293
combo,aroon_up_25+close_vs_ema200,long,6048,1.25,120,combo|aroon_up_25+close_vs_ema200|long|W6048|T1.25|H120,1.46,105486.0,404,261.1,1.438,-28235.0,0.26,73,22.71,-1.25,-12137.0,77,-157.62,0.779,-0.64,150,-69.86,1.9,16623.0,85,195.56,1.535,0.25,235,26.14,3.58,51423.0,87,591.07,2.062,1.41,322,178.78,1.9,47919.0,82,584.38,1.629
combo,aroon_up_25+close_vs_ema200,long,6048,1.5,24,combo|aroon_up_25+close_vs_ema200|long|W6048|T1.5|H24,1.31,4889.0,13,376.08,7.467,-1219.0,2.14,12,216.58,0.0,0.0,0,,,1.5,12,216.58,0.0,0.0,0,,,1.22,12,216.58,2.01,2290.0,1,2290.0,inf,1.46,13,376.08,0.0,0.0,0,,
combo,aroon_up_25+close_vs_ema200,long,6048,1.5,36,combo|aroon_up_25+close_vs_ema200|long|W6048|T1.5|H36,1.44,5571.0,11,506.45,7.493,-1293.0,2.5,10,313.6,0.0,0.0,0,,,1.75,10,313.6,0.0,0.0,0,,,1.43,10,313.6,2.05,2435.0,1,2435.0,inf,1.61,11,506.45,0.0,0.0,0,,
combo,aroon_up_25+close_vs_ema200,long,6048,1.5,84,combo|aroon_up_25+close_vs_ema200|long|W6048|T1.5|H84,0.75,3263.0,10,326.3,2.432,-1369.0,0.73,9,123.11,0.0,0.0,0,,,0.51,9,123.11,0.0,0.0,0,,,0.42,9,123.11,1.77,2155.0,1,2155.0,inf,0.84,10,326.3,0.0,0.0,0,,
combo,aroon_up_25+close_vs_ema200,long,6048,1.5,120,combo|aroon_up_25+close_vs_ema200|long|W6048|T1.5|H120,0.98,4403.0,9,489.22,4.328,-1236.0,1.42,8,281.0,0.0,0.0,0,,,0.99,8,281.0,0.0,0.0,0,,,0.81,8,281.0,1.77,2155.0,1,2155.0,inf,1.09,9,489.22,0.0,0.0,0,,
combo,aroon_up_25+close_vs_ema200,long,8640,1.25,24,combo|aroon_up_25+close_vs_ema200|long|W8640|T1.25|H24,0.6,33715.0,780,43.22,1.118,-33548.0,1.29,120,50.33,-0.53,-3802.0,138,-27.55,0.912,0.19,258,8.67,-1.48,-10349.0,170,-60.88,0.786,-0.42,428,-18.95,2.24,25355.0,167,151.83,1.441,0.55,595,28.98,0.84,16471.0,185,89.03,1.15
combo,aroon_up_25+close_vs_ema200,long,8640,1.25,36,combo|aroon_up_25+close_vs_ema200|long|W8640|T1.25|H36,1.05,64883.0,648,100.13,1.232,-37093.0,0.78,104,38.26,-1.32,-10580.0,118,-89.66,0.79,-0.49,222,-29.73,-0.43,-3238.0,138,-23.46,0.925,-0.47,360,-27.33,2.79,33170.0,134,247.54,1.604,0.69,494,47.23,1.88,41552.0,154,269.82,1.405
combo,aroon_up_25+close_vs_ema200,long,8640,1.25,84,combo|aroon_up_25+close_vs_ema200|long|W8640|T1.25|H84,1.08,77240.0,446,173.18,1.285,-34677.0,1.47,69,120.8,-2.09,-20000.0,88,-227.27,0.689,-0.75,157,-74.3,1.04,8941.0,93,96.14,1.282,-0.11,250,-10.9,2.87,38904.0,91,427.52,1.713,0.93,341,106.1,1.62,41060.0,105,391.05,1.414
combo,aroon_up_25+close_vs_ema200,long,8640,1.25,120,combo|aroon_up_25+close_vs_ema200|long|W8640|T1.25|H120,1.7,127371.0,392,324.93,1.542,-33703.0,0.77,62,75.4,-1.78,-17454.0,77,-226.68,0.705,-0.79,139,-91.94,1.93,17260.0,82,210.49,1.597,0.18,221,20.28,3.47,49706.0,81,613.65,2.009,1.33,302,179.43,2.74,73184.0,90,813.16,2.007
combo,aroon_up_25+close_vs_ema200,long,8640,1.5,24,combo|aroon_up_25+close_vs_ema200|long|W8640|T1.5|H24,0.79,1371.0,7,195.86,4.819,-766.0,1.78,7,195.86,0.0,0.0,0,,,1.25,7,195.86,0.0,0.0,0,,,1.02,7,195.86,0.0,0.0,0,,,0.88,7,195.86,0.0,0.0,0,,
combo,aroon_up_25+close_vs_ema200,long,8640,1.5,36,combo|aroon_up_25+close_vs_ema200|long|W8640|T1.5|H36,0.8,1445.0,6,240.83,4.094,-876.0,1.81,6,240.83,0.0,0.0,0,,,1.27,6,240.83,0.0,0.0,0,,,1.03,6,240.83,0.0,0.0,0,,,0.89,6,240.83,0.0,0.0,0,,
combo,aroon_up_25+close_vs_ema200,long,8640,1.5,84,combo|aroon_up_25+close_vs_ema200|long|W8640|T1.5|H84,-0.16,-373.0,6,-62.17,0.769,-1369.0,-0.36,6,-62.17,0.0,0.0,0,,,-0.25,6,-62.17,0.0,0.0,0,,,-0.21,6,-62.17,0.0,0.0,0,,,-0.18,6,-62.17,0.0,0.0,0,,
combo,aroon_up_25+close_vs_ema200,long,8640,1.5,120,combo|aroon_up_25+close_vs_ema200|long|W8640|T1.5|H120,0.0,5.0,6,0.83,1.004,-1236.0,0.0,6,0.83,0.0,0.0,0,,,0.0,6,0.83,0.0,0.0,0,,,0.0,6,0.83,0.0,0.0,0,,,0.0,6,0.83,0.0,0.0,0,,
combo,aroon_up_25+plus_di_14,long,4032,1.25,24,combo|aroon_up_25+plus_di_14|long|W4032|T1.25|H24,1.26,91851.0,1908,48.14,1.165,-32364.0,1.09,377,18.35,-2.54,-26166.0,411,-63.66,0.772,-1.13,788,-24.43,0.1,840.0,390,2.15,1.01,-0.71,1178,-15.63,3.77,54143.0,385,140.63,1.481,0.86,1563,22.86,2.23,56115.0,345,162.65,1.303
combo,aroon_up_25+plus_di_14,long,4032,1.25,36,combo|aroon_up_25+plus_di_14|long|W4032|T1.25|H36,1.1,91853.0,1637,56.11,1.152,-35857.0,-0.72,331,-15.41,-1.27,-14607.0,337,-43.34,0.871,-1.04,668,-29.5,1.52,15097.0,336,44.93,1.178,-0.16,1004,-4.59,3.66,57869.0,327,176.97,1.509,1.16,1331,40.01,1.31,38595.0,306,126.13,1.176
combo,aroon_up_25+plus_di_14,long,4032,1.25,84,combo|aroon_up_25+plus_di_14|long|W4032|T1.25|H84,1.2,124129.0,1141,108.79,1.202,-31918.0,0.58,226,21.71,-0.21,-2835.0,239,-11.86,0.974,0.09,465,4.45,0.74,9348.0,229,40.82,1.096,0.32,694,16.45,3.24,62997.0,232,271.54,1.503,1.33,926,80.36,1.35,49713.0,215,231.22,1.228
combo,aroon_up_25+plus_di_14,long,4032,1.25,120,combo|aroon_up_25+plus_di_14|long|W4032|T1.25|H120,2.02,216600.0,954,227.04,1.39,-35044.0,0.88,190,40.08,0.12,1663.0,204,8.15,1.015,0.39,394,23.55,2.49,32341.0,189,171.12,1.384,1.14,583,71.39,4.9,98544.0,189,521.4,2.01,2.4,772,181.56,2.0,76436.0,182,419.98,1.371
combo,aroon_up_25+plus_di_14,long,4032,1.5,24,combo|aroon_up_25+plus_di_14|long|W4032|T1.5|H24,0.65,7187.0,93,77.28,1.414,-8814.0,2.82,60,121.43,-1.85,-4645.0,16,-290.31,0.315,0.52,76,34.75,0.88,347.0,1,347.0,inf,0.48,77,38.81,-1.41,-2500.0,5,-500.0,0.134,0.06,82,5.95,2.31,6699.0,11,609.0,7.362
combo,aroon_up_25+plus_di_14,long,4032,1.5,36,combo|aroon_up_25+plus_di_14|long|W4032|T1.5|H36,0.71,8792.0,81,108.54,1.505,-6371.0,1.83,53,100.09,-0.7,-1901.0,13,-146.23,0.651,0.61,66,51.58,1.43,821.0,1,821.0,inf,0.61,67,63.06,-0.38,-757.0,4,-189.25,0.467,0.39,71,48.85,1.61,5324.0,10,532.4,3.669
combo,aroon_up_25+plus_di_14,long,4032,1.5,84,combo|aroon_up_25+plus_di_14|long|W4032|T1.5|H84,0.66,9994.0,60,166.57,1.507,-5137.0,1.2,38,108.55,-0.15,-455.0,11,-41.36,0.889,0.56,49,74.9,1.55,1577.0,1,1577.0,inf,0.64,50,104.94,-1.21,-2623.0,3,-874.33,0.029,0.25,53,49.51,1.72,7370.0,7,1052.86,2.985
combo,aroon_up_25+plus_di_14,long,4032,1.5,120,combo|aroon_up_25+plus_di_14|long|W4032|T1.5|H120,1.41,20936.0,51,410.51,2.664,-5147.0,2.6,34,272.53,-0.06,-170.0,9,-18.89,0.959,1.39,43,211.53,1.19,1499.0,1,1499.0,inf,1.27,44,240.8,-0.09,-218.0,2,-109.0,0.681,0.97,46,225.59,2.69,10559.0,5,2111.8,11.124
combo,aroon_up_25+plus_di_14,long,6048,1.25,24,combo|aroon_up_25+plus_di_14|long|W6048|T1.25|H24,1.04,77520.0,1960,39.55,1.131,-31436.0,1.41,370,24.36,-2.41,-24538.0,409,-60.0,0.78,-0.92,779,-19.93,0.79,7239.0,423,17.11,1.082,-0.32,1202,-6.89,3.86,55314.0,391,141.47,1.49,1.13,1593,29.52,1.17,30493.0,367,83.09,1.14
combo,aroon_up_25+plus_di_14,long,6048,1.25,36,combo|aroon_up_25+plus_di_14|long|W6048|T1.25|H36,0.9,76956.0,1676,45.92,1.122,-30506.0,-0.35,322,-7.76,-1.31,-14879.0,336,-44.28,0.864,-0.92,658,-26.41,1.27,13204.0,360,36.68,1.141,-0.14,1018,-4.1,3.98,63522.0,333,190.76,1.577,1.28,1351,43.93,0.58,17609.0,325,54.18,1.071
combo,aroon_up_25+plus_di_14,long,6048,1.25,84,combo|aroon_up_25+plus_di_14|long|W6048|T1.25|H84,1.04,108607.0,1173,92.59,1.17,-33091.0,0.89,222,33.65,-0.57,-7813.0,240,-32.55,0.93,-0.02,462,-0.74,0.62,8083.0,247,32.72,1.076,0.22,709,10.92,3.23,63060.0,236,267.2,1.516,1.25,945,74.92,1.01,37806.0,228,165.82,1.161
combo,aroon_up_25+plus_di_14,long,6048,1.25,120,combo|aroon_up_25+plus_di_14|long|W6048|T1.25|H120,1.91,210132.0,984,213.55,1.358,-35044.0,0.94,185,44.58,0.09,1288.0,204,6.31,1.012,0.41,389,24.51,2.47,33089.0,204,162.2,1.361,1.15,593,71.88,4.74,96045.0,195,492.54,1.963,2.36,788,175.98,1.81,71463.0,196,364.61,1.313
combo,aroon_up_25+plus_di_14,long,6048,1.5,24,combo|aroon_up_25+plus_di_14|long|W6048|T1.5|H24,0.89,4197.0,27,155.44,2.176,-1946.0,1.33,25,90.72,0.0,0.0,0,,,0.93,25,90.72,0.0,0.0,0,,,0.76,25,90.72,1.6,1929.0,2,964.5,6.343,1.0,27,155.44,0.0,0.0,0,,
combo,aroon_up_25+plus_di_14,long,6048,1.5,36,combo|aroon_up_25+plus_di_14|long|W6048|T1.5|H36,0.51,2723.0,24,113.46,1.567,-3266.0,0.28,22,25.23,0.0,0.0,0,,,0.2,22,25.23,0.0,0.0,0,,,0.16,22,25.23,1.72,2168.0,2,1084.0,9.12,0.57,24,113.46,0.0,0.0,0,,
combo,aroon_up_25+plus_di_14,long,6048,1.5,84,combo|aroon_up_25+plus_di_14|long|W6048|T1.5|H84,0.73,4733.0,19,249.11,2.403,-4356.0,0.69,17,94.65,0.0,0.0,0,,,0.49,17,94.65,0.0,0.0,0,,,0.4,17,94.65,1.82,3124.0,2,1562.0,inf,0.81,19,249.11,0.0,0.0,0,,
combo,aroon_up_25+plus_di_14,long,6048,1.5,120,combo|aroon_up_25+plus_di_14|long|W6048|T1.5|H120,1.2,8109.0,16,506.81,5.419,-3035.0,1.73,15,282.27,0.0,0.0,0,,,1.21,15,282.27,0.0,0.0,0,,,0.99,15,282.27,2.24,3875.0,1,3875.0,inf,1.34,16,506.81,0.0,0.0,0,,
combo,aroon_up_25+plus_di_14,long,8640,1.25,24,combo|aroon_up_25+plus_di_14|long|W8640|T1.25|H24,1.36,102188.0,1947,52.48,1.176,-31025.0,2.06,352,36.4,-2.38,-24298.0,407,-59.7,0.778,-0.68,759,-15.13,0.72,6709.0,423,15.86,1.075,-0.18,1182,-4.04,3.95,56488.0,384,147.1,1.507,1.24,1566,33.02,1.92,50475.0,381,132.48,1.235
combo,aroon_up_25+plus_di_14,long,8640,1.25,36,combo|aroon_up_25+plus_di_14|long|W8640|T1.25|H36,1.13,98038.0,1671,58.67,1.157,-32736.0,0.08,309,1.73,-1.02,-11624.0,336,-34.6,0.893,-0.59,645,-17.19,1.36,14306.0,360,39.74,1.152,0.11,1005,3.2,4.33,68659.0,326,210.61,1.649,1.55,1331,54.0,0.84,26161.0,340,76.94,1.104
combo,aroon_up_25+plus_di_14,long,8640,1.25,84,combo|aroon_up_25+plus_di_14|long|W8640|T1.25|H84,1.22,130313.0,1170,111.38,1.203,-34294.0,1.41,212,54.72,-0.29,-3920.0,241,-16.27,0.965,0.34,453,16.95,0.4,5352.0,249,21.49,1.049,0.36,702,18.56,3.4,65991.0,233,283.22,1.549,1.39,935,84.52,1.33,51290.0,235,218.26,1.212
combo,aroon_up_25+plus_di_14,long,8640,1.25,120,combo|aroon_up_25+plus_di_14|long|W8640|T1.25|H120,1.7,198560.0,983,201.99,1.322,-46500.0,1.33,178,64.1,0.16,2222.0,204,10.89,1.021,0.58,382,35.69,2.46,33150.0,203,163.3,1.361,1.26,585,79.97,4.77,96050.0,194,495.1,1.971,2.43,779,183.35,1.29,55728.0,204,273.18,1.211
combo,aroon_up_25+plus_di_14,long,8640,1.5,24,combo|aroon_up_25+plus_di_14|long|W8640|T1.5|H24,0.55,953.0,10,95.3,1.814,-1667.0,1.26,10,95.3,0.0,0.0,0,,,0.88,10,95.3,0.0,0.0,0,,,0.72,10,95.3,0.0,0.0,0,,,0.62,10,95.3,0.0,0.0,0,,
combo,aroon_up_25+plus_di_14,long,8640,1.5,36,combo|aroon_up_25+plus_di_14|long|W8640|T1.5|H36,0.26,662.0,8,82.75,1.443,-2288.0,0.6,8,82.75,0.0,0.0,0,,,0.42,8,82.75,0.0,0.0,0,,,0.34,8,82.75,0.0,0.0,0,,,0.29,8,82.75,0.0,0.0,0,,
combo,aroon_up_25+plus_di_14,long,8640,1.5,84,combo|aroon_up_25+plus_di_14|long|W8640|T1.5|H84,0.38,1215.0,6,202.5,2.706,-2506.0,0.86,6,202.5,0.0,0.0,0,,,0.6,6,202.5,0.0,0.0,0,,,0.49,6,202.5,0.0,0.0,0,,,0.42,6,202.5,0.0,0.0,0,,
combo,aroon_up_25+plus_di_14,long,8640,1.5,120,combo|aroon_up_25+plus_di_14|long|W8640|T1.5|H120,0.62,2160.0,6,360.0,4.927,-2376.0,1.41,6,360.0,0.0,0.0,0,,,0.98,6,360.0,0.0,0.0,0,,,0.8,6,360.0,0.0,0.0,0,,,0.69,6,360.0,0.0,0.0,0,,
combo,aroon_up_25+gap_pct,long,4032,1.25,24,combo|aroon_up_25+gap_pct|long|W4032|T1.25|H24,0.05,996.0,60,16.6,1.04,-13199.0,0.22,10,25.3,0.48,1147.0,13,88.23,1.4,0.37,23,60.87,0.49,1329.0,16,83.06,1.255,0.42,39,69.97,2.84,7184.0,9,798.22,8.716,1.09,48,206.52,-1.12,-8917.0,12,-743.08,0.361
combo,aroon_up_25+gap_pct,long,4032,1.25,36,combo|aroon_up_25+gap_pct|long|W4032|T1.25|H36,0.41,9284.0,59,157.36,1.34,-12237.0,0.82,10,115.3,1.13,3234.0,13,248.77,1.95,0.98,23,190.74,1.3,3885.0,16,242.81,1.652,1.1,39,212.1,2.14,6060.0,9,673.33,10.681,1.38,48,298.58,-0.58,-5048.0,11,-458.91,0.652
combo,aroon_up_25+gap_pct,long,4032,1.25,84,combo|aroon_up_25+gap_pct|long|W4032|T1.25|H84,-0.09,-2855.0,57,-50.09,0.935,-20035.0,0.07,9,13.0,-0.34,-1313.0,13,-101.0,0.83,-0.2,22,-54.36,0.85,3261.0,15,217.4,1.442,0.21,37,55.81,1.43,5001.0,9,555.67,3.679,0.53,46,153.61,-0.79,-9921.0,11,-901.91,0.574
combo,aroon_up_25+gap_pct,long,4032,1.25,120,combo|aroon_up_25+gap_pct|long|W4032|T1.25|H120,0.13,4823.0,55,87.69,1.134,-15189.0,0.37,9,76.67,-0.31,-1380.0,12,-115.0,0.846,-0.1,21,-32.86,0.85,3205.0,14,228.93,1.472,0.24,35,71.86,0.21,813.0,9,90.33,1.146,0.23,44,75.64,0.1,1495.0,11,135.91,1.126
combo,aroon_up_25+gap_pct,long,6048,1.25,24,combo|aroon_up_25+gap_pct|long|W6048|T1.25|H24,-0.1,-2368.0,53,-44.68,0.903,-10949.0,-0.01,8,-1.63,0.02,34.0,10,3.4,1.012,0.01,18,1.17,-0.11,-335.0,17,-19.71,0.954,-0.05,35,-8.97,1.67,2708.0,4,677.0,14.887,0.28,39,61.38,-0.48,-4762.0,14,-340.14,0.598
