kind,factor,side,win,thr,hold,spec,res_sharpe,res_pnl,res_trades,res_avg,res_pf,res_maxdd,f1_train_sharpe,f1_train_trades,f1_train_avg,f1_test_sharpe,f1_test_pnl,f1_test_trades,f1_test_avg,f1_test_pf,f2_train_sharpe,f2_train_trades,f2_train_avg,f2_test_sharpe,f2_test_pnl,f2_test_trades,f2_test_avg,f2_test_pf,f3_train_sharpe,f3_train_trades,f3_train_avg,f3_test_sharpe,f3_test_pnl,f3_test_trades,f3_test_avg,f3_test_pf,f4_train_sharpe,f4_train_trades,f4_train_avg,f4_test_sharpe,f4_test_pnl,f4_test_trades,f4_test_avg,f4_test_pf
single,gap_pct,long,4032,1.5,24,single|gap_pct|long|W4032|T1.5|H24,0.44,31449.0,279,112.72,1.182,-32920.0,0.71,38,39.11,-2.57,-11609.0,41,-283.15,0.463,-1.45,79,-128.14,0.55,2292.0,62,36.97,1.164,-0.7,141,-55.54,1.98,9963.0,32,311.34,1.863,0.13,173,12.32,0.96,29317.0,106,276.58,1.245
single,gap_pct,long,4032,1.5,36,single|gap_pct|long|W4032|T1.5|H36,0.32,25602.0,264,96.98,1.14,-56935.0,1.53,37,100.11,-0.98,-5065.0,39,-129.87,0.725,-0.17,76,-17.91,2.28,10834.0,59,183.63,1.917,0.74,135,70.17,1.4,7943.0,31,256.23,1.658,0.94,166,104.92,0.24,8186.0,98,83.53,1.061
single,gap_pct,long,4032,1.5,84,single|gap_pct|long|W4032|T1.5|H84,0.96,89501.0,227,394.28,1.561,-42136.0,1.25,33,120.15,-0.4,-2562.0,34,-75.35,0.872,0.14,67,20.94,1.37,8125.0,54,150.46,1.553,0.6,121,78.74,1.52,10394.0,28,371.21,1.759,0.87,149,133.7,1.73,69579.0,78,892.04,1.67
single,gap_pct,long,4032,1.5,120,single|gap_pct|long|W4032|T1.5|H120,0.78,73437.0,216,339.99,1.425,-49686.0,1.14,33,119.18,0.22,1453.0,33,44.03,1.075,0.51,66,81.61,1.3,8351.0,51,163.75,1.598,0.81,117,117.41,1.71,12054.0,28,430.5,1.911,1.07,145,177.87,1.17,47646.0,71,671.07,1.4
single,gap_pct,short,4032,1.5,24,single|gap_pct|short|W4032|T1.5|H24,0.39,24002.0,264,90.92,1.169,-31382.0,0.47,45,26.84,0.6,2849.0,54,52.76,1.158,0.53,99,40.98,-0.12,-518.0,63,-8.22,0.966,0.3,162,21.85,-1.83,-8416.0,27,-311.7,0.446,-0.29,189,-25.8,1.09,28879.0,75,385.05,1.35
single,gap_pct,short,4032,1.5,36,single|gap_pct|short|W4032|T1.5|H36,0.34,24657.0,248,99.42,1.16,-38837.0,0.77,43,53.4,1.04,5511.0,51,108.06,1.335,0.92,94,83.05,-1.28,-5881.0,56,-105.02,0.666,0.15,150,12.84,-0.71,-3816.0,25,-152.64,0.781,-0.1,175,-10.8,0.86,26547.0,73,363.66,1.29
single,gap_pct,short,4032,1.5,84,single|gap_pct|short|W4032|T1.5|H84,0.44,35081.0,209,167.85,1.214,-37279.0,1.14,37,113.22,-0.29,-1890.0,44,-42.95,0.928,0.22,81,28.38,-0.14,-816.0,48,-17.0,0.954,0.09,129,11.5,1.6,10877.0,24,453.21,1.761,0.53,153,80.78,0.67,22721.0,56,405.73,1.239
single,gap_pct,short,4032,1.5,120,single|gap_pct|short|W4032|T1.5|H120,0.3,26312.0,203,129.62,1.152,-36683.0,1.68,34,197.41,0.65,4723.0,44,107.34,1.189,0.98,78,146.6,-0.72,-4446.0,47,-94.6,0.796,0.39,125,55.91,1.14,8013.0,23,348.39,1.514,0.6,148,101.36,0.31,11310.0,55,205.64,1.113
single,gap_pct,long,4032,1.75,24,single|gap_pct|long|W4032|T1.75|H24,0.68,45690.0,211,216.54,1.355,-32920.0,1.15,27,79.96,-1.93,-8431.0,37,-227.86,0.503,-0.94,64,-98.0,1.07,3802.0,42,90.52,1.458,-0.24,106,-23.3,0.35,1412.0,21,67.24,1.151,-0.07,127,-8.33,1.6,46748.0,84,556.52,1.519
single,gap_pct,long,4032,1.75,36,single|gap_pct|long|W4032|T1.75|H36,0.61,45817.0,200,229.08,1.335,-56935.0,1.98,26,167.46,-0.31,-1517.0,35,-43.34,0.889,0.38,61,46.51,3.19,12904.0,39,330.87,3.396,1.36,100,157.41,0.48,2216.0,21,105.52,1.268,1.11,121,148.4,0.85,27860.0,79,352.66,1.267
single,gap_pct,long,4032,1.75,84,single|gap_pct|long|W4032|T1.75|H84,0.75,66557.0,176,378.16,1.504,-42136.0,1.52,23,190.22,0.22,1352.0,31,43.61,1.092,0.61,54,106.06,1.53,7909.0,37,213.76,1.793,0.94,91,149.85,0.43,2507.0,20,125.35,1.24,0.79,111,145.43,1.32,50414.0,65,775.6,1.553
single,gap_pct,long,4032,1.75,120,single|gap_pct|long|W4032|T1.75|H120,0.75,66655.0,168,396.76,1.503,-49686.0,0.73,23,99.74,0.95,6042.0,30,201.4,1.455,0.84,53,157.28,1.5,8242.0,35,235.49,1.873,1.07,88,188.39,0.35,2124.0,20,106.2,1.199,0.87,108,173.17,1.24,47953.0,60,799.22,1.52
single,gap_pct,short,4032,1.75,24,single|gap_pct|short|W4032|T1.75|H24,0.15,7928.0,194,40.87,1.068,-31679.0,0.3,31,22.77,1.01,4498.0,42,107.1,1.275,0.74,73,71.29,0.36,1356.0,46,29.48,1.127,0.61,119,55.13,-2.15,-9570.0,21,-455.71,0.337,-0.2,140,-21.5,0.48,10938.0,54,202.56,1.165
single,gap_pct,short,4032,1.75,36,single|gap_pct|short|W4032|T1.75|H36,-0.03,-2036.0,187,-10.89,0.984,-34395.0,0.46,31,40.48,0.95,4607.0,40,115.17,1.306,0.75,71,82.56,-1.34,-5523.0,43,-128.44,0.623,0.03,114,2.97,-1.02,-5296.0,21,-252.19,0.69,-0.29,135,-36.72,0.11,2921.0,52,56.17,1.042
single,gap_pct,short,4032,1.75,84,single|gap_pct|short|W4032|T1.75|H84,0.31,21841.0,162,134.82,1.162,-40191.0,0.27,27,34.0,1.23,7427.0,34,218.44,1.472,0.86,61,136.8,0.1,530.0,38,13.95,1.04,0.6,99,89.65,0.55,3550.0,20,177.5,1.248,0.58,119,104.41,0.31,9416.0,43,218.98,1.117
single,gap_pct,short,4032,1.75,120,single|gap_pct|short|W4032|T1.75|H120,-0.04,-3397.0,157,-21.64,0.976,-50028.0,1.51,24,230.62,1.2,7900.0,34,232.35,1.464,1.27,58,231.64,-0.14,-771.0,37,-20.84,0.948,0.79,95,133.31,0.41,2760.0,19,145.26,1.174,0.68,114,135.3,-0.55,-18821.0,43,-437.7,0.782
single,gap_pct,long,4032,2.0,24,single|gap_pct|long|W4032|T2|H24,0.62,37696.0,164,229.85,1.372,-32920.0,2.78,19,239.89,-1.33,-5194.0,27,-192.37,0.55,-0.11,46,-13.83,1.65,5195.0,34,152.79,2.059,0.5,80,56.99,0.45,1712.0,19,90.11,1.23,0.48,99,63.34,1.18,31425.0,65,483.46,1.418
single,gap_pct,long,4032,2.0,36,single|gap_pct|long|W4032|T2|H36,0.43,29460.0,157,187.64,1.248,-52822.0,3.22,19,320.21,0.02,88.0,26,3.38,1.009,0.94,45,137.16,3.68,13335.0,32,416.72,4.93,1.91,77,253.34,0.06,270.0,19,14.21,1.033,1.34,96,206.01,0.32,9683.0,61,158.74,1.102
single,gap_pct,long,4032,2.0,84,single|gap_pct|long|W4032|T2|H84,0.98,78462.0,139,564.47,1.775,-32353.0,1.72,16,245.87,0.4,2108.0,23,91.65,1.197,0.75,39,154.92,2.83,13138.0,31,423.81,3.471,1.51,70,274.0,-0.12,-680.0,18,-37.78,0.929,1.0,88,210.23,1.72,59962.0,51,1175.73,1.841
single,gap_pct,long,4032,2.0,120,single|gap_pct|long|W4032|T2|H120,0.78,67626.0,135,500.93,1.667,-49686.0,1.27,16,185.5,0.81,4443.0,23,193.17,1.398,0.89,39,190.03,2.47,12389.0,31,399.65,3.164,1.47,70,282.86,-0.19,-1063.0,18,-59.06,0.892,0.97,88,212.92,1.3,48889.0,47,1040.19,1.702
single,gap_pct,short,4032,2.0,24,single|gap_pct|short|W4032|T2|H24,0.58,28569.0,132,216.43,1.368,-22671.0,-0.18,20,-18.6,2.52,9365.0,25,374.6,1.978,1.5,45,199.84,-0.13,-445.0,31,-14.35,0.951,0.92,76,112.47,-0.53,-1905.0,14,-136.07,0.705,0.51,90,73.81,1.05,21926.0,42,522.05,1.477
single,gap_pct,short,4032,2.0,36,single|gap_pct|short|W4032|T2|H36,0.24,13248.0,132,100.36,1.153,-37555.0,0.15,20,17.35,1.91,7728.0,25,309.12,1.756,1.23,45,179.44,-1.23,-4626.0,31,-149.23,0.597,0.33,76,45.38,0.62,2696.0,14,192.57,1.308,0.42,90,68.28,0.3,7103.0,42,169.12,1.145
single,gap_pct,short,4032,2.0,84,single|gap_pct|short|W4032|T2|H84,0.63,43491.0,123,353.59,1.524,-27145.0,0.7,20,102.65,2.14,10145.0,22,461.14,2.063,1.56,42,290.43,0.06,252.0,30,8.4,1.022,1.0,72,172.92,1.39,7891.0,14,563.64,2.094,1.11,86,236.52,0.78,23150.0,37,625.68,1.496
single,gap_pct,short,4032,2.0,120,single|gap_pct|short|W4032|T2|H120,0.46,33104.0,123,269.14,1.355,-33126.0,0.29,20,44.05,2.31,12549.0,22,570.41,2.208,1.53,42,319.76,0.18,852.0,30,28.4,1.071,1.06,72,198.36,1.06,6361.0,14,454.36,1.677,1.05,86,240.03,0.41,12461.0,37,336.78,1.237
single,gap_pct,long,6048,1.25,24,single|gap_pct|long|W6048|T1.25|H24,0.84,61276.0,345,177.61,1.335,-32999.0,-1.15,30,-81.1,-2.81,-14997.0,54,-277.72,0.474,-2.16,84,-207.5,-0.34,-1680.0,82,-20.49,0.927,-1.47,166,-115.12,2.5,15656.0,38,412.0,2.316,-0.18,204,-16.93,2.06,64730.0,141,459.08,1.579
single,gap_pct,long,6048,1.25,36,single|gap_pct|long|W6048|T1.25|H36,-0.36,-29567.0,318,-92.98,0.883,-64805.0,-0.52,29,-44.17,-1.66,-10110.0,52,-194.42,0.664,-1.23,81,-140.63,1.44,7845.0,74,106.01,1.385,-0.24,155,-22.88,0.28,1941.0,35,55.46,1.094,-0.07,190,-8.45,-0.79,-27962.0,128,-218.45,0.838
single,gap_pct,long,6048,1.25,84,single|gap_pct|long|W6048|T1.25|H84,0.67,62904.0,259,242.87,1.309,-42961.0,-0.39,26,-47.38,-0.84,-5957.0,45,-132.38,0.809,-0.66,71,-101.25,0.19,1341.0,62,21.63,1.056,-0.33,133,-43.97,0.91,7053.0,30,235.1,1.37,0.05,163,7.39,1.53,61699.0,96,642.7,1.516
single,gap_pct,long,6048,1.25,120,single|gap_pct|long|W6048|T1.25|H120,0.51,48559.0,242,200.66,1.232,-49686.0,0.79,25,110.08,-0.82,-6224.0,42,-148.19,0.814,-0.29,67,-51.82,0.04,299.0,56,5.34,1.012,-0.16,123,-25.8,0.65,5486.0,30,182.87,1.25,0.08,153,15.12,1.15,46246.0,89,519.62,1.384
single,gap_pct,short,6048,1.25,24,single|gap_pct|short|W6048|T1.25|H24,0.05,3875.0,343,11.3,1.02,-46255.0,-0.44,45,-24.42,-0.71,-3841.0,69,-55.67,0.859,-0.59,114,-43.33,0.06,309.0,88,3.51,1.013,-0.34,202,-22.93,-1.37,-7355.0,28,-262.68,0.557,-0.63,230,-52.11,0.51,15861.0,113,140.36,1.139
single,gap_pct,short,6048,1.25,36,single|gap_pct|short|W6048|T1.25|H36,-0.18,-15045.0,320,-47.02,0.932,-46549.0,-0.04,43,-2.93,-0.47,-2834.0,67,-42.3,0.895,-0.32,110,-26.91,-0.67,-3877.0,78,-49.71,0.861,-0.45,188,-36.37,-0.28,-1806.0,28,-64.5,0.906,-0.4,216,-40.01,-0.18,-6402.0,104,-61.56,0.952
single,gap_pct,short,6048,1.25,84,single|gap_pct|short|W6048|T1.25|H84,0.15,13144.0,273,48.15,1.059,-37643.0,0.98,37,94.62,-1.73,-13174.0,60,-219.57,0.665,-0.82,97,-99.72,-0.13,-898.0,66,-13.61,0.97,-0.56,163,-64.85,0.36,2968.0,26,114.15,1.163,-0.28,189,-40.23,0.54,20747.0,84,246.99,1.165
single,gap_pct,short,6048,1.25,120,single|gap_pct|short|W6048|T1.25|H120,0.34,32517.0,246,132.18,1.157,-43753.0,1.37,32,167.72,0.19,1478.0,54,27.37,1.048,0.55,86,79.59,0.03,259.0,60,4.32,1.009,0.35,146,48.66,-0.04,-300.0,25,-12.0,0.986,0.24,171,39.79,0.64,25713.0,75,342.84,1.223
single,gap_pct,long,6048,1.5,24,single|gap_pct|long|W6048|T1.5|H24,0.47,31677.0,243,130.36,1.203,-38019.0,0.85,20,73.05,-2.51,-11312.0,40,-282.8,0.469,-1.45,60,-164.18,-0.65,-2837.0,59,-48.08,0.834,-1.13,119,-106.62,1.53,6923.0,24,288.46,1.768,-0.37,143,-40.31,1.29,37442.0,100,374.42,1.357
single,gap_pct,long,6048,1.5,36,single|gap_pct|long|W6048|T1.5|H36,0.07,5629.0,230,24.47,1.032,-56935.0,1.61,20,162.8,-1.41,-7350.0,38,-193.42,0.655,-0.52,58,-70.59,1.39,6832.0,56,122.0,1.464,0.21,114,24.02,0.72,3601.0,24,150.04,1.339,0.35,138,45.93,-0.02,-710.0,92,-7.72,0.994
single,gap_pct,long,6048,1.5,84,single|gap_pct|long|W6048|T1.5|H84,1.01,89622.0,199,450.36,1.624,-42136.0,1.81,18,268.06,-0.56,-3531.0,35,-100.89,0.838,0.13,53,24.42,0.64,3944.0,51,77.33,1.211,0.33,104,50.37,0.37,2185.0,22,99.32,1.146,0.34,126,58.91,2.15,82199.0,73,1126.01,1.97
single,gap_pct,long,6048,1.5,120,single|gap_pct|long|W6048|T1.5|H120,0.77,68024.0,186,365.72,1.469,-49686.0,1.61,18,260.22,-0.02,-163.0,34,-4.79,0.992,0.45,52,86.94,0.29,1906.0,47,40.55,1.104,0.38,99,64.92,0.53,3210.0,22,145.91,1.217,0.42,121,79.64,1.54,58387.0,65,898.26,1.668
single,gap_pct,short,6048,1.5,24,single|gap_pct|short|W6048|T1.5|H24,0.17,10000.0,238,42.02,1.071,-29122.0,-0.18,35,-11.37,-0.04,-177.0,52,-3.4,0.992,-0.08,87,-6.61,-0.55,-2441.0,64,-38.14,0.862,-0.25,151,-19.97,-1.16,-4838.0,16,-302.38,0.546,-0.49,167,-47.03,0.7,17854.0,71,251.46,1.218
single,gap_pct,short,6048,1.5,36,single|gap_pct|short|W6048|T1.5|H36,0.05,3202.0,225,14.23,1.02,-31333.0,-0.06,34,-4.44,-0.29,-1552.0,51,-30.43,0.93,-0.2,85,-20.04,-1.32,-6304.0,56,-112.57,0.677,-0.61,141,-56.79,0.73,3751.0,16,234.44,1.329,-0.23,157,-27.11,0.25,7458.0,68,109.68,1.079
single,gap_pct,short,6048,1.5,84,single|gap_pct|short|W6048|T1.5|H84,0.25,18611.0,192,96.93,1.12,-26657.0,1.03,29,117.38,-1.43,-9807.0,45,-217.93,0.706,-0.6,74,-86.53,0.3,1760.0,50,35.2,1.089,-0.28,124,-37.44,2.3,14580.0,14,1041.43,4.148,0.43,138,72.01,0.27,8674.0,54,160.63,1.098
single,gap_pct,short,6048,1.5,120,single|gap_pct|short|W6048|T1.5|H120,0.18,14654.0,187,78.36,1.089,-32784.0,1.47,28,191.07,0.42,3016.0,43,70.14,1.115,0.74,71,117.83,-0.4,-2571.0,49,-52.47,0.893,0.33,120,48.29,1.5,10118.0,14,722.71,2.015,0.65,134,118.75,-0.04,-1259.0,53,-23.75,0.987
single,gap_pct,long,6048,1.75,24,single|gap_pct|long|W6048|T1.75|H24,0.69,44817.0,177,253.2,1.355,-32920.0,2.06,16,211.06,-2.29,-9170.0,27,-339.63,0.403,-0.95,43,-134.72,0.08,284.0,40,7.1,1.028,-0.57,83,-66.37,0.63,2298.0,17,135.18,1.376,-0.24,100,-32.11,1.7,48028.0,77,623.74,1.518
single,gap_pct,long,6048,1.75,36,single|gap_pct|long|W6048|T1.75|H36,0.31,22937.0,168,136.53,1.164,-56935.0,2.69,16,324.44,-0.91,-4045.0,25,-161.8,0.686,0.17,41,27.95,2.03,8398.0,39,215.33,1.941,0.87,80,119.3,-0.13,-532.0,17,-31.29,0.927,0.6,97,92.91,0.44,13925.0,71,196.13,1.128
single,gap_pct,long,6048,1.75,84,single|gap_pct|long|W6048|T1.75|H84,1.04,89131.0,147,606.33,1.772,-42136.0,2.58,14,465.57,-0.33,-1822.0,23,-79.22,0.863,0.56,37,126.92,0.82,4209.0,37,113.76,1.343,0.65,74,120.34,-0.48,-2327.0,15,-155.13,0.786,0.36,89,73.91,2.2,82553.0,58,1423.33,2.068
single,gap_pct,long,6048,1.75,120,single|gap_pct|long|W6048|T1.75|H120,0.83,69940.0,140,499.57,1.594,-49686.0,2.02,14,397.07,0.3,1697.0,23,73.78,1.135,0.81,37,196.11,0.33,1806.0,35,51.6,1.142,0.62,72,125.86,-0.27,-1340.0,15,-89.33,0.868,0.4,87,88.76,1.7,62218.0,53,1173.92,1.779
single,gap_pct,short,6048,1.75,24,single|gap_pct|short|W6048|T1.75|H24,0.33,17751.0,179,99.17,1.159,-27661.0,0.51,25,42.32,1.01,4438.0,37,119.95,1.301,0.81,62,88.65,0.15,614.0,48,12.79,1.049,0.56,110,55.55,-1.15,-4076.0,12,-339.67,0.501,0.14,122,16.67,0.67,15717.0,57,275.74,1.228
single,gap_pct,short,6048,1.75,36,single|gap_pct|short|W6048|T1.75|H36,0.2,12510.0,171,73.16,1.102,-32784.0,0.05,25,4.76,1.02,4943.0,36,137.31,1.356,0.66,61,82.98,-1.03,-4459.0,43,-103.7,0.695,0.05,104,5.8,0.52,2193.0,12,182.75,1.233,0.17,116,24.1,0.36,9714.0,55,176.62,1.128
single,gap_pct,short,6048,1.75,84,single|gap_pct|short|W6048|T1.75|H84,0.48,34503.0,155,222.6,1.26,-27995.0,0.45,23,60.7,0.59,3632.0,33,110.06,1.201,0.52,56,89.79,0.09,500.0,40,12.5,1.033,0.36,96,57.58,2.07,11492.0,12,957.67,2.807,0.82,108,157.59,0.57,17483.0,47,371.98,1.209
single,gap_pct,short,6048,1.75,120,single|gap_pct|short|W6048|T1.75|H120,0.02,1509.0,152,9.93,1.01,-44594.0,1.44,21,232.43,1.18,7790.0,33,236.06,1.445,1.21,54,234.65,-0.77,-4422.0,39,-113.38,0.77,0.51,93,88.7,1.71,10043.0,12,836.92,2.169,0.83,105,174.21,-0.48,-16783.0,47,-357.09,0.831
single,gap_pct,long,6048,2.0,24,single|gap_pct|long|W6048|T2|H24,0.6,35765.0,143,250.1,1.364,-32920.0,2.61,14,273.14,-1.13,-4187.0,25,-167.48,0.597,-0.06,39,-9.31,0.82,2643.0,28,94.39,1.45,0.26,67,34.03,0.85,2972.0,15,198.13,1.546,0.42,82,64.05,1.16,30513.0,61,500.21,1.405
single,gap_pct,long,6048,2.0,36,single|gap_pct|long|W6048|T2|H36,0.38,25470.0,137,185.91,1.236,-52822.0,2.79,14,343.0,-0.08,-336.0,23,-14.61,0.963,0.72,37,120.7,2.57,9402.0,28,335.79,2.948,1.4,65,213.35,0.19,760.0,15,50.67,1.127,1.06,80,182.85,0.37,10842.0,57,190.21,1.126
single,gap_pct,long,6048,2.0,84,single|gap_pct|long|W6048|T2|H84,1.0,75240.0,122,616.72,1.792,-28427.0,2.45,12,475.17,-0.07,-350.0,21,-16.67,0.97,0.7,33,162.18,0.91,4181.0,28,149.32,1.441,0.78,61,156.28,-0.05,-232.0,14,-16.57,0.974,0.55,75,124.01,2.01,65939.0,47,1402.96,2.045
single,gap_pct,long,6048,2.0,120,single|gap_pct|long|W6048|T2|H120,0.83,67677.0,119,568.71,1.702,-49686.0,1.82,12,391.83,0.41,2132.0,21,101.52,1.182,0.84,33,207.09,0.93,4634.0,28,165.5,1.533,0.87,61,188.0,0.02,83.0,14,5.93,1.01,0.64,75,154.01,1.59,56126.0,44,1275.59,1.867
single,gap_pct,short,6048,2.0,24,single|gap_pct|short|W6048|T2|H24,0.51,25973.0,124,209.46,1.299,-22671.0,1.07,16,123.06,1.75,6269.0,24,261.21,1.644,1.45,40,205.95,-0.2,-667.0,28,-23.82,0.926,0.84,68,111.34,-0.67,-2348.0,10,-234.8,0.635,0.42,78,66.96,0.94,20750.0,46,451.09,1.365
single,gap_pct,short,6048,2.0,36,single|gap_pct|short|W6048|T2|H36,0.05,2595.0,123,21.1,1.027,-36151.0,1.05,16,143.19,1.28,5010.0,24,208.75,1.474,1.16,40,182.53,-1.56,-5830.0,28,-208.21,0.523,0.15,68,21.63,0.91,3791.0,10,379.1,1.495,0.37,78,67.46,-0.11,-2667.0,45,-59.27,0.955
single,gap_pct,short,6048,2.0,84,single|gap_pct|short|W6048|T2|H84,0.33,24237.0,112,216.4,1.243,-37797.0,0.5,15,90.2,1.96,9905.0,22,450.23,1.935,1.4,37,304.27,-0.06,-288.0,27,-10.67,0.974,0.87,64,171.41,1.9,10223.0,10,1022.3,3.094,1.17,74,286.39,0.1,3044.0,38,80.11,1.046
single,gap_pct,short,6048,2.0,120,single|gap_pct|short|W6048|T2|H120,0.11,7938.0,112,70.87,1.069,-50793.0,1.44,15,298.2,1.95,10785.0,22,490.23,2.037,1.71,37,412.38,0.19,872.0,27,32.3,1.076,1.19,64,252.03,1.52,8633.0,10,863.3,2.213,1.28,74,334.64,-0.52,-16825.0,38,-442.76,0.789
single,gap_pct,long,8640,1.25,24,single|gap_pct|long|W8640|T1.25|H24,0.81,60217.0,309,194.88,1.331,-32999.0,0.97,14,113.29,-2.98,-15964.0,55,-290.25,0.444,-1.83,69,-208.38,-0.2,-923.0,67,-13.78,0.956,-1.21,136,-112.51,1.96,9659.0,24,402.46,2.251,-0.32,160,-35.26,2.04,65859.0,149,442.01,1.544
single,gap_pct,long,8640,1.25,36,single|gap_pct|long|W8640|T1.25|H36,-0.29,-24177.0,285,-84.83,0.902,-59465.0,1.55,14,206.5,-1.95,-12311.0,52,-236.75,0.598,-1.02,66,-142.73,0.1,524.0,64,8.19,1.021,-0.6,130,-68.43,0.49,2696.0,23,117.22,1.255,-0.31,153,-40.52,-0.49,-17977.0,132,-136.19,0.898
single,gap_pct,long,8640,1.25,84,single|gap_pct|long|W8640|T1.25|H84,0.54,51450.0,231,222.73,1.247,-42136.0,1.69,14,277.79,-1.42,-10323.0,44,-234.61,0.672,-0.6,58,-110.93,-1.05,-7300.0,54,-135.19,0.777,-0.77,112,-122.62,0.18,1093.0,21,52.05,1.082,-0.53,133,-95.05,1.55,64091.0,98,653.99,1.503
single,gap_pct,long,8640,1.25,120,single|gap_pct|long|W8640|T1.25|H120,0.48,46371.0,217,213.69,1.232,-49686.0,1.7,14,282.79,-1.4,-11146.0,42,-265.38,0.68,-0.62,56,-128.34,-0.93,-6899.0,50,-137.98,0.778,-0.73,106,-132.89,0.2,1234.0,21,58.76,1.091,-0.5,127,-101.2,1.44,59223.0,90,658.03,1.505
single,gap_pct,short,8640,1.25,24,single|gap_pct|short|W8640|T1.25|H24,-0.19,-14440.0,297,-48.62,0.929,-60272.0,-0.03,21,-2.52,-0.98,-5290.0,69,-76.67,0.813,-0.66,90,-59.37,-0.57,-2945.0,74,-39.8,0.885,-0.62,164,-50.54,-1.79,-8612.0,19,-453.26,0.431,-0.93,183,-92.35,0.08,2460.0,114,21.58,1.019
single,gap_pct,short,8640,1.25,36,single|gap_pct|short|W8640|T1.25|H36,-0.39,-32380.0,280,-115.64,0.859,-57868.0,-0.19,21,-19.81,-0.69,-4103.0,66,-62.17,0.853,-0.51,87,-51.94,-1.26,-7299.0,68,-107.34,0.746,-0.8,155,-76.25,-0.18,-1028.0,19,-54.11,0.937,-0.62,174,-73.83,-0.54,-19534.0,106,-184.28,0.869
single,gap_pct,short,8640,1.25,84,single|gap_pct|short|W8640|T1.25|H84,-0.45,-40385.0,235,-171.85,0.845,-68557.0,0.02,20,2.4,-1.85,-14026.0,57,-246.07,0.655,-1.23,77,-181.53,-0.82,-5631.0,59,-95.44,0.824,-1.07,136,-144.18,0.08,589.0,17,34.65,1.041,-0.75,153,-124.31,-0.56,-21365.0,82,-260.55,0.871
single,gap_pct,short,8640,1.25,120,single|gap_pct|short|W8640|T1.25|H120,-0.21,-20064.0,215,-93.32,0.911,-57618.0,1.22,18,211.0,-0.44,-3492.0,53,-65.89,0.903,0.03,71,4.31,-0.51,-3746.0,55,-68.11,0.876,-0.18,126,-27.3,-0.5,-3737.0,17,-219.82,0.808,-0.27,143,-50.19,-0.32,-12887.0,72,-178.99,0.904
single,gap_pct,long,8640,1.5,24,single|gap_pct|long|W8640|T1.5|H24,0.73,50021.0,220,227.37,1.34,-32999.0,3.28,10,445.8,-2.75,-11797.0,32,-368.66,0.421,-1.16,42,-174.74,0.12,477.0,49,9.73,1.035,-0.65,91,-75.41,1.08,4819.0,22,219.05,1.624,-0.14,113,-18.08,1.74,52064.0,107,486.58,1.499
single,gap_pct,long,8640,1.5,36,single|gap_pct|long|W8640|T1.5|H36,-0.22,-17407.0,207,-84.09,0.91,-65461.0,3.35,10,526.9,-1.47,-7222.0,31,-232.97,0.606,-0.27,41,-47.63,1.04,4865.0,46,105.76,1.339,0.24,87,33.47,0.02,81.0,21,3.86,1.008,0.18,108,27.71,-0.59,-20400.0,99,-206.06,0.863
single,gap_pct,long,8640,1.5,84,single|gap_pct|long|W8640|T1.5|H84,0.78,70904.0,175,405.17,1.447,-42136.0,2.63,10,526.0,-1.31,-7760.0,27,-287.41,0.634,-0.29,37,-67.57,-0.78,-4725.0,42,-112.5,0.795,-0.48,79,-91.46,-0.19,-1068.0,19,-56.21,0.92,-0.4,98,-84.62,2.02,79197.0,77,1028.53,1.796
single,gap_pct,long,8640,1.5,120,single|gap_pct|long|W8640|T1.5|H120,0.54,48763.0,167,291.99,1.303,-49686.0,2.6,10,527.5,-0.72,-4434.0,27,-164.22,0.783,0.09,37,22.73,-0.86,-5569.0,41,-135.83,0.76,-0.3,78,-60.62,-0.16,-927.0,19,-48.79,0.931,-0.26,97,-58.3,1.39,54418.0,70,777.4,1.534
single,gap_pct,short,8640,1.5,24,single|gap_pct|short|W8640|T1.5|H24,0.38,26685.0,211,126.47,1.191,-36635.0,0.4,18,39.61,0.84,3878.0,43,90.19,1.244,0.66,61,75.26,0.51,2201.0,56,39.3,1.147,0.6,117,58.05,-0.96,-3395.0,12,-282.92,0.571,0.23,129,26.33,0.77,23288.0,82,284.0,1.243
single,gap_pct,short,8640,1.5,36,single|gap_pct|short|W8640|T1.5|H36,0.15,11725.0,199,58.92,1.075,-32885.0,0.01,18,1.11,0.7,3549.0,42,84.5,1.228,0.46,60,59.48,-0.92,-4505.0,51,-88.33,0.776,-0.07,111,-8.43,0.52,2178.0,12,181.5,1.232,0.07,123,10.1,0.31,10483.0,76,137.93,1.099
single,gap_pct,short,8640,1.5,84,single|gap_pct|short|W8640|T1.5|H84,0.18,14929.0,177,84.34,1.09,-38461.0,0.46,18,70.22,-0.63,-4100.0,38,-107.89,0.847,-0.29,56,-50.64,-0.1,-614.0,47,-13.06,0.973,-0.21,103,-33.5,1.57,8590.0,12,715.83,2.318,0.24,115,44.7,0.27,9789.0,62,157.89,1.095
single,gap_pct,short,8640,1.5,120,single|gap_pct|short|W8640|T1.5|H120,0.26,23573.0,168,140.32,1.144,-43753.0,1.55,17,270.12,0.46,3254.0,38,85.63,1.135,0.73,55,142.65,-0.28,-1880.0,44,-42.73,0.922,0.34,99,60.26,1.16,6714.0,12,559.5,1.743,0.55,111,114.23,0.28,10893.0,57,191.11,1.109
