factor,win,thr,long_when,hold,is_sharpe,is_pnl,is_trades,is_avg_usd,is_pf,is_maxdd,oos_sharpe,oos_pnl,oos_trades,oos_avg_usd,oos_pf,all_trades,all_pnl,all_avg_usd,all_pf
gap_pct,2016,2.5,high,12,-0.83,-13006.0,208,-62.53,0.789,-16759.0,-1.45,-46811.0,66,-709.26,0.6,274,-59817.0,-218.31,0.665
gap_pct,2016,2.5,high,84,-1.15,-32400.0,171,-189.47,0.701,-35805.0,-0.37,-17396.0,51,-341.1,0.848,222,-49796.0,-224.31,0.776
gap_pct,2016,2.5,low,12,0.4,6350.0,208,30.53,1.123,-10926.0,1.38,44699.0,66,677.26,1.629,274,51049.0,186.31,1.415
gap_pct,2016,2.5,low,84,0.96,26928.0,171,157.47,1.343,-16765.0,0.33,15764.0,51,309.1,1.161,222,42692.0,192.31,1.242
gap_pct,6048,1.5,high,12,-0.91,-18573.0,370,-50.2,0.827,-22920.0,-0.94,-38125.0,132,-288.83,0.802,502,-56698.0,-112.94,0.811
gap_pct,6048,1.5,high,84,-1.75,-62844.0,261,-240.78,0.631,-68716.0,-0.58,-35578.0,77,-462.05,0.825,338,-98422.0,-291.19,0.737
gap_pct,6048,1.5,low,12,0.33,6733.0,370,18.2,1.072,-10173.0,0.83,33901.0,132,256.83,1.216,502,40634.0,80.94,1.162
gap_pct,6048,1.5,low,84,1.51,54492.0,261,208.78,1.49,-15746.0,0.54,33114.0,77,430.05,1.196,338,87606.0,259.19,1.313
gap_pct,6048,2.5,high,12,-1.42,-19024.0,118,-161.22,0.591,-20048.0,-1.76,-55843.0,49,-1139.65,0.495,167,-74867.0,-448.31,0.523
gap_pct,6048,2.5,high,84,-2.31,-56256.0,104,-540.92,0.348,-58831.0,0.85,39477.0,33,1196.27,1.592,137,-16779.0,-122.47,0.89
gap_pct,6048,2.5,low,12,1.14,15248.0,118,129.22,1.526,-5221.0,1.71,54275.0,49,1107.65,1.979,167,69523.0,416.31,1.823
gap_pct,6048,2.5,low,84,2.17,52928.0,104,508.92,2.681,-9416.0,-0.87,-40533.0,33,-1228.27,0.62,137,12395.0,90.47,1.09
clv,2016,1.5,high,12,-1.02,-62200.0,6201,-9.98,0.946,-73264.0,-0.43,-36593.0,2733,-13.51,0.975,8934,-98793.0,-11.06,0.962
clv,2016,1.5,high,84,-0.82,-63402.0,1598,-38.47,0.92,-102784.0,0.91,96433.0,690,136.96,1.1,2288,33031.0,14.44,1.019
clv,2016,1.5,low,12,-2.22,-136216.0,6201,-22.02,0.885,-151299.0,-0.6,-50879.0,2733,-18.49,0.966,8934,-187095.0,-20.94,0.93
clv,2016,1.5,low,84,0.16,12282.0,1598,6.47,1.014,-53257.0,-1.12,-118529.0,690,-168.96,0.889,2288,-106247.0,-46.44,0.941
clv,6048,1.5,high,12,-1.42,-86359.0,6145,-14.0,0.926,-93596.0,0.13,11347.0,2744,4.02,1.007,8889,-75012.0,-8.44,0.972
clv,6048,1.5,high,84,-0.8,-61610.0,1578,-37.82,0.922,-91594.0,1.13,120845.0,689,172.59,1.131,2267,59235.0,26.13,1.035
clv,6048,1.5,low,12,-1.81,-110265.0,6145,-18.0,0.906,-128803.0,-1.15,-99171.0,2744,-36.02,0.935,8889,-209436.0,-23.56,0.922
clv,6048,1.5,low,84,0.14,11130.0,1578,5.82,1.012,-43002.0,-1.34,-142909.0,689,-204.59,0.864,2267,-131779.0,-58.13,0.926
close_vs_ema200_pct,2016,1.5,high,12,-0.62,-29520.0,2172,-13.59,0.944,-34759.0,1.84,127845.0,878,145.61,1.212,3050,98325.0,32.24,1.087
close_vs_ema200_pct,2016,1.5,high,84,0.36,21560.0,679,31.75,1.061,-34547.0,1.64,135341.0,283,478.24,1.328,962,156901.0,163.1,1.204
close_vs_ema200_pct,2016,1.5,low,12,-0.84,-39984.0,2172,-18.41,0.925,-64725.0,-2.25,-155941.0,878,-177.61,0.791,3050,-195925.0,-64.24,0.847
close_vs_ema200_pct,2016,1.5,low,84,-0.73,-43288.0,679,-63.75,0.889,-81304.0,-1.75,-144397.0,283,-510.24,0.739,962,-187685.0,-195.1,0.801
close_vs_ema200_pct,2016,2.5,high,12,-1.27,-35537.0,546,-65.09,0.794,-36874.0,0.71,38776.0,283,137.02,1.141,829,3239.0,3.91,1.007
close_vs_ema200_pct,2016,2.5,high,84,-0.97,-37140.0,242,-153.47,0.756,-42007.0,1.33,88158.0,110,801.44,1.47,352,51018.0,144.94,1.15
close_vs_ema200_pct,2016,2.5,low,12,0.64,18065.0,546,33.09,1.125,-19082.0,-0.88,-47832.0,283,-169.02,0.85,829,-29767.0,-35.91,0.936
close_vs_ema200_pct,2016,2.5,low,84,0.77,29396.0,242,121.47,1.248,-20393.0,-1.38,-91678.0,110,-833.44,0.67,352,-62282.0,-176.94,0.843
close_vs_ema200_pct,6048,1.5,high,12,-0.12,-5753.0,1961,-2.93,0.988,-21837.0,1.17,83129.0,779,106.71,1.143,2740,77376.0,28.24,1.072
close_vs_ema200_pct,6048,1.5,high,84,0.99,57596.0,615,93.65,1.19,-20657.0,1.16,96337.0,261,369.11,1.243,876,153933.0,175.72,1.22
close_vs_ema200_pct,6048,1.5,low,12,-1.21,-56999.0,1961,-29.07,0.889,-69086.0,-1.53,-108057.0,779,-138.71,0.841,2740,-165056.0,-60.24,0.861
close_vs_ema200_pct,6048,1.5,low,84,-1.33,-77276.0,615,-125.65,0.792,-87630.0,-1.26,-104689.0,261,-401.11,0.789,876,-181965.0,-207.72,0.79
close_vs_ema200_pct,6048,2.5,high,12,-1.42,-40128.0,458,-87.62,0.756,-44588.0,0.75,41167.0,251,164.01,1.152,709,1039.0,1.47,1.002
close_vs_ema200_pct,6048,2.5,high,84,-0.57,-21368.0,194,-110.14,0.834,-27579.0,1.11,74250.0,94,789.89,1.39,288,52882.0,183.62,1.166
close_vs_ema200_pct,6048,2.5,low,12,0.9,25472.0,458,55.62,1.194,-11874.0,-0.9,-49199.0,251,-196.01,0.844,709,-23727.0,-33.47,0.947
close_vs_ema200_pct,6048,2.5,low,84,0.4,15160.0,194,78.14,1.137,-23451.0,-1.15,-77258.0,94,-821.89,0.71,288,-62098.0,-215.62,0.835
close_vs_sma20_pct,2016,1.5,high,12,-0.43,-23706.0,2694,-8.8,0.965,-47380.0,0.33,25648.0,1145,22.4,1.029,3839,1942.0,0.51,1.001
close_vs_sma20_pct,2016,1.5,high,84,0.12,8706.0,1051,8.28,1.016,-58162.0,0.64,62789.0,472,133.03,1.088,1523,71495.0,46.94,1.057
close_vs_sma20_pct,2016,1.5,low,12,-1.14,-62502.0,2694,-23.2,0.911,-86333.0,-0.8,-62288.0,1145,-54.4,0.933,3839,-124790.0,-32.51,0.923
close_vs_sma20_pct,2016,1.5,low,84,-0.59,-42338.0,1051,-40.28,0.927,-73710.0,-0.79,-77893.0,472,-165.03,0.9,1523,-120231.0,-78.94,0.912
close_vs_sma20_pct,2016,2.5,high,12,0.38,14881.0,909,16.37,1.053,-21352.0,0.21,12095.0,374,32.34,1.034,1283,26976.0,21.03,1.043
close_vs_sma20_pct,2016,2.5,high,84,-1.03,-57056.0,533,-107.05,0.832,-80497.0,1.85,148108.0,230,643.95,1.427,763,91052.0,119.33,1.133
close_vs_sma20_pct,2016,2.5,low,12,-1.13,-43969.0,909,-48.37,0.858,-51292.0,-0.41,-24063.0,374,-64.34,0.935,1283,-68032.0,-53.03,0.9
close_vs_sma20_pct,2016,2.5,low,84,0.72,40000.0,533,75.05,1.138,-24844.0,-1.94,-155468.0,230,-675.95,0.688,763,-115468.0,-151.33,0.854
close_vs_sma20_pct,6048,1.5,high,12,-0.37,-20213.0,2590,-7.8,0.97,-39896.0,0.16,12870.0,1112,11.57,1.015,3702,-7343.0,-1.98,0.995
close_vs_sma20_pct,6048,1.5,high,84,-0.14,-9948.0,1007,-10.45,0.981,-68398.0,0.03,2818.0,442,7.68,1.005,1449,-7130.0,-4.92,0.994
close_vs_sma20_pct,6048,1.5,low,12,-1.14,-62667.0,2590,-24.2,0.911,-91036.0,-0.61,-48454.0,1112,-43.57,0.946,3702,-111121.0,-30.02,0.931
close_vs_sma20_pct,6048,1.5,low,84,-0.31,-22260.0,1007,-21.55,0.961,-69743.0,-0.17,-16978.0,442,-39.68,0.976,1449,-39238.0,-27.08,0.97
close_vs_sma20_pct,6048,2.5,high,12,0.21,8413.0,885,9.51,1.029,-16883.0,-0.07,-4222.0,384,-10.99,0.989,1269,4191.0,3.3,1.006
close_vs_sma20_pct,6048,2.5,high,84,-0.44,-24840.0,516,-48.14,0.919,-54691.0,1.67,138305.0,229,603.95,1.37,745,113465.0,152.3,1.166
close_vs_sma20_pct,6048,2.5,low,12,-0.92,-36733.0,885,-41.51,0.882,-51506.0,-0.13,-8066.0,384,-21.01,0.98,1269,-44799.0,-35.3,0.937
close_vs_sma20_pct,6048,2.5,low,84,0.15,8328.0,516,16.14,1.029,-35960.0,-1.76,-145633.0,229,-635.95,0.718,745,-137305.0,-184.3,0.83
