factor,win,thr,long_when,hold,is_sharpe,is_pnl,is_trades,is_avg_usd,is_pf,is_maxdd,oos_sharpe,oos_pnl,oos_trades,oos_avg_usd,oos_pf,all_trades,all_pnl,all_avg_usd,all_pf
close_vs_sma10,2016,1.5,high,12,-0.27,-16277.0,3423,-4.76,0.98,-51333.0,-0.21,-17122.0,1448,-11.82,0.984,4871,-33399.0,-6.86,0.982
close_vs_sma10,2016,1.5,high,84,-0.05,-3913.0,1195,-3.49,0.993,-91183.0,0.84,84797.0,523,162.63,1.109,1718,80884.0,47.08,1.057
close_vs_sma10,2016,1.5,low,12,-1.57,-93259.0,3423,-27.24,0.892,-125187.0,-0.35,-29214.0,1448,-20.18,0.973,4871,-122473.0,-25.14,0.937
close_vs_sma10,2016,1.5,low,84,-0.46,-34311.0,1195,-28.51,0.948,-100854.0,-1.0,-101549.0,523,-194.63,0.883,1718,-135860.0,-79.08,0.911
close_vs_sma10,2016,2.5,high,12,0.69,29338.0,1185,24.76,1.085,-24023.0,0.05,3047.0,502,6.07,1.006,1687,32385.0,19.2,1.04
close_vs_sma10,2016,2.5,high,84,-1.43,-86652.0,651,-133.11,0.796,-100572.0,1.5,127853.0,292,437.85,1.285,943,41201.0,43.69,1.047
close_vs_sma10,2016,2.5,low,12,-1.58,-67258.0,1185,-56.76,0.829,-80375.0,-0.3,-19111.0,502,-38.07,0.961,1687,-86369.0,-51.2,0.902
close_vs_sma10,2016,2.5,low,84,1.09,65820.0,651,101.11,1.19,-19947.0,-1.61,-137197.0,292,-469.85,0.764,943,-71377.0,-75.69,0.923
close_vs_sma10,6048,1.5,high,12,-1.07,-63559.0,3308,-19.21,0.925,-73906.0,-0.53,-44034.0,1365,-32.26,0.958,4673,-107593.0,-23.02,0.943
close_vs_sma10,6048,1.5,high,84,0.72,53389.0,1150,45.88,1.088,-51769.0,-0.42,-42799.0,499,-84.52,0.948,1649,10590.0,6.42,1.007
close_vs_sma10,6048,1.5,low,12,-0.71,-42297.0,3308,-12.79,0.95,-73269.0,0.0,354.0,1365,0.26,1.0,4673,-41943.0,-8.98,0.978
close_vs_sma10,6048,1.5,low,84,-1.22,-90173.0,1150,-77.88,0.867,-112991.0,0.26,26815.0,499,52.52,1.034,1649,-63358.0,-38.42,0.956
close_vs_sma10,6048,2.5,high,12,0.16,7047.0,1191,5.92,1.019,-29729.0,0.59,39037.0,517,75.51,1.079,1708,46084.0,26.98,1.054
close_vs_sma10,6048,2.5,high,84,-1.15,-70519.0,639,-110.36,0.831,-94972.0,2.26,198731.0,281,707.23,1.494,920,128212.0,139.36,1.156
close_vs_sma10,6048,2.5,low,12,-1.03,-45159.0,1191,-37.92,0.885,-65561.0,-0.83,-55581.0,517,-107.51,0.897,1708,-100740.0,-58.98,0.892
close_vs_sma10,6048,2.5,low,84,0.82,50071.0,639,78.36,1.14,-26709.0,-2.36,-207723.0,281,-739.23,0.657,920,-157652.0,-171.36,0.836
close_vs_sma20,2016,1.5,high,12,-0.43,-23706.0,2694,-8.8,0.965,-47380.0,0.33,25648.0,1145,22.4,1.029,3839,1942.0,0.51,1.001
close_vs_sma20,2016,1.5,high,84,0.12,8706.0,1051,8.28,1.016,-58162.0,0.64,62789.0,472,133.03,1.088,1523,71495.0,46.94,1.057
close_vs_sma20,2016,1.5,low,12,-1.14,-62502.0,2694,-23.2,0.911,-86333.0,-0.8,-62288.0,1145,-54.4,0.933,3839,-124790.0,-32.51,0.923
close_vs_sma20,2016,1.5,low,84,-0.59,-42338.0,1051,-40.28,0.927,-73710.0,-0.79,-77893.0,472,-165.03,0.9,1523,-120231.0,-78.94,0.912
close_vs_sma20,2016,2.5,high,12,0.38,14881.0,909,16.37,1.053,-21352.0,0.21,12095.0,374,32.34,1.034,1283,26976.0,21.03,1.043
close_vs_sma20,2016,2.5,high,84,-1.03,-57056.0,533,-107.05,0.832,-80497.0,1.85,148108.0,230,643.95,1.427,763,91052.0,119.33,1.133
close_vs_sma20,2016,2.5,low,12,-1.13,-43969.0,909,-48.37,0.858,-51292.0,-0.41,-24063.0,374,-64.34,0.935,1283,-68032.0,-53.03,0.9
close_vs_sma20,2016,2.5,low,84,0.72,40000.0,533,75.05,1.138,-24844.0,-1.94,-155468.0,230,-675.95,0.688,763,-115468.0,-151.33,0.854
close_vs_sma20,6048,1.5,high,12,-0.37,-20213.0,2590,-7.8,0.97,-39896.0,0.16,12870.0,1112,11.57,1.015,3702,-7343.0,-1.98,0.995
close_vs_sma20,6048,1.5,high,84,-0.14,-9948.0,1007,-10.45,0.981,-68398.0,0.03,2818.0,442,7.68,1.005,1449,-7130.0,-4.92,0.994
close_vs_sma20,6048,1.5,low,12,-1.14,-62667.0,2590,-24.2,0.911,-91036.0,-0.61,-48454.0,1112,-43.57,0.946,3702,-111121.0,-30.02,0.931
close_vs_sma20,6048,1.5,low,84,-0.31,-22260.0,1007,-21.55,0.961,-69743.0,-0.17,-16978.0,442,-39.68,0.976,1449,-39238.0,-27.08,0.97
close_vs_sma20,6048,2.5,high,12,0.21,8413.0,885,9.51,1.029,-16883.0,-0.07,-4222.0,384,-10.99,0.989,1269,4191.0,3.3,1.006
close_vs_sma20,6048,2.5,high,84,-0.44,-24840.0,516,-48.14,0.919,-54691.0,1.67,138305.0,229,603.95,1.37,745,113465.0,152.3,1.166
close_vs_sma20,6048,2.5,low,12,-0.92,-36733.0,885,-41.51,0.882,-51506.0,-0.13,-8066.0,384,-21.01,0.98,1269,-44799.0,-35.3,0.937
close_vs_sma20,6048,2.5,low,84,0.15,8328.0,516,16.14,1.029,-35960.0,-1.76,-145633.0,229,-635.95,0.718,745,-137305.0,-184.3,0.83
close_vs_sma50,2016,1.5,high,12,-0.84,-42950.0,2241,-19.17,0.927,-59260.0,0.85,61225.0,906,67.58,1.093,3147,18275.0,5.81,1.015
close_vs_sma50,2016,1.5,high,84,-0.55,-36551.0,862,-42.4,0.927,-84673.0,0.84,77266.0,378,204.41,1.133,1240,40715.0,32.83,1.038
close_vs_sma50,2016,1.5,low,12,-0.56,-28762.0,2241,-12.83,0.951,-50904.0,-1.25,-90217.0,906,-99.58,0.877,3147,-118979.0,-37.81,0.909
close_vs_sma50,2016,1.5,low,84,0.14,8967.0,862,10.4,1.019,-70749.0,-0.97,-89362.0,378,-236.41,0.866,1240,-80395.0,-64.83,0.929
close_vs_sma50,2016,2.5,high,12,-1.11,-37956.0,686,-55.33,0.841,-41685.0,-0.37,-19962.0,298,-66.99,0.94,984,-57918.0,-58.86,0.898
close_vs_sma50,2016,2.5,high,84,-0.44,-20980.0,375,-55.95,0.909,-52365.0,2.03,149854.0,162,925.02,1.604,537,128874.0,239.99,1.27
close_vs_sma50,2016,2.5,low,12,0.47,16004.0,686,23.33,1.076,-24814.0,0.19,10426.0,298,34.99,1.033,984,26430.0,26.86,1.05
close_vs_sma50,2016,2.5,low,84,0.19,8980.0,375,23.95,1.042,-35554.0,-2.1,-155038.0,162,-957.02,0.613,537,-146058.0,-271.99,0.763
close_vs_sma50,6048,1.5,high,12,-1.19,-60697.0,2120,-28.63,0.897,-65556.0,0.05,3833.0,868,4.42,1.006,2988,-56864.0,-19.03,0.956
close_vs_sma50,6048,1.5,high,84,-0.21,-13807.0,823,-16.78,0.97,-42263.0,0.99,92006.0,360,255.57,1.172,1183,78199.0,66.1,1.078
close_vs_sma50,6048,1.5,low,12,-0.14,-7143.0,2120,-3.37,0.987,-38144.0,-0.42,-31609.0,868,-36.42,0.955,2988,-38752.0,-12.97,0.97
close_vs_sma50,6048,1.5,low,84,-0.19,-12529.0,823,-15.22,0.973,-58521.0,-1.12,-103526.0,360,-287.57,0.837,1183,-116055.0,-98.1,0.895
close_vs_sma50,6048,2.5,high,12,-0.31,-10664.0,658,-16.21,0.949,-27266.0,0.48,28088.0,286,98.21,1.092,944,17424.0,18.46,1.034
close_vs_sma50,6048,2.5,high,84,-0.2,-9758.0,351,-27.8,0.956,-36590.0,1.23,91916.0,151,608.72,1.332,502,82158.0,163.66,1.165
close_vs_sma50,6048,2.5,low,12,-0.3,-10392.0,658,-15.79,0.95,-31109.0,-0.64,-37240.0,286,-130.21,0.89,944,-47632.0,-50.46,0.913
close_vs_sma50,6048,2.5,low,84,-0.03,-1474.0,351,-4.2,0.993,-36849.0,-1.29,-96748.0,151,-640.72,0.739,502,-98222.0,-195.66,0.833
close_vs_sma200,2016,1.5,high,12,-0.71,-32490.0,2048,-15.86,0.935,-41309.0,1.7,117098.0,835,140.24,1.197,2883,84608.0,29.35,1.077
close_vs_sma200,2016,1.5,high,84,0.29,16550.0,620,26.69,1.051,-36060.0,1.83,148224.0,257,576.75,1.426,877,164774.0,187.88,1.245
close_vs_sma200,2016,1.5,low,12,-0.73,-33046.0,2048,-16.14,0.933,-61701.0,-2.09,-143818.0,835,-172.24,0.802,2883,-176864.0,-61.35,0.855
close_vs_sma200,2016,1.5,low,84,-0.64,-36390.0,620,-58.69,0.896,-78525.0,-1.93,-156448.0,257,-608.75,0.687,877,-192838.0,-219.88,0.774
close_vs_sma200,2016,2.5,high,12,-1.64,-42428.0,482,-88.02,0.731,-44367.0,-0.01,-423.0,259,-1.63,0.998,741,-42851.0,-57.83,0.896
close_vs_sma200,2016,2.5,high,84,-0.86,-30227.0,197,-153.44,0.766,-36485.0,1.09,69077.0,98,704.87,1.421,295,38850.0,131.69,1.132
close_vs_sma200,2016,2.5,low,12,1.05,27004.0,482,56.02,1.221,-12942.0,-0.15,-7865.0,259,-30.37,0.97,741,19139.0,25.83,1.05
close_vs_sma200,2016,2.5,low,84,0.68,23923.0,197,121.44,1.234,-18317.0,-1.14,-72213.0,98,-736.87,0.692,295,-48290.0,-163.69,0.857
close_vs_sma200,6048,1.5,high,12,-0.64,-29126.0,1860,-15.66,0.937,-53278.0,1.02,71020.0,748,94.95,1.125,2608,41894.0,16.06,1.041
close_vs_sma200,6048,1.5,high,84,0.39,21818.0,571,38.21,1.073,-22976.0,1.26,101695.0,232,438.34,1.282,803,123513.0,153.81,1.187
close_vs_sma200,6048,1.5,low,12,-0.67,-30394.0,1860,-16.34,0.934,-57635.0,-1.37,-94956.0,748,-126.95,0.855,2608,-125350.0,-48.06,0.888
close_vs_sma200,6048,1.5,low,84,-0.72,-40090.0,571,-70.21,0.879,-68674.0,-1.36,-109119.0,232,-470.34,0.766,803,-149209.0,-185.81,0.813
close_vs_sma200,6048,2.5,high,12,-1.01,-26777.0,413,-64.84,0.803,-37782.0,1.62,87660.0,238,368.32,1.373,651,60883.0,93.52,1.164
close_vs_sma200,6048,2.5,high,84,-0.14,-4867.0,160,-30.42,0.951,-19767.0,1.08,70047.0,79,886.67,1.415,239,65180.0,272.72,1.243
close_vs_sma200,6048,2.5,low,12,0.51,13561.0,413,32.84,1.118,-18675.0,-1.76,-95276.0,238,-400.32,0.709,651,-81715.0,-125.52,0.815
close_vs_sma200,6048,2.5,low,84,-0.01,-253.0,160,-1.58,0.997,-23070.0,-1.12,-72575.0,79,-918.67,0.698,239,-72828.0,-304.72,0.784
close_vs_ema9,2016,1.5,high,12,-0.42,-25346.0,3560,-7.12,0.97,-50457.0,-0.83,-69053.0,1503,-45.94,0.938,5063,-94399.0,-18.64,0.952
close_vs_ema9,2016,1.5,high,84,0.1,7885.0,1213,6.29,1.012,-64787.0,0.9,91570.0,531,172.94,1.117,1744,99455.0,57.03,1.069
close_vs_ema9,2016,1.5,low,12,-1.47,-88574.0,3560,-24.88,0.9,-118293.0,0.25,20957.0,1503,13.94,1.02,5063,-67617.0,-13.36,0.965
close_vs_ema9,2016,1.5,low,84,-0.62,-46685.0,1213,-38.29,0.931,-83817.0,-1.07,-108578.0,531,-204.94,0.877,1744,-155263.0,-89.03,0.901
close_vs_ema9,2016,2.5,high,12,0.84,36653.0,1243,29.49,1.103,-25252.0,-0.16,-10404.0,538,-19.34,0.98,1781,26249.0,14.74,1.03
close_vs_ema9,2016,2.5,high,84,-1.07,-65684.0,673,-97.6,0.848,-84957.0,1.26,108936.0,307,354.84,1.23,980,43252.0,44.13,1.048
close_vs_ema9,2016,2.5,low,12,-1.76,-76429.0,1243,-61.49,0.815,-92375.0,-0.1,-6812.0,538,-12.66,0.987,1781,-83241.0,-46.74,0.91
close_vs_ema9,2016,2.5,low,84,0.72,44148.0,673,65.6,1.117,-32557.0,-1.37,-118760.0,307,-386.84,0.798,980,-74612.0,-76.13,0.923
close_vs_ema9,6048,1.5,high,12,-0.97,-58520.0,3436,-17.03,0.933,-72935.0,0.5,42570.0,1431,29.75,1.042,4867,-15950.0,-3.28,0.992
close_vs_ema9,6048,1.5,high,84,0.57,42367.0,1159,36.33,1.067,-41107.0,0.27,27871.0,512,54.94,1.036,1671,70238.0,42.03,1.05
close_vs_ema9,6048,1.5,low,12,-0.85,-51432.0,3436,-14.97,0.941,-78816.0,-1.04,-88362.0,1431,-61.75,0.919,4867,-139794.0,-28.72,0.929
close_vs_ema9,6048,1.5,low,84,-1.06,-79439.0,1159,-68.33,0.885,-115795.0,-0.43,-44271.0,512,-86.94,0.945,1671,-123710.0,-74.03,0.918
close_vs_ema9,6048,2.5,high,12,0.45,20241.0,1249,16.21,1.053,-26966.0,0.14,9487.0,556,17.06,1.018,1805,29728.0,16.47,1.032
close_vs_ema9,6048,2.5,high,84,-0.2,-12175.0,658,-18.5,0.969,-46493.0,1.94,172514.0,290,594.88,1.383,948,160339.0,169.13,1.189
close_vs_ema9,6048,2.5,low,12,-1.35,-60209.0,1249,-48.21,0.856,-79406.0,-0.4,-27279.0,556,-49.06,0.951,1805,-87488.0,-48.47,0.91
close_vs_ema9,6048,2.5,low,84,-0.14,-8881.0,658,-13.5,0.977,-31823.0,-2.05,-181794.0,290,-626.88,0.71,948,-190675.0,-201.13,0.813
close_vs_ema12,2016,1.5,high,12,-0.7,-40923.0,3279,-12.48,0.95,-52579.0,0.46,37800.0,1389,27.21,1.037,4668,-3123.0,-0.67,0.998
close_vs_ema12,2016,1.5,high,84,-0.3,-22087.0,1164,-19.47,0.964,-78002.0,0.96,97128.0,515,189.72,1.131,1679,75041.0,44.69,1.054
close_vs_ema12,2016,1.5,low,12,-1.09,-64005.0,3279,-19.52,0.922,-98060.0,-1.0,-82248.0,1389,-59.21,0.924,4668,-146253.0,-31.33,0.923
close_vs_ema12,2016,1.5,low,84,-0.2,-15145.0,1164,-12.53,0.977,-78844.0,-1.12,-113624.0,515,-221.72,0.866,1679,-128769.0,-76.69,0.913
close_vs_ema12,2016,2.5,high,12,0.48,20421.0,1139,17.93,1.06,-23015.0,-0.11,-6914.0,496,-13.94,0.985,1635,13507.0,8.26,1.017
close_vs_ema12,2016,2.5,high,84,-1.39,-83765.0,633,-132.33,0.799,-98774.0,1.48,125725.0,288,436.55,1.29,921,41960.0,45.56,1.049
close_vs_ema12,2016,2.5,low,12,-1.35,-56869.0,1139,-49.93,0.85,-75826.0,-0.14,-8958.0,496,-18.06,0.981,1635,-65827.0,-40.26,0.922
close_vs_ema12,2016,2.5,low,84,1.06,63509.0,633,100.33,1.186,-20985.0,-1.59,-134941.0,288,-468.55,0.761,921,-71432.0,-77.56,0.921
close_vs_ema12,6048,1.5,high,12,-0.83,-49074.0,3174,-15.46,0.94,-61063.0,-0.02,-1795.0,1329,-1.35,0.998,4503,-50869.0,-11.3,0.972
close_vs_ema12,6048,1.5,high,84,0.41,30500.0,1112,27.19,1.05,-74059.0,-0.95,-96392.0,492,-195.39,0.884,1604,-65892.0,-41.08,0.954
close_vs_ema12,6048,1.5,low,12,-0.89,-52494.0,3174,-16.54,0.936,-88406.0,-0.49,-40733.0,1329,-30.65,0.96,4503,-93227.0,-20.7,0.95
close_vs_ema12,6048,1.5,low,84,-0.9,-66068.0,1112,-59.19,0.899,-90783.0,0.8,80632.0,492,163.39,1.109,1604,14564.0,9.08,1.01
close_vs_ema12,6048,2.5,high,12,0.09,3943.0,1152,3.42,1.011,-22859.0,0.48,32118.0,512,62.73,1.067,1664,36061.0,21.67,1.043
close_vs_ema12,6048,2.5,high,84,-0.86,-52488.0,623,-84.25,0.87,-80263.0,1.92,168554.0,276,610.7,1.404,899,116066.0,129.11,1.141
close_vs_ema12,6048,2.5,low,12,-0.94,-40807.0,1152,-35.42,0.893,-61297.0,-0.72,-48502.0,512,-94.73,0.907,1664,-89309.0,-53.67,0.901
close_vs_ema12,6048,2.5,low,84,0.54,32552.0,623,52.25,1.091,-24228.0,-2.02,-177386.0,276,-642.7,0.7,899,-144834.0,-161.11,0.848
close_vs_ema21,2016,1.5,high,12,-0.5,-28108.0,2832,-9.93,0.961,-52058.0,0.34,27153.0,1200,22.63,1.03,4032,-955.0,-0.24,0.999
close_vs_ema21,2016,1.5,high,84,-0.38,-27068.0,1070,-25.3,0.954,-61877.0,1.05,103488.0,476,217.41,1.151,1546,76420.0,49.43,1.06
close_vs_ema21,2016,1.5,low,12,-1.12,-62516.0,2832,-22.07,0.914,-93311.0,-0.83,-65553.0,1200,-54.63,0.932,4032,-128069.0,-31.76,0.924
close_vs_ema21,2016,1.5,low,84,-0.1,-7172.0,1070,-6.7,0.988,-63809.0,-1.21,-118720.0,476,-249.41,0.851,1546,-125892.0,-81.43,0.909
close_vs_ema21,2016,2.5,high,12,0.39,15604.0,969,16.1,1.053,-17316.0,-0.3,-17854.0,402,-44.41,0.954,1371,-2250.0,-1.64,0.997
close_vs_ema21,2016,2.5,high,84,-0.74,-42457.0,558,-76.09,0.879,-49418.0,2.12,170628.0,239,713.92,1.506,797,128171.0,160.82,1.186
close_vs_ema21,2016,2.5,low,12,-1.16,-46612.0,969,-48.1,0.857,-55544.0,0.08,4990.0,402,12.41,1.013,1371,-41622.0,-30.36,0.94
close_vs_ema21,2016,2.5,low,84,0.43,24601.0,558,44.09,1.078,-19041.0,-2.21,-178276.0,239,-745.92,0.652,797,-153675.0,-192.82,0.815
close_vs_ema21,6048,1.5,high,12,-0.67,-37872.0,2711,-13.97,0.948,-52706.0,-0.33,-26138.0,1163,-22.47,0.972,3874,-64010.0,-16.52,0.962
close_vs_ema21,6048,1.5,high,84,-0.19,-13885.0,1019,-13.88,0.975,-78014.0,-0.1,-9902.0,454,-21.24,0.987,1473,-23787.0,-16.15,0.982
close_vs_ema21,6048,1.5,low,12,-0.87,-48880.0,2711,-18.03,0.933,-82476.0,-0.14,-11078.0,1163,-9.53,0.988,3874,-59958.0,-15.48,0.964
close_vs_ema21,6048,1.5,low,84,-0.26,-18707.0,1019,-18.12,0.968,-85940.0,-0.05,-4642.0,454,-10.76,0.993,1473,-23349.0,-15.85,0.982
close_vs_ema21,6048,2.5,high,12,-0.15,-6268.0,960,-6.53,0.98,-27583.0,0.49,31206.0,406,76.86,1.078,1366,24938.0,18.26,1.035
close_vs_ema21,6048,2.5,high,84,-0.65,-37251.0,538,-69.24,0.889,-48846.0,1.96,163173.0,237,688.49,1.446,775,125922.0,162.48,1.18
close_vs_ema21,6048,2.5,low,12,-0.6,-24452.0,960,-25.47,0.924,-46269.0,-0.69,-44198.0,406,-108.86,0.899,1366,-68650.0,-50.26,0.91
close_vs_ema21,6048,2.5,low,84,0.35,20035.0,538,37.24,1.066,-28878.0,-2.05,-170757.0,237,-720.49,0.68,775,-150722.0,-194.48,0.82
close_vs_ema26,2016,1.5,high,12,-0.63,-34259.0,2706,-12.66,0.95,-49998.0,0.07,5255.0,1140,4.61,1.006,3846,-29004.0,-7.54,0.982
close_vs_ema26,2016,1.5,high,84,-0.44,-31275.0,1036,-30.19,0.946,-68627.0,1.32,129086.0,463,278.8,1.196,1499,97811.0,65.25,1.079
close_vs_ema26,2016,1.5,low,12,-0.96,-52333.0,2706,-19.34,0.925,-85891.0,-0.54,-41735.0,1140,-36.61,0.954,3846,-94068.0,-24.46,0.942
close_vs_ema26,2016,1.5,low,84,-0.03,-1877.0,1036,-1.81,0.997,-72657.0,-1.47,-143902.0,463,-310.8,0.819,1499,-145779.0,-97.25,0.893
close_vs_ema26,2016,2.5,high,12,-0.2,-7723.0,900,-8.58,0.974,-21843.0,-0.13,-7460.0,367,-20.33,0.98,1267,-15183.0,-11.98,0.977
close_vs_ema26,2016,2.5,high,84,-0.55,-30014.0,520,-57.72,0.906,-54455.0,1.6,126916.0,222,571.69,1.368,742,96902.0,130.6,1.146
close_vs_ema26,2016,2.5,low,12,-0.54,-21077.0,900,-23.42,0.929,-31858.0,-0.07,-4284.0,367,-11.67,0.988,1267,-25361.0,-20.02,0.962
close_vs_ema26,2016,2.5,low,84,0.24,13374.0,520,25.72,1.045,-23431.0,-1.69,-134020.0,222,-603.69,0.718,742,-120646.0,-162.6,0.844
close_vs_ema26,6048,1.5,high,12,-0.62,-34035.0,2567,-13.26,0.95,-51890.0,0.18,14206.0,1094,12.99,1.016,3661,-19829.0,-5.42,0.987
close_vs_ema26,6048,1.5,high,84,0.29,20687.0,984,20.44,1.038,-52720.0,0.42,41823.0,434,97.7,1.061,1418,62510.0,44.08,1.051
close_vs_ema26,6048,1.5,low,12,-0.88,-48109.0,2567,-18.74,0.93,-70533.0,-0.62,-49214.0,1094,-44.99,0.945,3661,-97323.0,-26.58,0.939
close_vs_ema26,6048,1.5,low,84,-0.74,-52159.0,984,-52.44,0.909,-85313.0,-0.57,-55727.0,434,-129.7,0.925,1418,-107886.0,-76.08,0.918
close_vs_ema26,6048,2.5,high,12,-0.46,-18415.0,892,-20.64,0.939,-36536.0,0.52,32340.0,374,86.47,1.089,1266,13925.0,11.0,1.021
close_vs_ema26,6048,2.5,high,84,-0.46,-25405.0,503,-50.51,0.917,-47355.0,1.43,117016.0,222,527.1,1.308,725,91611.0,126.36,1.133
close_vs_ema26,6048,2.5,low,12,-0.25,-10129.0,892,-11.36,0.966,-36839.0,-0.72,-44308.0,374,-118.47,0.89,1266,-54437.0,-43.0,0.922
close_vs_ema26,6048,2.5,low,84,0.17,9309.0,503,18.51,1.032,-28760.0,-1.51,-124120.0,222,-559.1,0.752,725,-114811.0,-158.36,0.855
close_vs_ema50,2016,1.5,high,12,-0.93,-48739.0,2385,-20.44,0.923,-58539.0,1.41,102473.0,967,105.97,1.152,3352,53734.0,16.03,1.041
close_vs_ema50,2016,1.5,high,84,-0.37,-24597.0,897,-27.42,0.952,-62462.0,1.48,137339.0,398,345.07,1.244,1295,112742.0,87.06,1.105
close_vs_ema50,2016,1.5,low,12,-0.53,-27581.0,2385,-11.56,0.955,-49978.0,-1.83,-133417.0,967,-137.97,0.831,3352,-160998.0,-48.03,0.886
close_vs_ema50,2016,1.5,low,84,-0.06,-4107.0,897,-4.58,0.992,-59229.0,-1.62,-150075.0,398,-377.07,0.788,1295,-154182.0,-119.06,0.873
close_vs_ema50,2016,2.5,high,12,-0.74,-26073.0,729,-35.77,0.892,-28906.0,0.63,34406.0,309,111.35,1.115,1038,8333.0,8.03,1.015
close_vs_ema50,2016,2.5,high,84,-0.14,-7039.0,402,-17.51,0.97,-32487.0,2.2,161382.0,173,932.84,1.632,575,154343.0,268.42,1.314
close_vs_ema50,2016,2.5,low,12,0.08,2745.0,729,3.77,1.012,-26752.0,-0.81,-44294.0,309,-143.35,0.87,1038,-41549.0,-40.03,0.927
close_vs_ema50,2016,2.5,low,84,-0.12,-5825.0,402,-14.49,0.975,-31730.0,-2.27,-166918.0,173,-964.84,0.602,575,-172743.0,-300.42,0.736
close_vs_ema50,6048,1.5,high,12,-1.1,-57178.0,2246,-25.46,0.909,-63169.0,0.3,22404.0,937,23.91,1.029,3183,-34774.0,-10.92,0.975
close_vs_ema50,6048,1.5,high,84,-0.37,-24541.0,850,-28.87,0.951,-47678.0,0.75,70458.0,381,184.93,1.114,1231,45917.0,37.3,1.041
close_vs_ema50,6048,1.5,low,12,-0.28,-14694.0,2246,-6.54,0.976,-39596.0,-0.69,-52388.0,937,-55.91,0.935,3183,-67082.0,-21.08,0.952
close_vs_ema50,6048,1.5,low,84,-0.04,-2659.0,850,-3.13,0.995,-54581.0,-0.87,-82650.0,381,-216.93,0.881,1231,-85309.0,-69.3,0.928
close_vs_ema50,6048,2.5,high,12,-0.39,-14186.0,702,-20.21,0.94,-22499.0,0.27,15649.0,308,50.81,1.05,1010,1463.0,1.45,1.003
close_vs_ema50,6048,2.5,high,84,-0.01,-611.0,377,-1.62,0.997,-40064.0,1.24,95010.0,169,562.19,1.312,546,94399.0,172.89,1.179
close_vs_ema50,6048,2.5,low,12,-0.23,-8278.0,702,-11.79,0.964,-25954.0,-0.44,-25505.0,308,-82.81,0.923,1010,-33783.0,-33.45,0.94
close_vs_ema50,6048,2.5,low,84,-0.23,-11453.0,377,-30.38,0.95,-42497.0,-1.31,-100418.0,169,-594.19,0.751,546,-111871.0,-204.89,0.823
close_vs_ema200,2016,1.5,high,12,-0.62,-29520.0,2172,-13.59,0.944,-34759.0,1.84,127845.0,878,145.61,1.212,3050,98325.0,32.24,1.087
close_vs_ema200,2016,1.5,high,84,0.36,21560.0,679,31.75,1.061,-34547.0,1.64,135341.0,283,478.24,1.328,962,156901.0,163.1,1.204
close_vs_ema200,2016,1.5,low,12,-0.84,-39984.0,2172,-18.41,0.925,-64725.0,-2.25,-155941.0,878,-177.61,0.791,3050,-195925.0,-64.24,0.847
close_vs_ema200,2016,1.5,low,84,-0.73,-43288.0,679,-63.75,0.889,-81304.0,-1.75,-144397.0,283,-510.24,0.739,962,-187685.0,-195.1,0.801
close_vs_ema200,2016,2.5,high,12,-1.27,-35537.0,546,-65.09,0.794,-36874.0,0.71,38776.0,283,137.02,1.141,829,3239.0,3.91,1.007
close_vs_ema200,2016,2.5,high,84,-0.97,-37140.0,242,-153.47,0.756,-42007.0,1.33,88158.0,110,801.44,1.47,352,51018.0,144.94,1.15
close_vs_ema200,2016,2.5,low,12,0.64,18065.0,546,33.09,1.125,-19082.0,-0.88,-47832.0,283,-169.02,0.85,829,-29767.0,-35.91,0.936
close_vs_ema200,2016,2.5,low,84,0.77,29396.0,242,121.47,1.248,-20393.0,-1.38,-91678.0,110,-833.44,0.67,352,-62282.0,-176.94,0.843
close_vs_ema200,6048,1.5,high,12,-0.12,-5753.0,1961,-2.93,0.988,-21837.0,1.17,83129.0,779,106.71,1.143,2740,77376.0,28.24,1.072
close_vs_ema200,6048,1.5,high,84,0.99,57596.0,615,93.65,1.19,-20657.0,1.16,96337.0,261,369.11,1.243,876,153933.0,175.72,1.22
close_vs_ema200,6048,1.5,low,12,-1.21,-56999.0,1961,-29.07,0.889,-69086.0,-1.53,-108057.0,779,-138.71,0.841,2740,-165056.0,-60.24,0.861
close_vs_ema200,6048,1.5,low,84,-1.33,-77276.0,615,-125.65,0.792,-87630.0,-1.26,-104689.0,261,-401.11,0.789,876,-181965.0,-207.72,0.79
close_vs_ema200,6048,2.5,high,12,-1.42,-40128.0,458,-87.62,0.756,-44588.0,0.75,41167.0,251,164.01,1.152,709,1039.0,1.47,1.002
close_vs_ema200,6048,2.5,high,84,-0.57,-21368.0,194,-110.14,0.834,-27579.0,1.11,74250.0,94,789.89,1.39,288,52882.0,183.62,1.166
close_vs_ema200,6048,2.5,low,12,0.9,25472.0,458,55.62,1.194,-11874.0,-0.9,-49199.0,251,-196.01,0.844,709,-23727.0,-33.47,0.947
close_vs_ema200,6048,2.5,low,84,0.4,15160.0,194,78.14,1.137,-23451.0,-1.15,-77258.0,94,-821.89,0.71,288,-62098.0,-215.62,0.835
close_vs_wma20,2016,1.5,high,12,-1.19,-68475.0,3106,-22.05,0.915,-77010.0,0.59,47680.0,1308,36.45,1.05,4414,-20795.0,-4.71,0.988
close_vs_wma20,2016,1.5,high,84,0.1,7082.0,1125,5.78,1.011,-74250.0,0.74,74726.0,508,148.23,1.099,1633,81808.0,50.1,1.06
