factor,win,thr,long_when,hold,is_sharpe,is_pnl,is_trades,is_avg_usd,is_pf,is_maxdd,oos_sharpe,oos_pnl,oos_trades,oos_avg_usd,oos_pf,all_trades,all_pnl,all_avg_usd,all_pf
close_vs_sma20_pct,672,1.5,low,4,-0.94,-330.0,1439,-0.23,0.908,-354.0,0.24,119.0,616,0.19,1.033,2055,-211.0,-0.1,0.97
close_vs_sma20_pct,672,1.5,low,28,0.4,196.0,607,0.32,1.063,-391.0,-0.92,-596.0,287,-2.08,0.845,894,-401.0,-0.45,0.943
close_vs_sma20_pct,672,2.5,high,4,-0.61,-141.0,422,-0.33,0.891,-258.0,-1.84,-669.0,189,-3.54,0.638,611,-809.0,-1.32,0.742
close_vs_sma20_pct,672,2.5,high,28,-0.37,-123.0,251,-0.49,0.91,-296.0,1.25,656.0,120,5.47,1.451,371,533.0,1.44,1.189
close_vs_sma20_pct,672,2.5,low,4,0.02,6.0,422,0.01,1.005,-191.0,1.67,608.0,189,3.22,1.505,611,614.0,1.0,1.254
close_vs_sma20_pct,672,2.5,low,28,0.13,43.0,251,0.17,1.033,-267.0,-1.32,-695.0,120,-5.79,0.674,371,-652.0,-1.76,0.809
close_vs_sma20_pct,2016,1.5,high,4,-0.38,-135.0,1359,-0.1,0.962,-449.0,-0.14,-73.0,580,-0.13,0.981,1939,-208.0,-0.11,0.972
close_vs_sma20_pct,2016,1.5,high,28,-0.08,-36.0,575,-0.04,0.993,-590.0,1.57,1028.0,269,3.77,1.329,844,991.0,1.17,1.162
close_vs_sma20_pct,2016,1.5,low,4,-0.84,-300.0,1359,-0.22,0.916,-403.0,-0.22,-113.0,580,-0.19,0.971,1939,-412.0,-0.21,0.945
close_vs_sma20_pct,2016,1.5,low,28,-0.3,-147.0,575,-0.28,0.948,-470.0,-1.7,-1114.0,269,-4.09,0.734,844,-1261.0,-1.49,0.826
close_vs_sma20_pct,2016,2.5,high,4,-0.99,-227.0,396,-0.57,0.828,-281.0,-0.81,-339.0,184,-1.84,0.832,580,-566.0,-0.98,0.83
close_vs_sma20_pct,2016,2.5,high,28,-0.36,-124.0,234,-0.53,0.915,-327.0,0.89,492.0,106,4.64,1.287,340,368.0,1.08,1.116
close_vs_sma20_pct,2016,2.5,low,4,0.44,101.0,396,0.25,1.087,-173.0,0.67,280.0,184,1.52,1.164,580,381.0,0.66,1.133
close_vs_sma20_pct,2016,2.5,low,28,0.14,49.0,234,0.21,1.036,-242.0,-0.95,-526.0,106,-4.96,0.763,340,-477.0,-1.4,0.867
di_spread,672,1.5,high,4,-0.7,-239.0,1661,-0.14,0.934,-387.0,-0.4,-175.0,675,-0.26,0.953,2336,-414.0,-0.18,0.944
di_spread,672,1.5,high,28,-0.03,-15.0,706,-0.04,0.992,-330.0,1.51,920.0,293,3.18,1.321,999,905.0,0.91,1.14
di_spread,672,1.5,low,4,-0.85,-293.0,1661,-0.18,0.919,-327.0,-0.09,-41.0,675,-0.06,0.989,2336,-334.0,-0.14,0.954
di_spread,672,1.5,low,28,-0.42,-210.0,706,-0.28,0.945,-446.0,-1.66,-1014.0,293,-3.5,0.736,999,-1225.0,-1.23,0.837
di_spread,672,2.5,high,4,-0.1,-15.0,244,-0.06,0.978,-144.0,-0.15,-38.0,93,-0.41,0.938,337,-53.0,-0.16,0.959
di_spread,672,2.5,high,28,0.04,11.0,179,0.06,1.013,-157.0,1.21,419.0,68,6.16,1.78,247,430.0,1.74,1.303
di_spread,672,2.5,low,4,-0.41,-63.0,244,-0.26,0.909,-104.0,0.03,8.0,93,0.09,1.014,337,-55.0,-0.16,0.957
di_spread,672,2.5,low,28,-0.25,-69.0,179,-0.38,0.926,-228.0,-1.27,-441.0,68,-6.48,0.545,247,-509.0,-2.06,0.731
di_spread,2016,1.5,high,4,-0.29,-96.0,1566,-0.06,0.97,-274.0,-0.04,-19.0,651,-0.02,0.996,2217,-115.0,-0.05,0.984
di_spread,2016,1.5,high,28,0.04,18.0,667,0.01,1.002,-345.0,0.67,404.0,290,1.43,1.145,957,422.0,0.44,1.068
di_spread,2016,1.5,low,4,-1.22,-405.0,1566,-0.26,0.887,-456.0,-0.42,-189.0,651,-0.3,0.948,2217,-594.0,-0.27,0.918
di_spread,2016,1.5,low,28,-0.47,-231.0,667,-0.33,0.937,-423.0,-0.83,-497.0,290,-1.75,0.847,957,-728.0,-0.76,0.893
di_spread,2016,2.5,high,4,-0.0,-0.0,211,-0.0,0.999,-149.0,-1.14,-254.0,89,-2.86,0.651,300,-255.0,-0.85,0.805
di_spread,2016,2.5,high,28,0.21,56.0,151,0.37,1.071,-170.0,0.97,341.0,63,5.41,1.469,214,396.0,1.85,1.263
di_spread,2016,2.5,low,4,-0.46,-67.0,211,-0.32,0.89,-108.0,1.01,226.0,89,2.54,1.464,300,159.0,0.53,1.145
di_spread,2016,2.5,low,28,-0.39,-104.0,151,-0.69,0.879,-256.0,-1.03,-361.0,63,-5.73,0.666,214,-465.0,-2.17,0.761
aroon_osc,672,1.5,high,4,-0.62,-166.0,1239,-0.13,0.933,-265.0,-1.44,-487.0,471,-1.04,0.812,1710,-653.0,-0.38,0.87
aroon_osc,672,1.5,high,28,0.41,178.0,623,0.27,1.064,-474.0,-1.6,-845.0,248,-3.38,0.729,871,-667.0,-0.77,0.884
aroon_osc,672,1.5,low,4,-0.85,-230.0,1239,-0.19,0.904,-265.0,1.0,336.0,471,0.72,1.156,1710,106.0,0.06,1.023
aroon_osc,672,1.5,low,28,-0.87,-378.0,623,-0.59,0.874,-520.0,1.45,766.0,248,3.06,1.332,871,388.0,0.45,1.074
aroon_osc,2016,1.5,high,4,-1.59,-404.0,1162,-0.35,0.827,-467.0,-1.6,-551.0,460,-1.2,0.801,1622,-955.0,-0.59,0.813
aroon_osc,2016,1.5,high,28,0.47,196.0,612,0.3,1.073,-253.0,-0.67,-355.0,242,-1.43,0.869,854,-159.0,-0.19,0.969
aroon_osc,2016,1.5,low,4,0.13,32.0,1162,0.03,1.015,-217.0,1.17,404.0,460,0.88,1.176,1622,436.0,0.27,1.099
aroon_osc,2016,1.5,low,28,-0.94,-391.0,612,-0.62,0.865,-506.0,0.52,277.0,242,1.11,1.115,854,-114.0,-0.13,0.978
di_ratio,672,1.5,high,4,-0.45,-98.0,874,-0.11,0.942,-360.0,1.06,190.0,355,0.54,1.153,1229,92.0,0.08,1.032
di_ratio,672,1.5,high,28,0.7,244.0,388,0.66,1.152,-168.0,2.54,776.0,153,4.98,1.846,541,1020.0,1.89,1.393
di_ratio,672,1.5,low,4,-0.84,-182.0,874,-0.21,0.894,-310.0,-1.69,-304.0,355,-0.86,0.797,1229,-486.0,-0.4,0.849
di_ratio,672,1.5,low,28,-1.06,-368.0,388,-0.98,0.811,-481.0,-2.7,-825.0,153,-5.3,0.521,541,-1193.0,-2.21,0.679
di_ratio,672,2.5,high,4,-0.57,-87.0,404,-0.23,0.891,-282.0,-0.29,-39.0,169,-0.2,0.949,573,-126.0,-0.22,0.917
di_ratio,672,2.5,high,28,0.31,81.0,229,0.3,1.069,-168.0,2.27,485.0,87,5.7,2.032,316,566.0,1.79,1.381
di_ratio,672,2.5,low,4,-0.28,-42.0,404,-0.09,0.954,-210.0,-0.12,-16.0,169,-0.12,0.97,573,-58.0,-0.1,0.961
di_ratio,672,2.5,low,28,-0.58,-154.0,229,-0.62,0.871,-298.0,-2.4,-513.0,87,-6.02,0.473,316,-667.0,-2.11,0.683
di_ratio,2016,1.5,high,4,-0.89,-179.0,786,-0.23,0.886,-342.0,1.93,294.0,309,0.95,1.318,1095,115.0,0.1,1.046
di_ratio,2016,1.5,high,28,0.6,199.0,366,0.58,1.128,-160.0,2.32,646.0,135,4.68,1.704,501,845.0,1.69,1.33
di_ratio,2016,1.5,low,4,-0.36,-72.0,786,-0.09,0.952,-185.0,-2.57,-393.0,309,-1.27,0.692,1095,-465.0,-0.42,0.833
di_ratio,2016,1.5,low,28,-0.95,-316.0,366,-0.9,0.829,-397.0,-2.48,-689.0,135,-5.0,0.566,501,-1005.0,-2.01,0.712
di_ratio,2016,2.5,high,4,-0.49,-71.0,370,-0.2,0.902,-229.0,-0.23,-29.0,148,-0.17,0.957,518,-100.0,-0.19,0.925
di_ratio,2016,2.5,high,28,0.19,48.0,210,0.18,1.039,-197.0,1.27,262.0,79,3.46,1.543,289,311.0,1.07,1.213
di_ratio,2016,2.5,low,4,-0.32,-47.0,370,-0.12,0.943,-165.0,-0.14,-18.0,148,-0.15,0.96,518,-66.0,-0.13,0.951
di_ratio,2016,2.5,low,28,-0.45,-115.0,210,-0.5,0.898,-310.0,-1.39,-288.0,79,-3.78,0.623,289,-403.0,-1.39,0.778
bb_squeeze,672,1.5,high,4,-1.34,-341.0,975,-0.35,0.845,-467.0,1.96,609.0,423,1.44,1.333,1398,268.0,0.19,1.067
bb_squeeze,672,1.5,high,28,-0.06,-20.0,396,-0.05,0.99,-358.0,1.37,587.0,184,3.19,1.377,580,567.0,0.98,1.158
bb_squeeze,672,1.5,low,4,0.11,29.0,975,0.03,1.014,-209.0,-2.4,-744.0,423,-1.76,0.704,1398,-715.0,-0.51,0.842
bb_squeeze,672,1.5,low,28,-0.29,-107.0,396,-0.27,0.948,-287.0,-1.5,-646.0,184,-3.51,0.704,580,-753.0,-1.3,0.823
bb_squeeze,672,2.5,high,4,0.02,3.0,275,0.01,1.005,-175.0,3.41,663.0,113,5.86,2.631,388,666.0,1.72,1.627
bb_squeeze,672,2.5,high,28,-0.4,-94.0,159,-0.59,0.887,-280.0,3.04,863.0,66,13.07,4.164,225,768.0,3.41,1.694
bb_squeeze,672,2.5,low,4,-0.6,-91.0,275,-0.33,0.87,-186.0,-3.59,-699.0,113,-6.18,0.361,388,-790.0,-2.04,0.56
bb_squeeze,672,2.5,low,28,0.18,44.0,159,0.27,1.057,-162.0,-3.12,-884.0,66,-13.39,0.232,225,-840.0,-3.73,0.562
bb_squeeze,2016,1.5,high,4,-1.13,-287.0,980,-0.29,0.868,-430.0,1.41,442.0,416,1.06,1.255,1396,155.0,0.11,1.04
bb_squeeze,2016,1.5,high,28,-0.06,-23.0,394,-0.06,0.989,-326.0,1.04,429.0,172,2.49,1.264,566,406.0,0.72,1.112
bb_squeeze,2016,1.5,low,4,-0.11,-27.0,980,-0.03,0.987,-234.0,-1.84,-575.0,416,-1.38,0.744,1396,-602.0,-0.43,0.86
bb_squeeze,2016,1.5,low,28,-0.28,-103.0,394,-0.26,0.95,-263.0,-1.17,-484.0,172,-2.81,0.768,566,-587.0,-1.04,0.858
bb_squeeze,2016,2.5,high,4,-0.3,-45.0,265,-0.17,0.932,-241.0,3.07,632.0,120,5.26,2.353,385,586.0,1.52,1.515
bb_squeeze,2016,2.5,high,28,-0.41,-93.0,151,-0.62,0.883,-275.0,3.36,957.0,66,14.5,4.782,217,864.0,3.98,1.823
bb_squeeze,2016,2.5,low,4,-0.26,-39.0,265,-0.15,0.941,-195.0,-3.25,-670.0,120,-5.58,0.404,385,-710.0,-1.84,0.605
bb_squeeze,2016,2.5,low,28,0.2,45.0,151,0.3,1.062,-153.0,-3.43,-978.0,66,-14.82,0.203,217,-933.0,-4.3,0.523
vol_percentile,672,1.5,high,4,-1.6,-448.0,1279,-0.35,0.834,-515.0,0.93,294.0,526,0.56,1.123,1805,-153.0,-0.09,0.97
vol_percentile,672,1.5,high,28,-1.26,-504.0,560,-0.9,0.812,-709.0,1.58,693.0,231,3.0,1.385,791,188.0,0.24,1.042
vol_percentile,672,1.5,low,4,0.14,39.0,1279,0.03,1.016,-155.0,-1.46,-463.0,526,-0.88,0.833,1805,-424.0,-0.23,0.919
vol_percentile,672,1.5,low,28,0.81,325.0,560,0.58,1.144,-282.0,-1.75,-767.0,231,-3.32,0.697,791,-442.0,-0.56,0.908
vol_percentile,2016,1.5,high,4,-0.63,-185.0,1350,-0.14,0.93,-370.0,0.96,316.0,524,0.6,1.129,1874,131.0,0.07,1.026
vol_percentile,2016,1.5,high,28,-1.85,-779.0,598,-1.3,0.743,-904.0,1.45,653.0,248,2.63,1.318,846,-126.0,-0.15,0.975
vol_percentile,2016,1.5,low,4,-0.85,-247.0,1350,-0.18,0.908,-331.0,-1.47,-484.0,524,-0.92,0.83,1874,-731.0,-0.39,0.868
vol_percentile,2016,1.5,low,28,1.4,588.0,598,0.98,1.251,-197.0,-1.62,-732.0,248,-2.95,0.734,846,-144.0,-0.17,0.972
