key,method,N,W,T,V,H,regime,session,exit,pnl,sharpe,trades,avg
vote:N5:W288:T2:V3:H6:trend:all:trail2,vote,5,288,2.0,3,6,trend,all,trail2,146.29999999999842,0.5424831853385829,890,0.32876404494381667
vote:N5:W288:T2:V3:H6:trend:london:none,vote,5,288,2.0,3,6,trend,london,none,129.4299999999988,0.7045611353490615,508,0.5095669291338536
vote:N5:W288:T2:V3:H6:trend:london:stop1_5,vote,5,288,2.0,3,6,trend,london,stop1_5,129.4299999999988,0.7045611353490615,508,0.5095669291338536
vote:N5:W288:T2:V3:H6:trend:london:trail2,vote,5,288,2.0,3,6,trend,london,trail2,129.4299999999988,0.7045611353490615,508,0.5095669291338536
vote:N5:W288:T2:V3:H6:trend:new_york:none,vote,5,288,2.0,3,6,trend,new_york,none,137.600000000001,0.8633804500242421,438,0.6283105022831096
vote:N5:W288:T2:V3:H6:trend:new_york:stop1_5,vote,5,288,2.0,3,6,trend,new_york,stop1_5,137.600000000001,0.8633804500242421,438,0.6283105022831096
vote:N5:W288:T2:V3:H6:trend:new_york:trail2,vote,5,288,2.0,3,6,trend,new_york,trail2,137.600000000001,0.8633804500242421,438,0.6283105022831096
vote:N5:W288:T2:V3:H6:trend:overlap:none,vote,5,288,2.0,3,6,trend,overlap,none,43.2300000000029,0.32083634654947296,282,0.30659574468087164
vote:N5:W288:T2:V3:H6:trend:overlap:stop1_5,vote,5,288,2.0,3,6,trend,overlap,stop1_5,43.2300000000029,0.32083634654947296,282,0.30659574468087164
vote:N5:W288:T2:V3:H6:trend:overlap:trail2,vote,5,288,2.0,3,6,trend,overlap,trail2,43.2300000000029,0.32083634654947296,282,0.30659574468087164
vote:N5:W288:T2:V3:H6:trend_adx:all:none,vote,5,288,2.0,3,6,trend_adx,all,none,85.33999999999637,0.40310380720872035,396,0.43101010101008264
vote:N5:W288:T2:V3:H6:trend_adx:all:stop1_5,vote,5,288,2.0,3,6,trend_adx,all,stop1_5,85.33999999999637,0.40310380720872035,396,0.43101010101008264
vote:N5:W288:T2:V3:H6:trend_adx:all:trail2,vote,5,288,2.0,3,6,trend_adx,all,trail2,85.33999999999637,0.40310380720872035,396,0.43101010101008264
vote:N5:W288:T2:V3:H6:trend_adx:london:none,vote,5,288,2.0,3,6,trend_adx,london,none,120.56999999999836,0.9220536923695711,240,1.0047499999999863
vote:N5:W288:T2:V3:H6:trend_adx:london:stop1_5,vote,5,288,2.0,3,6,trend_adx,london,stop1_5,120.56999999999836,0.9220536923695711,240,1.0047499999999863
vote:N5:W288:T2:V3:H6:trend_adx:london:trail2,vote,5,288,2.0,3,6,trend_adx,london,trail2,120.56999999999836,0.9220536923695711,240,1.0047499999999863
vote:N5:W288:T2:V3:H6:trend_adx:new_york:none,vote,5,288,2.0,3,6,trend_adx,new_york,none,47.07000000000176,0.6635382875443251,156,0.603461538461561
vote:N5:W288:T2:V3:H6:trend_adx:new_york:stop1_5,vote,5,288,2.0,3,6,trend_adx,new_york,stop1_5,47.07000000000176,0.6635382875443251,156,0.603461538461561
vote:N5:W288:T2:V3:H6:trend_adx:new_york:trail2,vote,5,288,2.0,3,6,trend_adx,new_york,trail2,47.07000000000176,0.6635382875443251,156,0.603461538461561
vote:N5:W288:T2:V3:H6:trend_adx:overlap:none,vote,5,288,2.0,3,6,trend_adx,overlap,none,33.1200000000019,0.5233383169673591,116,0.5710344827586534
vote:N5:W288:T2:V3:H6:trend_adx:overlap:stop1_5,vote,5,288,2.0,3,6,trend_adx,overlap,stop1_5,33.1200000000019,0.5233383169673591,116,0.5710344827586534
vote:N5:W288:T2:V3:H6:trend_adx:overlap:trail2,vote,5,288,2.0,3,6,trend_adx,overlap,trail2,33.1200000000019,0.5233383169673591,116,0.5710344827586534
vote:N5:W288:T2:V3:H6:trend_not_choppy:all:none,vote,5,288,2.0,3,6,trend_not_choppy,all,none,171.11999999999716,0.7008237652909808,722,0.4740166204986071
vote:N5:W288:T2:V3:H6:trend_not_choppy:all:stop1_5,vote,5,288,2.0,3,6,trend_not_choppy,all,stop1_5,171.11999999999716,0.7008237652909808,722,0.4740166204986071
vote:N5:W288:T2:V3:H6:trend_not_choppy:all:trail2,vote,5,288,2.0,3,6,trend_not_choppy,all,trail2,171.11999999999716,0.7008237652909808,722,0.4740166204986071
vote:N5:W288:T2:V3:H6:trend_not_choppy:london:none,vote,5,288,2.0,3,6,trend_not_choppy,london,none,91.75999999999732,0.5324239288220994,396,0.4634343434343299
vote:N5:W288:T2:V3:H6:trend_not_choppy:london:stop1_5,vote,5,288,2.0,3,6,trend_not_choppy,london,stop1_5,91.75999999999732,0.5324239288220994,396,0.4634343434343299
vote:N5:W288:T2:V3:H6:trend_not_choppy:london:trail2,vote,5,288,2.0,3,6,trend_not_choppy,london,trail2,91.75999999999732,0.5324239288220994,396,0.4634343434343299
vote:N5:W288:T2:V3:H6:trend_not_choppy:new_york:none,vote,5,288,2.0,3,6,trend_not_choppy,new_york,none,94.14999999999891,0.648889559308777,316,0.5958860759493602
vote:N5:W288:T2:V3:H6:trend_not_choppy:new_york:stop1_5,vote,5,288,2.0,3,6,trend_not_choppy,new_york,stop1_5,94.14999999999891,0.648889559308777,316,0.5958860759493602
vote:N5:W288:T2:V3:H6:trend_not_choppy:new_york:trail2,vote,5,288,2.0,3,6,trend_not_choppy,new_york,trail2,94.14999999999891,0.648889559308777,316,0.5958860759493602
vote:N5:W288:T2:V3:H6:trend_not_choppy:overlap:none,vote,5,288,2.0,3,6,trend_not_choppy,overlap,none,11.020000000000248,0.09073346212210454,190,0.11600000000000261
vote:N5:W288:T2:V3:H6:trend_not_choppy:overlap:stop1_5,vote,5,288,2.0,3,6,trend_not_choppy,overlap,stop1_5,11.020000000000248,0.09073346212210454,190,0.11600000000000261
vote:N5:W288:T2:V3:H6:trend_not_choppy:overlap:trail2,vote,5,288,2.0,3,6,trend_not_choppy,overlap,trail2,11.020000000000248,0.09073346212210454,190,0.11600000000000261
vote:N5:W288:T2:V3:H12:none:all:none,vote,5,288,2.0,3,12,none,all,none,-653.8700000000166,-0.8596170587511095,2977,-0.4392811555257082
vote:N5:W288:T2:V3:H12:none:all:stop1_5,vote,5,288,2.0,3,12,none,all,stop1_5,-653.8700000000166,-0.8596170587511095,2977,-0.4392811555257082
vote:N5:W288:T2:V3:H12:none:all:trail2,vote,5,288,2.0,3,12,none,all,trail2,-653.8700000000166,-0.8596170587511095,2977,-0.4392811555257082
vote:N5:W288:T2:V3:H12:none:london:none,vote,5,288,2.0,3,12,none,london,none,-396.8900000000136,-0.6585670997839184,1801,-0.44074403109385185
vote:N5:W288:T2:V3:H12:none:london:stop1_5,vote,5,288,2.0,3,12,none,london,stop1_5,-396.8900000000136,-0.6585670997839184,1801,-0.44074403109385185
vote:N5:W288:T2:V3:H12:none:london:trail2,vote,5,288,2.0,3,12,none,london,trail2,-396.8900000000136,-0.6585670997839184,1801,-0.44074403109385185
vote:N5:W288:T2:V3:H12:none:new_york:none,vote,5,288,2.0,3,12,none,new_york,none,-361.14000000000925,-0.651354995575274,1424,-0.5072191011236085
vote:N5:W288:T2:V3:H12:none:new_york:stop1_5,vote,5,288,2.0,3,12,none,new_york,stop1_5,-361.14000000000925,-0.651354995575274,1424,-0.5072191011236085
vote:N5:W288:T2:V3:H12:none:new_york:trail2,vote,5,288,2.0,3,12,none,new_york,trail2,-361.14000000000925,-0.651354995575274,1424,-0.5072191011236085
vote:N5:W288:T2:V3:H12:none:overlap:none,vote,5,288,2.0,3,12,none,overlap,none,-315.9200000000043,-0.6260364943160814,1052,-0.6006083650190196
vote:N5:W288:T2:V3:H12:none:overlap:stop1_5,vote,5,288,2.0,3,12,none,overlap,stop1_5,-315.9200000000043,-0.6260364943160814,1052,-0.6006083650190196
vote:N5:W288:T2:V3:H12:none:overlap:trail2,vote,5,288,2.0,3,12,none,overlap,trail2,-315.9200000000043,-0.6260364943160814,1052,-0.6006083650190196
vote:N5:W288:T2:V3:H12:trend:all:none,vote,5,288,2.0,3,12,trend,all,none,16.579999999996858,0.0463673026675017,874,0.03794050343248709
vote:N5:W288:T2:V3:H12:trend:all:stop1_5,vote,5,288,2.0,3,12,trend,all,stop1_5,16.579999999996858,0.0463673026675017,874,0.03794050343248709
vote:N5:W288:T2:V3:H12:trend:all:trail2,vote,5,288,2.0,3,12,trend,all,trail2,16.579999999996858,0.0463673026675017,874,0.03794050343248709
vote:N5:W288:T2:V3:H12:trend:london:none,vote,5,288,2.0,3,12,trend,london,none,-35.500000000002586,-0.13907062790301947,492,-0.14430894308944142
vote:N5:W288:T2:V3:H12:trend:london:stop1_5,vote,5,288,2.0,3,12,trend,london,stop1_5,-35.500000000002586,-0.13907062790301947,492,-0.14430894308944142
vote:N5:W288:T2:V3:H12:trend:london:trail2,vote,5,288,2.0,3,12,trend,london,trail2,-35.500000000002586,-0.13907062790301947,492,-0.14430894308944142
vote:N5:W288:T2:V3:H12:trend:new_york:none,vote,5,288,2.0,3,12,trend,new_york,none,-18.360000000002398,-0.08161020194795253,416,-0.0882692307692423
vote:N5:W288:T2:V3:H12:trend:new_york:stop1_5,vote,5,288,2.0,3,12,trend,new_york,stop1_5,-18.360000000002398,-0.08161020194795253,416,-0.0882692307692423
vote:N5:W288:T2:V3:H12:trend:new_york:trail2,vote,5,288,2.0,3,12,trend,new_york,trail2,-18.360000000002398,-0.08161020194795253,416,-0.0882692307692423
vote:N5:W288:T2:V3:H12:trend:overlap:none,vote,5,288,2.0,3,12,trend,overlap,none,-79.73999999999823,-0.4188876070836676,270,-0.5906666666666536
vote:N5:W288:T2:V3:H12:trend:overlap:stop1_5,vote,5,288,2.0,3,12,trend,overlap,stop1_5,-79.73999999999823,-0.4188876070836676,270,-0.5906666666666536
vote:N5:W288:T2:V3:H12:trend:overlap:trail2,vote,5,288,2.0,3,12,trend,overlap,trail2,-79.73999999999823,-0.4188876070836676,270,-0.5906666666666536
vote:N5:W288:T2:V3:H12:trend_adx:all:none,vote,5,288,2.0,3,12,trend_adx,all,none,23.339999999997662,0.08671186306181711,394,0.11847715736039423
vote:N5:W288:T2:V3:H12:trend_adx:all:stop1_5,vote,5,288,2.0,3,12,trend_adx,all,stop1_5,23.339999999997662,0.08671186306181711,394,0.11847715736039423
vote:N5:W288:T2:V3:H12:trend_adx:all:trail2,vote,5,288,2.0,3,12,trend_adx,all,trail2,23.339999999997662,0.08671186306181711,394,0.11847715736039423
vote:N5:W288:T2:V3:H12:trend_adx:london:none,vote,5,288,2.0,3,12,trend_adx,london,none,78.17999999999827,0.42850808663424866,234,0.6682051282051135
vote:N5:W288:T2:V3:H12:trend_adx:london:stop1_5,vote,5,288,2.0,3,12,trend_adx,london,stop1_5,78.17999999999827,0.42850808663424866,234,0.6682051282051135
vote:N5:W288:T2:V3:H12:trend_adx:london:trail2,vote,5,288,2.0,3,12,trend_adx,london,trail2,78.17999999999827,0.42850808663424866,234,0.6682051282051135
vote:N5:W288:T2:V3:H12:trend_adx:new_york:none,vote,5,288,2.0,3,12,trend_adx,new_york,none,47.74000000000008,0.45698339115829156,152,0.6281578947368431
vote:N5:W288:T2:V3:H12:trend_adx:new_york:stop1_5,vote,5,288,2.0,3,12,trend_adx,new_york,stop1_5,47.74000000000008,0.45698339115829156,152,0.6281578947368431
vote:N5:W288:T2:V3:H12:trend_adx:new_york:trail2,vote,5,288,2.0,3,12,trend_adx,new_york,trail2,47.74000000000008,0.45698339115829156,152,0.6281578947368431
vote:N5:W288:T2:V3:H12:trend_adx:overlap:none,vote,5,288,2.0,3,12,trend_adx,overlap,none,61.17000000000087,0.6412136506283974,114,1.0731578947368574
vote:N5:W288:T2:V3:H12:trend_adx:overlap:stop1_5,vote,5,288,2.0,3,12,trend_adx,overlap,stop1_5,61.17000000000087,0.6412136506283974,114,1.0731578947368574
vote:N5:W288:T2:V3:H12:trend_adx:overlap:trail2,vote,5,288,2.0,3,12,trend_adx,overlap,trail2,61.17000000000087,0.6412136506283974,114,1.0731578947368574
vote:N5:W288:T2:V3:H12:trend_not_choppy:all:none,vote,5,288,2.0,3,12,trend_not_choppy,all,none,57.44999999999446,0.17671564565078854,718,0.1600278551531879
vote:N5:W288:T2:V3:H12:trend_not_choppy:all:stop1_5,vote,5,288,2.0,3,12,trend_not_choppy,all,stop1_5,57.44999999999446,0.17671564565078854,718,0.1600278551531879
vote:N5:W288:T2:V3:H12:trend_not_choppy:all:trail2,vote,5,288,2.0,3,12,trend_not_choppy,all,trail2,57.44999999999446,0.17671564565078854,718,0.1600278551531879
vote:N5:W288:T2:V3:H12:trend_not_choppy:london:none,vote,5,288,2.0,3,12,trend_not_choppy,london,none,-12.720000000004866,-0.05310007787808601,392,-0.0648979591836983
vote:N5:W288:T2:V3:H12:trend_not_choppy:london:stop1_5,vote,5,288,2.0,3,12,trend_not_choppy,london,stop1_5,-12.720000000004866,-0.05310007787808601,392,-0.0648979591836983
vote:N5:W288:T2:V3:H12:trend_not_choppy:london:trail2,vote,5,288,2.0,3,12,trend_not_choppy,london,trail2,-12.720000000004866,-0.05310007787808601,392,-0.0648979591836983
vote:N5:W288:T2:V3:H12:trend_not_choppy:new_york:none,vote,5,288,2.0,3,12,trend_not_choppy,new_york,none,-80.72000000000438,-0.3921861607699025,304,-0.5310526315789762
vote:N5:W288:T2:V3:H12:trend_not_choppy:new_york:stop1_5,vote,5,288,2.0,3,12,trend_not_choppy,new_york,stop1_5,-80.72000000000438,-0.3921861607699025,304,-0.5310526315789762
vote:N5:W288:T2:V3:H12:trend_not_choppy:new_york:trail2,vote,5,288,2.0,3,12,trend_not_choppy,new_york,trail2,-80.72000000000438,-0.3921861607699025,304,-0.5310526315789762
vote:N5:W288:T2:V3:H12:trend_not_choppy:overlap:none,vote,5,288,2.0,3,12,trend_not_choppy,overlap,none,-90.92000000000083,-0.5287291396904235,186,-0.9776344086021594
vote:N5:W288:T2:V3:H12:trend_not_choppy:overlap:stop1_5,vote,5,288,2.0,3,12,trend_not_choppy,overlap,stop1_5,-90.92000000000083,-0.5287291396904235,186,-0.9776344086021594
vote:N5:W288:T2:V3:H12:trend_not_choppy:overlap:trail2,vote,5,288,2.0,3,12,trend_not_choppy,overlap,trail2,-90.92000000000083,-0.5287291396904235,186,-0.9776344086021594
vote:N5:W288:T2:V3:H24:none:all:none,vote,5,288,2.0,3,24,none,all,none,-229.82000000000215,-0.2314579251098425,2885,-0.1593206239168126
vote:N5:W288:T2:V3:H24:none:all:stop1_5,vote,5,288,2.0,3,24,none,all,stop1_5,-229.82000000000215,-0.2314579251098425,2885,-0.1593206239168126
vote:N5:W288:T2:V3:H24:none:all:trail2,vote,5,288,2.0,3,24,none,all,trail2,-229.82000000000215,-0.2314579251098425,2885,-0.1593206239168126
vote:N5:W288:T2:V3:H24:none:london:none,vote,5,288,2.0,3,24,none,london,none,-305.69000000000665,-0.4000084025903361,1640,-0.37279268292683737
vote:N5:W288:T2:V3:H24:none:london:stop1_5,vote,5,288,2.0,3,24,none,london,stop1_5,-305.69000000000665,-0.4000084025903361,1640,-0.37279268292683737
vote:N5:W288:T2:V3:H24:none:london:trail2,vote,5,288,2.0,3,24,none,london,trail2,-305.69000000000665,-0.4000084025903361,1640,-0.37279268292683737
vote:N5:W288:T2:V3:H24:none:new_york:none,vote,5,288,2.0,3,24,none,new_york,none,252.80999999999935,0.366514012032033,1326,0.38131221719456915
vote:N5:W288:T2:V3:H24:none:new_york:stop1_5,vote,5,288,2.0,3,24,none,new_york,stop1_5,252.80999999999935,0.366514012032033,1326,0.38131221719456915
vote:N5:W288:T2:V3:H24:none:new_york:trail2,vote,5,288,2.0,3,24,none,new_york,trail2,252.80999999999935,0.366514012032033,1326,0.38131221719456915
vote:N5:W288:T2:V3:H24:none:overlap:none,vote,5,288,2.0,3,24,none,overlap,none,17.98999999999927,0.028491852538271967,970,0.03709278350515313
vote:N5:W288:T2:V3:H24:none:overlap:stop1_5,vote,5,288,2.0,3,24,none,overlap,stop1_5,17.98999999999927,0.028491852538271967,970,0.03709278350515313
vote:N5:W288:T2:V3:H24:none:overlap:trail2,vote,5,288,2.0,3,24,none,overlap,trail2,17.98999999999927,0.028491852538271967,970,0.03709278350515313
vote:N5:W288:T2:V3:H24:trend:all:none,vote,5,288,2.0,3,24,trend,all,none,374.2900000000011,0.7889191803131868,896,0.8354687500000024
vote:N5:W288:T2:V3:H24:trend:all:stop1_5,vote,5,288,2.0,3,24,trend,all,stop1_5,374.2900000000011,0.7889191803131868,896,0.8354687500000024
vote:N5:W288:T2:V3:H24:trend:all:trail2,vote,5,288,2.0,3,24,trend,all,trail2,374.2900000000011,0.7889191803131868,896,0.8354687500000024
vote:N5:W288:T2:V3:H24:trend:london:none,vote,5,288,2.0,3,24,trend,london,none,-114.57000000000139,-0.3222095552508395,478,-0.47937238493724427
vote:N5:W288:T2:V3:H24:trend:london:stop1_5,vote,5,288,2.0,3,24,trend,london,stop1_5,-114.57000000000139,-0.3222095552508395,478,-0.47937238493724427
vote:N5:W288:T2:V3:H24:trend:london:trail2,vote,5,288,2.0,3,24,trend,london,trail2,-114.57000000000139,-0.3222095552508395,478,-0.47937238493724427
vote:N5:W288:T2:V3:H24:trend:new_york:none,vote,5,288,2.0,3,24,trend,new_york,none,210.85000000000326,0.6566208065770721,408,1.033578431372565
vote:N5:W288:T2:V3:H24:trend:new_york:stop1_5,vote,5,288,2.0,3,24,trend,new_york,stop1_5,210.85000000000326,0.6566208065770721,408,1.033578431372565
vote:N5:W288:T2:V3:H24:trend:new_york:trail2,vote,5,288,2.0,3,24,trend,new_york,trail2,210.85000000000326,0.6566208065770721,408,1.033578431372565
vote:N5:W288:T2:V3:H24:trend:overlap:none,vote,5,288,2.0,3,24,trend,overlap,none,-32.04999999999629,-0.11621479309789566,266,-0.24097744360899465
vote:N5:W288:T2:V3:H24:trend:overlap:stop1_5,vote,5,288,2.0,3,24,trend,overlap,stop1_5,-32.04999999999629,-0.11621479309789566,266,-0.24097744360899465
vote:N5:W288:T2:V3:H24:trend:overlap:trail2,vote,5,288,2.0,3,24,trend,overlap,trail2,-32.04999999999629,-0.11621479309789566,266,-0.24097744360899465
vote:N5:W288:T2:V3:H24:trend_adx:all:none,vote,5,288,2.0,3,24,trend_adx,all,none,250.1899999999983,0.7347407621196235,406,1.2324630541871837
vote:N5:W288:T2:V3:H24:trend_adx:all:stop1_5,vote,5,288,2.0,3,24,trend_adx,all,stop1_5,250.1899999999983,0.7347407621196235,406,1.2324630541871837
vote:N5:W288:T2:V3:H24:trend_adx:all:trail2,vote,5,288,2.0,3,24,trend_adx,all,trail2,250.1899999999983,0.7347407621196235,406,1.2324630541871837
vote:N5:W288:T2:V3:H24:trend_adx:london:none,vote,5,288,2.0,3,24,trend_adx,london,none,69.00999999999944,0.28068217738312895,230,0.6000869565217343
vote:N5:W288:T2:V3:H24:trend_adx:london:stop1_5,vote,5,288,2.0,3,24,trend_adx,london,stop1_5,69.00999999999944,0.28068217738312895,230,0.6000869565217343
vote:N5:W288:T2:V3:H24:trend_adx:london:trail2,vote,5,288,2.0,3,24,trend_adx,london,trail2,69.00999999999944,0.28068217738312895,230,0.6000869565217343
vote:N5:W288:T2:V3:H24:trend_adx:new_york:none,vote,5,288,2.0,3,24,trend_adx,new_york,none,105.59000000000106,0.7002645770744024,150,1.4078666666666808
vote:N5:W288:T2:V3:H24:trend_adx:new_york:stop1_5,vote,5,288,2.0,3,24,trend_adx,new_york,stop1_5,105.59000000000106,0.7002645770744024,150,1.4078666666666808
vote:N5:W288:T2:V3:H24:trend_adx:new_york:trail2,vote,5,288,2.0,3,24,trend_adx,new_york,trail2,105.59000000000106,0.7002645770744024,150,1.4078666666666808
vote:N5:W288:T2:V3:H24:trend_adx:overlap:none,vote,5,288,2.0,3,24,trend_adx,overlap,none,111.5700000000019,0.7944940680302454,114,1.957368421052665
vote:N5:W288:T2:V3:H24:trend_adx:overlap:stop1_5,vote,5,288,2.0,3,24,trend_adx,overlap,stop1_5,111.5700000000019,0.7944940680302454,114,1.957368421052665
vote:N5:W288:T2:V3:H24:trend_adx:overlap:trail2,vote,5,288,2.0,3,24,trend_adx,overlap,trail2,111.5700000000019,0.7944940680302454,114,1.957368421052665
vote:N5:W288:T2:V3:H24:trend_not_choppy:all:none,vote,5,288,2.0,3,24,trend_not_choppy,all,none,350.81999999999846,0.8058250048222843,746,0.9405361930294864
vote:N5:W288:T2:V3:H24:trend_not_choppy:all:stop1_5,vote,5,288,2.0,3,24,trend_not_choppy,all,stop1_5,350.81999999999846,0.8058250048222843,746,0.9405361930294864
vote:N5:W288:T2:V3:H24:trend_not_choppy:all:trail2,vote,5,288,2.0,3,24,trend_not_choppy,all,trail2,350.81999999999846,0.8058250048222843,746,0.9405361930294864
vote:N5:W288:T2:V3:H24:trend_not_choppy:london:none,vote,5,288,2.0,3,24,trend_not_choppy,london,none,-133.03000000000299,-0.3952775046707592,386,-0.6892746113989792
vote:N5:W288:T2:V3:H24:trend_not_choppy:london:stop1_5,vote,5,288,2.0,3,24,trend_not_choppy,london,stop1_5,-133.03000000000299,-0.3952775046707592,386,-0.6892746113989792
vote:N5:W288:T2:V3:H24:trend_not_choppy:london:trail2,vote,5,288,2.0,3,24,trend_not_choppy,london,trail2,-133.03000000000299,-0.3952775046707592,386,-0.6892746113989792
vote:N5:W288:T2:V3:H24:trend_not_choppy:new_york:none,vote,5,288,2.0,3,24,trend_not_choppy,new_york,none,153.51000000000002,0.5146108366334844,300,1.0234
vote:N5:W288:T2:V3:H24:trend_not_choppy:new_york:stop1_5,vote,5,288,2.0,3,24,trend_not_choppy,new_york,stop1_5,153.51000000000002,0.5146108366334844,300,1.0234
vote:N5:W288:T2:V3:H24:trend_not_choppy:new_york:trail2,vote,5,288,2.0,3,24,trend_not_choppy,new_york,trail2,153.51000000000002,0.5146108366334844,300,1.0234
vote:N5:W288:T2:V3:H24:trend_not_choppy:overlap:none,vote,5,288,2.0,3,24,trend_not_choppy,overlap,none,-56.209999999998985,-0.22220625978858902,186,-0.6044086021505267
vote:N5:W288:T2:V3:H24:trend_not_choppy:overlap:stop1_5,vote,5,288,2.0,3,24,trend_not_choppy,overlap,stop1_5,-56.209999999998985,-0.22220625978858902,186,-0.6044086021505267
vote:N5:W288:T2:V3:H24:trend_not_choppy:overlap:trail2,vote,5,288,2.0,3,24,trend_not_choppy,overlap,trail2,-56.209999999998985,-0.22220625978858902,186,-0.6044086021505267
vote:N5:W288:T2:V4:H6:none:all:none,vote,5,288,2.0,4,6,none,all,none,1.6099999999999817,0.8581262653712955,2,1.6099999999999817
vote:N5:W288:T2:V4:H6:none:all:stop1_5,vote,5,288,2.0,4,6,none,all,stop1_5,1.6099999999999817,0.8581262653712955,2,1.6099999999999817
vote:N5:W288:T2:V4:H6:none:all:trail2,vote,5,288,2.0,4,6,none,all,trail2,1.6099999999999817,0.8581262653712955,2,1.6099999999999817
vote:N5:W288:T2:V4:H6:none:london:none,vote,5,288,2.0,4,6,none,london,none,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:none:london:stop1_5,vote,5,288,2.0,4,6,none,london,stop1_5,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:none:london:trail2,vote,5,288,2.0,4,6,none,london,trail2,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:none:new_york:none,vote,5,288,2.0,4,6,none,new_york,none,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:none:new_york:stop1_5,vote,5,288,2.0,4,6,none,new_york,stop1_5,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:none:new_york:trail2,vote,5,288,2.0,4,6,none,new_york,trail2,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:none:overlap:none,vote,5,288,2.0,4,6,none,overlap,none,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:none:overlap:stop1_5,vote,5,288,2.0,4,6,none,overlap,stop1_5,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:none:overlap:trail2,vote,5,288,2.0,4,6,none,overlap,trail2,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend:all:none,vote,5,288,2.0,4,6,trend,all,none,1.6099999999999817,0.8581262653712955,2,1.6099999999999817
vote:N5:W288:T2:V4:H6:trend:all:stop1_5,vote,5,288,2.0,4,6,trend,all,stop1_5,1.6099999999999817,0.8581262653712955,2,1.6099999999999817
vote:N5:W288:T2:V4:H6:trend:all:trail2,vote,5,288,2.0,4,6,trend,all,trail2,1.6099999999999817,0.8581262653712955,2,1.6099999999999817
vote:N5:W288:T2:V4:H6:trend:london:none,vote,5,288,2.0,4,6,trend,london,none,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend:london:stop1_5,vote,5,288,2.0,4,6,trend,london,stop1_5,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend:london:trail2,vote,5,288,2.0,4,6,trend,london,trail2,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend:new_york:none,vote,5,288,2.0,4,6,trend,new_york,none,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend:new_york:stop1_5,vote,5,288,2.0,4,6,trend,new_york,stop1_5,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend:new_york:trail2,vote,5,288,2.0,4,6,trend,new_york,trail2,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend:overlap:none,vote,5,288,2.0,4,6,trend,overlap,none,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend:overlap:stop1_5,vote,5,288,2.0,4,6,trend,overlap,stop1_5,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend:overlap:trail2,vote,5,288,2.0,4,6,trend,overlap,trail2,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend_adx:all:none,vote,5,288,2.0,4,6,trend_adx,all,none,1.6099999999999817,0.8581262653712955,2,1.6099999999999817
vote:N5:W288:T2:V4:H6:trend_adx:all:stop1_5,vote,5,288,2.0,4,6,trend_adx,all,stop1_5,1.6099999999999817,0.8581262653712955,2,1.6099999999999817
vote:N5:W288:T2:V4:H6:trend_adx:all:trail2,vote,5,288,2.0,4,6,trend_adx,all,trail2,1.6099999999999817,0.8581262653712955,2,1.6099999999999817
vote:N5:W288:T2:V4:H6:trend_adx:london:none,vote,5,288,2.0,4,6,trend_adx,london,none,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend_adx:london:stop1_5,vote,5,288,2.0,4,6,trend_adx,london,stop1_5,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend_adx:london:trail2,vote,5,288,2.0,4,6,trend_adx,london,trail2,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend_adx:new_york:none,vote,5,288,2.0,4,6,trend_adx,new_york,none,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend_adx:new_york:stop1_5,vote,5,288,2.0,4,6,trend_adx,new_york,stop1_5,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend_adx:new_york:trail2,vote,5,288,2.0,4,6,trend_adx,new_york,trail2,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend_adx:overlap:none,vote,5,288,2.0,4,6,trend_adx,overlap,none,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend_adx:overlap:stop1_5,vote,5,288,2.0,4,6,trend_adx,overlap,stop1_5,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend_adx:overlap:trail2,vote,5,288,2.0,4,6,trend_adx,overlap,trail2,0.0,0.0,0,0.0
vote:N5:W288:T2:V4:H6:trend_not_choppy:all:none,vote,5,288,2.0,4,6,trend_not_choppy,all,none,0.0,0.0,0,0.0
