key,method,N,W,T,V,H,regime,session,exit,pnl,sharpe,trades,avg
rank_avg:N5:W576:T2:V2:H6:none:new_york:none,rank_avg,5,576,2.0,2,6,none,new_york,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:none:new_york:stop1_5,rank_avg,5,576,2.0,2,6,none,new_york,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:none:new_york:trail2,rank_avg,5,576,2.0,2,6,none,new_york,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:none:overlap:none,rank_avg,5,576,2.0,2,6,none,overlap,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:none:overlap:stop1_5,rank_avg,5,576,2.0,2,6,none,overlap,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:none:overlap:trail2,rank_avg,5,576,2.0,2,6,none,overlap,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend:all:none,rank_avg,5,576,2.0,2,6,trend,all,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend:all:stop1_5,rank_avg,5,576,2.0,2,6,trend,all,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend:all:trail2,rank_avg,5,576,2.0,2,6,trend,all,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend:london:none,rank_avg,5,576,2.0,2,6,trend,london,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend:london:stop1_5,rank_avg,5,576,2.0,2,6,trend,london,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend:london:trail2,rank_avg,5,576,2.0,2,6,trend,london,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend:new_york:none,rank_avg,5,576,2.0,2,6,trend,new_york,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend:new_york:stop1_5,rank_avg,5,576,2.0,2,6,trend,new_york,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend:new_york:trail2,rank_avg,5,576,2.0,2,6,trend,new_york,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend:overlap:none,rank_avg,5,576,2.0,2,6,trend,overlap,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend:overlap:stop1_5,rank_avg,5,576,2.0,2,6,trend,overlap,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend:overlap:trail2,rank_avg,5,576,2.0,2,6,trend,overlap,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_adx:all:none,rank_avg,5,576,2.0,2,6,trend_adx,all,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_adx:all:stop1_5,rank_avg,5,576,2.0,2,6,trend_adx,all,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_adx:all:trail2,rank_avg,5,576,2.0,2,6,trend_adx,all,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_adx:london:none,rank_avg,5,576,2.0,2,6,trend_adx,london,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_adx:london:stop1_5,rank_avg,5,576,2.0,2,6,trend_adx,london,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_adx:london:trail2,rank_avg,5,576,2.0,2,6,trend_adx,london,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_adx:new_york:none,rank_avg,5,576,2.0,2,6,trend_adx,new_york,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_adx:new_york:stop1_5,rank_avg,5,576,2.0,2,6,trend_adx,new_york,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_adx:new_york:trail2,rank_avg,5,576,2.0,2,6,trend_adx,new_york,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_adx:overlap:none,rank_avg,5,576,2.0,2,6,trend_adx,overlap,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_adx:overlap:stop1_5,rank_avg,5,576,2.0,2,6,trend_adx,overlap,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_adx:overlap:trail2,rank_avg,5,576,2.0,2,6,trend_adx,overlap,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_not_choppy:all:none,rank_avg,5,576,2.0,2,6,trend_not_choppy,all,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_not_choppy:all:stop1_5,rank_avg,5,576,2.0,2,6,trend_not_choppy,all,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_not_choppy:all:trail2,rank_avg,5,576,2.0,2,6,trend_not_choppy,all,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_not_choppy:london:none,rank_avg,5,576,2.0,2,6,trend_not_choppy,london,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_not_choppy:london:stop1_5,rank_avg,5,576,2.0,2,6,trend_not_choppy,london,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_not_choppy:london:trail2,rank_avg,5,576,2.0,2,6,trend_not_choppy,london,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_not_choppy:new_york:none,rank_avg,5,576,2.0,2,6,trend_not_choppy,new_york,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_not_choppy:new_york:stop1_5,rank_avg,5,576,2.0,2,6,trend_not_choppy,new_york,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_not_choppy:new_york:trail2,rank_avg,5,576,2.0,2,6,trend_not_choppy,new_york,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_not_choppy:overlap:none,rank_avg,5,576,2.0,2,6,trend_not_choppy,overlap,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_not_choppy:overlap:stop1_5,rank_avg,5,576,2.0,2,6,trend_not_choppy,overlap,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H6:trend_not_choppy:overlap:trail2,rank_avg,5,576,2.0,2,6,trend_not_choppy,overlap,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:none:all:none,rank_avg,5,576,2.0,2,12,none,all,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:none:all:stop1_5,rank_avg,5,576,2.0,2,12,none,all,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:none:all:trail2,rank_avg,5,576,2.0,2,12,none,all,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:none:london:none,rank_avg,5,576,2.0,2,12,none,london,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:none:london:stop1_5,rank_avg,5,576,2.0,2,12,none,london,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:none:london:trail2,rank_avg,5,576,2.0,2,12,none,london,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:none:new_york:none,rank_avg,5,576,2.0,2,12,none,new_york,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:none:new_york:stop1_5,rank_avg,5,576,2.0,2,12,none,new_york,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:none:new_york:trail2,rank_avg,5,576,2.0,2,12,none,new_york,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:none:overlap:none,rank_avg,5,576,2.0,2,12,none,overlap,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:none:overlap:stop1_5,rank_avg,5,576,2.0,2,12,none,overlap,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:none:overlap:trail2,rank_avg,5,576,2.0,2,12,none,overlap,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend:all:none,rank_avg,5,576,2.0,2,12,trend,all,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend:all:stop1_5,rank_avg,5,576,2.0,2,12,trend,all,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend:all:trail2,rank_avg,5,576,2.0,2,12,trend,all,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend:london:none,rank_avg,5,576,2.0,2,12,trend,london,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend:london:stop1_5,rank_avg,5,576,2.0,2,12,trend,london,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend:london:trail2,rank_avg,5,576,2.0,2,12,trend,london,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend:new_york:none,rank_avg,5,576,2.0,2,12,trend,new_york,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend:new_york:stop1_5,rank_avg,5,576,2.0,2,12,trend,new_york,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend:new_york:trail2,rank_avg,5,576,2.0,2,12,trend,new_york,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend:overlap:none,rank_avg,5,576,2.0,2,12,trend,overlap,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend:overlap:stop1_5,rank_avg,5,576,2.0,2,12,trend,overlap,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend:overlap:trail2,rank_avg,5,576,2.0,2,12,trend,overlap,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_adx:all:none,rank_avg,5,576,2.0,2,12,trend_adx,all,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_adx:all:stop1_5,rank_avg,5,576,2.0,2,12,trend_adx,all,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_adx:all:trail2,rank_avg,5,576,2.0,2,12,trend_adx,all,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_adx:london:none,rank_avg,5,576,2.0,2,12,trend_adx,london,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_adx:london:stop1_5,rank_avg,5,576,2.0,2,12,trend_adx,london,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_adx:london:trail2,rank_avg,5,576,2.0,2,12,trend_adx,london,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_adx:new_york:none,rank_avg,5,576,2.0,2,12,trend_adx,new_york,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_adx:new_york:stop1_5,rank_avg,5,576,2.0,2,12,trend_adx,new_york,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_adx:new_york:trail2,rank_avg,5,576,2.0,2,12,trend_adx,new_york,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_adx:overlap:none,rank_avg,5,576,2.0,2,12,trend_adx,overlap,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_adx:overlap:stop1_5,rank_avg,5,576,2.0,2,12,trend_adx,overlap,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_adx:overlap:trail2,rank_avg,5,576,2.0,2,12,trend_adx,overlap,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_not_choppy:all:none,rank_avg,5,576,2.0,2,12,trend_not_choppy,all,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_not_choppy:all:stop1_5,rank_avg,5,576,2.0,2,12,trend_not_choppy,all,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_not_choppy:all:trail2,rank_avg,5,576,2.0,2,12,trend_not_choppy,all,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_not_choppy:london:none,rank_avg,5,576,2.0,2,12,trend_not_choppy,london,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_not_choppy:london:stop1_5,rank_avg,5,576,2.0,2,12,trend_not_choppy,london,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_not_choppy:london:trail2,rank_avg,5,576,2.0,2,12,trend_not_choppy,london,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_not_choppy:new_york:none,rank_avg,5,576,2.0,2,12,trend_not_choppy,new_york,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_not_choppy:new_york:stop1_5,rank_avg,5,576,2.0,2,12,trend_not_choppy,new_york,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_not_choppy:new_york:trail2,rank_avg,5,576,2.0,2,12,trend_not_choppy,new_york,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_not_choppy:overlap:none,rank_avg,5,576,2.0,2,12,trend_not_choppy,overlap,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_not_choppy:overlap:stop1_5,rank_avg,5,576,2.0,2,12,trend_not_choppy,overlap,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H12:trend_not_choppy:overlap:trail2,rank_avg,5,576,2.0,2,12,trend_not_choppy,overlap,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:none:all:none,rank_avg,5,576,2.0,2,24,none,all,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:none:all:stop1_5,rank_avg,5,576,2.0,2,24,none,all,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:none:all:trail2,rank_avg,5,576,2.0,2,24,none,all,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:none:london:none,rank_avg,5,576,2.0,2,24,none,london,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:none:london:stop1_5,rank_avg,5,576,2.0,2,24,none,london,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:none:london:trail2,rank_avg,5,576,2.0,2,24,none,london,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:none:new_york:none,rank_avg,5,576,2.0,2,24,none,new_york,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:none:new_york:stop1_5,rank_avg,5,576,2.0,2,24,none,new_york,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:none:new_york:trail2,rank_avg,5,576,2.0,2,24,none,new_york,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:none:overlap:none,rank_avg,5,576,2.0,2,24,none,overlap,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:none:overlap:stop1_5,rank_avg,5,576,2.0,2,24,none,overlap,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:none:overlap:trail2,rank_avg,5,576,2.0,2,24,none,overlap,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend:all:none,rank_avg,5,576,2.0,2,24,trend,all,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend:all:stop1_5,rank_avg,5,576,2.0,2,24,trend,all,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend:all:trail2,rank_avg,5,576,2.0,2,24,trend,all,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend:london:none,rank_avg,5,576,2.0,2,24,trend,london,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend:london:stop1_5,rank_avg,5,576,2.0,2,24,trend,london,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend:london:trail2,rank_avg,5,576,2.0,2,24,trend,london,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend:new_york:none,rank_avg,5,576,2.0,2,24,trend,new_york,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend:new_york:stop1_5,rank_avg,5,576,2.0,2,24,trend,new_york,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend:new_york:trail2,rank_avg,5,576,2.0,2,24,trend,new_york,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend:overlap:none,rank_avg,5,576,2.0,2,24,trend,overlap,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend:overlap:stop1_5,rank_avg,5,576,2.0,2,24,trend,overlap,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend:overlap:trail2,rank_avg,5,576,2.0,2,24,trend,overlap,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_adx:all:none,rank_avg,5,576,2.0,2,24,trend_adx,all,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_adx:all:stop1_5,rank_avg,5,576,2.0,2,24,trend_adx,all,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_adx:all:trail2,rank_avg,5,576,2.0,2,24,trend_adx,all,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_adx:london:none,rank_avg,5,576,2.0,2,24,trend_adx,london,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_adx:london:stop1_5,rank_avg,5,576,2.0,2,24,trend_adx,london,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_adx:london:trail2,rank_avg,5,576,2.0,2,24,trend_adx,london,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_adx:new_york:none,rank_avg,5,576,2.0,2,24,trend_adx,new_york,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_adx:new_york:stop1_5,rank_avg,5,576,2.0,2,24,trend_adx,new_york,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_adx:new_york:trail2,rank_avg,5,576,2.0,2,24,trend_adx,new_york,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_adx:overlap:none,rank_avg,5,576,2.0,2,24,trend_adx,overlap,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_adx:overlap:stop1_5,rank_avg,5,576,2.0,2,24,trend_adx,overlap,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_adx:overlap:trail2,rank_avg,5,576,2.0,2,24,trend_adx,overlap,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_not_choppy:all:none,rank_avg,5,576,2.0,2,24,trend_not_choppy,all,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_not_choppy:all:stop1_5,rank_avg,5,576,2.0,2,24,trend_not_choppy,all,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_not_choppy:all:trail2,rank_avg,5,576,2.0,2,24,trend_not_choppy,all,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_not_choppy:london:none,rank_avg,5,576,2.0,2,24,trend_not_choppy,london,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_not_choppy:london:stop1_5,rank_avg,5,576,2.0,2,24,trend_not_choppy,london,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_not_choppy:london:trail2,rank_avg,5,576,2.0,2,24,trend_not_choppy,london,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_not_choppy:new_york:none,rank_avg,5,576,2.0,2,24,trend_not_choppy,new_york,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_not_choppy:new_york:stop1_5,rank_avg,5,576,2.0,2,24,trend_not_choppy,new_york,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_not_choppy:new_york:trail2,rank_avg,5,576,2.0,2,24,trend_not_choppy,new_york,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_not_choppy:overlap:none,rank_avg,5,576,2.0,2,24,trend_not_choppy,overlap,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_not_choppy:overlap:stop1_5,rank_avg,5,576,2.0,2,24,trend_not_choppy,overlap,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V2:H24:trend_not_choppy:overlap:trail2,rank_avg,5,576,2.0,2,24,trend_not_choppy,overlap,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:none:all:none,rank_avg,5,576,2.0,3,6,none,all,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:none:all:stop1_5,rank_avg,5,576,2.0,3,6,none,all,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:none:all:trail2,rank_avg,5,576,2.0,3,6,none,all,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:none:london:none,rank_avg,5,576,2.0,3,6,none,london,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:none:london:stop1_5,rank_avg,5,576,2.0,3,6,none,london,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:none:london:trail2,rank_avg,5,576,2.0,3,6,none,london,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:none:new_york:none,rank_avg,5,576,2.0,3,6,none,new_york,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:none:new_york:stop1_5,rank_avg,5,576,2.0,3,6,none,new_york,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:none:new_york:trail2,rank_avg,5,576,2.0,3,6,none,new_york,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:none:overlap:none,rank_avg,5,576,2.0,3,6,none,overlap,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:none:overlap:stop1_5,rank_avg,5,576,2.0,3,6,none,overlap,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:none:overlap:trail2,rank_avg,5,576,2.0,3,6,none,overlap,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend:all:none,rank_avg,5,576,2.0,3,6,trend,all,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend:all:stop1_5,rank_avg,5,576,2.0,3,6,trend,all,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend:all:trail2,rank_avg,5,576,2.0,3,6,trend,all,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend:london:none,rank_avg,5,576,2.0,3,6,trend,london,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend:london:stop1_5,rank_avg,5,576,2.0,3,6,trend,london,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend:london:trail2,rank_avg,5,576,2.0,3,6,trend,london,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend:new_york:none,rank_avg,5,576,2.0,3,6,trend,new_york,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend:new_york:stop1_5,rank_avg,5,576,2.0,3,6,trend,new_york,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend:new_york:trail2,rank_avg,5,576,2.0,3,6,trend,new_york,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend:overlap:none,rank_avg,5,576,2.0,3,6,trend,overlap,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend:overlap:stop1_5,rank_avg,5,576,2.0,3,6,trend,overlap,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend:overlap:trail2,rank_avg,5,576,2.0,3,6,trend,overlap,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_adx:all:none,rank_avg,5,576,2.0,3,6,trend_adx,all,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_adx:all:stop1_5,rank_avg,5,576,2.0,3,6,trend_adx,all,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_adx:all:trail2,rank_avg,5,576,2.0,3,6,trend_adx,all,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_adx:london:none,rank_avg,5,576,2.0,3,6,trend_adx,london,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_adx:london:stop1_5,rank_avg,5,576,2.0,3,6,trend_adx,london,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_adx:london:trail2,rank_avg,5,576,2.0,3,6,trend_adx,london,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_adx:new_york:none,rank_avg,5,576,2.0,3,6,trend_adx,new_york,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_adx:new_york:stop1_5,rank_avg,5,576,2.0,3,6,trend_adx,new_york,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_adx:new_york:trail2,rank_avg,5,576,2.0,3,6,trend_adx,new_york,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_adx:overlap:none,rank_avg,5,576,2.0,3,6,trend_adx,overlap,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_adx:overlap:stop1_5,rank_avg,5,576,2.0,3,6,trend_adx,overlap,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_adx:overlap:trail2,rank_avg,5,576,2.0,3,6,trend_adx,overlap,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_not_choppy:all:none,rank_avg,5,576,2.0,3,6,trend_not_choppy,all,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_not_choppy:all:stop1_5,rank_avg,5,576,2.0,3,6,trend_not_choppy,all,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_not_choppy:all:trail2,rank_avg,5,576,2.0,3,6,trend_not_choppy,all,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_not_choppy:london:none,rank_avg,5,576,2.0,3,6,trend_not_choppy,london,none,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_not_choppy:london:stop1_5,rank_avg,5,576,2.0,3,6,trend_not_choppy,london,stop1_5,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_not_choppy:london:trail2,rank_avg,5,576,2.0,3,6,trend_not_choppy,london,trail2,0.0,0.0,0,0.0
rank_avg:N5:W576:T2:V3:H6:trend_not_choppy:new_york:none,rank_avg,5,576,2.0,3,6,trend_not_choppy,new_york,none,0.0,0.0,0,0.0
