timestamp,datetime,open,high,low,close,volume
1775001600,"2026-04-01 00:00:00",2105.43,2106.88,2100.57,2102.25,2720.4259
1775002500,"2026-04-01 00:15:00",2102.26,2107.85,2097.32,2101.25,2411.2015
1775003400,"2026-04-01 00:30:00",2101.26,2103.52,2096.89,2103.51,1566.0341
1775004300,"2026-04-01 00:45:00",2103.51,2117.79,2100.57,2114.72,4622.8109
1775005200,"2026-04-01 01:00:00",2114.73,2115.83,2104.74,2107.41,2330.6254
1775006100,"2026-04-01 01:15:00",2107.42,2107.42,2099.85,2099.87,2465.596
1775007000,"2026-04-01 01:30:00",2099.88,2102.48,2091.4,2096.72,4150.022
1775007900,"2026-04-01 01:45:00",2096.73,2097.25,2092.18,2092.95,1620.0098
1775008800,"2026-04-01 02:00:00",2092.94,2096.38,2088.7,2092.56,1870.7334
1775009700,"2026-04-01 02:15:00",2092.55,2096,2082.08,2085.52,3275.5154
1775010600,"2026-04-01 02:30:00",2085.53,2090.8,2082.8,2088.17,1829.5915
1775011500,"2026-04-01 02:45:00",2088.17,2091.47,2086.35,2088.45,1526.8376
1775012400,"2026-04-01 03:00:00",2088.46,2106.88,2088.46,2101.24,3568.6315
1775013300,"2026-04-01 03:15:00",2101.24,2102.64,2096.86,2098.46,1493.6557
1775014200,"2026-04-01 03:30:00",2098.47,2101.53,2095.63,2100.72,889.7383
1775015100,"2026-04-01 03:45:00",2100.72,2106.88,2100.72,2102.91,1634.5693
1775016000,"2026-04-01 04:00:00",2102.91,2105.13,2100.35,2101.83,1675.7201
1775016900,"2026-04-01 04:15:00",2101.82,2110.65,2100.72,2110.29,2495.1958
1775017800,"2026-04-01 04:30:00",2110.28,2111.93,2107.94,2109.95,1469.6157
1775018700,"2026-04-01 04:45:00",2109.95,2116.46,2109.06,2111.26,2069.2379
1775019600,"2026-04-01 05:00:00",2111.26,2115.29,2106.42,2113.65,1813.9571
1775020500,"2026-04-01 05:15:00",2113.64,2137.35,2112.52,2127.49,12445.0237
1775021400,"2026-04-01 05:30:00",2127.5,2131.46,2123.5,2125.64,3438.3084
1775022300,"2026-04-01 05:45:00",2125.64,2128.25,2122.51,2122.67,2377.9338
1775023200,"2026-04-01 06:00:00",2122.67,2144,2122.57,2138.22,8990.6217
1775024100,"2026-04-01 06:15:00",2138.21,2144.93,2135.1,2143.87,6282.9787
1775025000,"2026-04-01 06:30:00",2143.87,2155.19,2141.6,2154.92,10388.3596
1775025900,"2026-04-01 06:45:00",2154.91,2156.23,2146.84,2151.23,4986.707
1775026800,"2026-04-01 07:00:00",2151.24,2158,2146.91,2149.66,6360.1869
1775027700,"2026-04-01 07:15:00",2149.65,2149.88,2137.71,2139.34,5397.6923
1775028600,"2026-04-01 07:30:00",2139.34,2141.87,2137.5,2139.5,3014.27
1775029500,"2026-04-01 07:45:00",2139.5,2140.25,2130.2,2131,4973.2131
1775030400,"2026-04-01 08:00:00",2131,2136.18,2125,2126.48,5869.9442
1775031300,"2026-04-01 08:15:00",2126.47,2137.33,2125.88,2136.3,3330.0669
1775032200,"2026-04-01 08:30:00",2136.3,2142.74,2135,2139.87,3916.6007
1775033100,"2026-04-01 08:45:00",2139.87,2142.93,2132.39,2136.96,5269.1565
1775034000,"2026-04-01 09:00:00",2136.95,2140.46,2131.5,2133.5,2576.6441
1775034900,"2026-04-01 09:15:00",2133.51,2135.26,2128.12,2133.71,2680.6279
1775035800,"2026-04-01 09:30:00",2133.7,2136.6,2128.47,2130.39,5707.261
1775036700,"2026-04-01 09:45:00",2130.41,2138.34,2130.41,2136.39,2693.1862
1775037600,"2026-04-01 10:00:00",2136.4,2137.93,2131.08,2131.08,1623.3662
1775038500,"2026-04-01 10:15:00",2131.08,2134.99,2130.26,2130.83,2246.3211
1775039400,"2026-04-01 10:30:00",2130.84,2132.88,2126.28,2131.1,2064.96
1775040300,"2026-04-01 10:45:00",2131.1,2136.26,2128.19,2132.65,1775.3709
1775041200,"2026-04-01 11:00:00",2132.64,2139.37,2130.71,2137.29,1757.0106
1775042100,"2026-04-01 11:15:00",2137.29,2137.55,2131.96,2134.03,1857.3304
1775043000,"2026-04-01 11:30:00",2134.03,2136.95,2132.26,2136.01,1489.2992
1775043900,"2026-04-01 11:45:00",2136,2136.95,2133.81,2135.32,1377.1065
1775044800,"2026-04-01 12:00:00",2135.32,2136.58,2129.22,2134.23,3712.0994
1775045700,"2026-04-01 12:15:00",2134.23,2136.61,2131.47,2132.85,1121.6629
1775046600,"2026-04-01 12:30:00",2132.85,2152,2121.95,2142.15,7543.5986
1775047500,"2026-04-01 12:45:00",2142.15,2142.94,2127.55,2130.82,9040.1004
1775048400,"2026-04-01 13:00:00",2130.82,2131.61,2113.56,2127.57,9885.4429
1775049300,"2026-04-01 13:15:00",2127.58,2134.49,2127.5,2133.07,3256.1549
1775050200,"2026-04-01 13:30:00",2133.08,2135.31,2108.72,2116.33,8569.5449
1775051100,"2026-04-01 13:45:00",2116.33,2124.35,2111.5,2119.28,7046.1872
1775052000,"2026-04-01 14:00:00",2119.27,2123.72,2114.05,2121.58,5529.5816
1775052900,"2026-04-01 14:15:00",2121.59,2128.17,2120.58,2125.43,3778.1084
1775053800,"2026-04-01 14:30:00",2125.44,2129.92,2115.37,2121.38,4890.071
1775054700,"2026-04-01 14:45:00",2121.39,2130.6,2119.15,2126.81,2464.8972
1775055600,"2026-04-01 15:00:00",2126.82,2131.33,2123.48,2124.79,2190.2902
1775056500,"2026-04-01 15:15:00",2124.8,2137.72,2122.2,2131.5,3780.9436
1775057400,"2026-04-01 15:30:00",2131.5,2135,2129.26,2131.93,2540.9534
1775058300,"2026-04-01 15:45:00",2131.93,2137.58,2131.93,2135.04,1911.3764
1775059200,"2026-04-01 16:00:00",2135.04,2135.66,2125,2127.13,3552.2979
1775060100,"2026-04-01 16:15:00",2127.12,2139.9,2126,2136.05,2864.7379
1775061000,"2026-04-01 16:30:00",2136.05,2152.51,2132.92,2150.12,8900.0303
1775061900,"2026-04-01 16:45:00",2150.11,2150.46,2144.4,2146.09,4335.0669
1775062800,"2026-04-01 17:00:00",2146.1,2167.85,2145.86,2152.55,14300.4746
1775063700,"2026-04-01 17:15:00",2152.56,2156.87,2140.24,2141.76,6891.4757
1775064600,"2026-04-01 17:30:00",2141.77,2145.22,2134.09,2140.39,4489.0728
1775065500,"2026-04-01 17:45:00",2140.4,2140.83,2133.96,2137.21,2933.9267
1775066400,"2026-04-01 18:00:00",2137.21,2137.87,2123.58,2131.29,6542.2375
1775067300,"2026-04-01 18:15:00",2131.29,2133.08,2125.43,2127.56,3240.7479
1775068200,"2026-04-01 18:30:00",2127.55,2135.03,2125.62,2132.31,2804.2172
1775069100,"2026-04-01 18:45:00",2132.31,2132.84,2125.85,2129.23,2317.1987
1775070000,"2026-04-01 19:00:00",2129.23,2134.39,2128.81,2130.85,1850.8208
1775070900,"2026-04-01 19:15:00",2130.85,2142.15,2128,2142.08,2585.3801
1775071800,"2026-04-01 19:30:00",2142.04,2142.96,2135,2138.89,2843.183
1775072700,"2026-04-01 19:45:00",2138.89,2145.48,2138.68,2141.43,4188.1986
1775073600,"2026-04-01 20:00:00",2141.43,2143.44,2130.7,2136.73,2812.2278
1775074500,"2026-04-01 20:15:00",2136.74,2139.84,2133.72,2133.89,1089.3429
1775075400,"2026-04-01 20:30:00",2133.9,2141.74,2131.42,2141.27,2814.5991
1775076300,"2026-04-01 20:45:00",2141.28,2147.67,2140.97,2143.92,1872.2007
1775077200,"2026-04-01 21:00:00",2143.92,2155.57,2143.32,2151.61,6363.0094
1775078100,"2026-04-01 21:15:00",2151.61,2160.51,2149.97,2155.8,3944.5503
1775079000,"2026-04-01 21:30:00",2155.8,2159.1,2155.58,2156.41,7907.2831
1775079900,"2026-04-01 21:45:00",2156.41,2165.42,2151.95,2156.89,15301.0422
1775080800,"2026-04-01 22:00:00",2156.89,2158.8,2147.5,2151.09,11518.8812
1775081700,"2026-04-01 22:15:00",2151.09,2151.1,2143,2147.51,10171.9113
1775082600,"2026-04-01 22:30:00",2147.51,2149.25,2143.26,2145.53,6794.4899
1775083500,"2026-04-01 22:45:00",2145.53,2146.67,2137.4,2139.95,7850.7348
1775084400,"2026-04-01 23:00:00",2139.96,2146,2139.08,2142.1,1940.9639
1775085300,"2026-04-01 23:15:00",2142.09,2143.11,2138.83,2140.54,1448.2949
1775086200,"2026-04-01 23:30:00",2140.53,2144.23,2135.5,2142.2,1879.9517
1775087100,"2026-04-01 23:45:00",2142.2,2142.65,2137.39,2140.35,1228.5426
1775088000,"2026-04-02 00:00:00",2140.35,2141.81,2136.09,2140.17,2505.8924
1775088900,"2026-04-02 00:15:00",2140.17,2143.15,2137,2138.32,1647.677
1775089800,"2026-04-02 00:30:00",2138.32,2157.21,2137.64,2153.93,4741.9533
1775090700,"2026-04-02 00:45:00",2153.92,2159.37,2150,2156.14,3346.8423
1775091600,"2026-04-02 01:00:00",2156.14,2156.15,2121.16,2140.74,18244.962
1775092500,"2026-04-02 01:15:00",2140.73,2140.74,2105.88,2112.43,16398.3136
1775093400,"2026-04-02 01:30:00",2112.4,2112.4,2092.05,2092.18,9625.7774
1775094300,"2026-04-02 01:45:00",2092.19,2102.46,2090,2100.03,5837.9003
1775095200,"2026-04-02 02:00:00",2100.02,2100.02,2078.55,2079.06,8261.7522
1775096100,"2026-04-02 02:15:00",2079.06,2087.72,2078.32,2082.65,5329.0555
1775097000,"2026-04-02 02:30:00",2082.66,2088.89,2065.09,2066.34,8339.698
1775097900,"2026-04-02 02:45:00",2066.34,2076.16,2065,2073.89,3401.3233
1775098800,"2026-04-02 03:00:00",2073.9,2076.67,2067.45,2069.66,2803.8845
1775099700,"2026-04-02 03:15:00",2069.66,2076.03,2064.92,2074.19,3097.1628
1775100600,"2026-04-02 03:30:00",2074.19,2075.36,2046.48,2054.47,12379.9103
1775101500,"2026-04-02 03:45:00",2054.47,2057.94,2052.18,2056.33,2822.4144
1775102400,"2026-04-02 04:00:00",2056.33,2058.45,2052.64,2053.83,2450.1129
1775103300,"2026-04-02 04:15:00",2053.83,2057.59,2047.67,2051.21,3418.4732
1775104200,"2026-04-02 04:30:00",2051.21,2053.29,2042.5,2045.26,4879.6246
1775105100,"2026-04-02 04:45:00",2045.25,2047.51,2041.77,2044.56,2017.0102
1775106000,"2026-04-02 05:00:00",2044.57,2049.2,2038.63,2043.17,3982.4138
