timestamp,datetime,open,high,low,close,volume
1704205800,"2024-01-02 14:30:00",2011.8802,2024.5146,2008.4089,2024.5146,0
1704207600,"2024-01-02 15:00:00",2025.0184,2030.4226,2023.4907,2024.2795,0
1704209400,"2024-01-02 15:30:00",2024.2744,2024.3242,2016.344,2016.344,0
1704211200,"2024-01-02 16:00:00",2016.439,2022.5286,2016.3931,2022.4702,0
1704213000,"2024-01-02 16:30:00",2022.4666,2027.4877,2021.3835,2027.4877,0
1704214800,"2024-01-02 17:00:00",2027.5485,2031.7348,2027.5485,2029.681,0
1704216600,"2024-01-02 17:30:00",2029.6797,2032.4889,2026.5069,2026.5847,0
1704218400,"2024-01-02 18:00:00",2026.4893,2026.4893,2021.6558,2022.6467,0
1704220200,"2024-01-02 18:30:00",2022.6059,2022.6059,2016.6035,2016.6035,0
1704222000,"2024-01-02 19:00:00",2016.5612,2016.5612,2012.1398,2013.5049,0
1704223800,"2024-01-02 19:30:00",2013.5302,2013.6441,2008.0128,2008.0128,0
1704225600,"2024-01-02 20:00:00",2007.917,2007.917,2004.0624,2006.2309,0
1704227400,"2024-01-02 20:30:00",2006.242,2012.5391,2003.4054,2012.5391,0
1704229200,"2024-01-02 21:00:00",2012.7982,2012.7982,2012.7951,2012.7951,0
1704292200,"2024-01-03 14:30:00",1994.2197,1994.2197,1979.9205,1979.9205,0
1704294000,"2024-01-03 15:00:00",1979.921,1991.3784,1977.5187,1984.9001,0
1704295800,"2024-01-03 15:30:00",1984.8265,1984.8265,1973.8674,1980.7825,0
1704297600,"2024-01-03 16:00:00",1980.7925,1984.9855,1980.7925,1984.6424,0
1704299400,"2024-01-03 16:30:00",1984.6408,1985.2395,1982.5403,1982.6572,0
1704301200,"2024-01-03 17:00:00",1982.6566,1982.6804,1978.3017,1980.1839,0
1704303000,"2024-01-03 17:30:00",1980.39,1981.6395,1979.5615,1981.6395,0
1704304800,"2024-01-03 18:00:00",1981.6234,1984.5187,1981.6074,1984.1728,0
1704306600,"2024-01-03 18:30:00",1984.1664,1984.1664,1979.4717,1979.4717,0
1704308400,"2024-01-03 19:00:00",1979.4327,1981.9467,1974.5975,1981.9467,0
1704310200,"2024-01-03 19:30:00",1981.982,1983.944,1976.3614,1976.3614,0
1704312000,"2024-01-03 20:00:00",1976.3001,1976.3001,1958.0273,1958.4259,0
1704313800,"2024-01-03 20:30:00",1958.5898,1963.792,1958.5898,1959.7566,0
1704315600,"2024-01-03 21:00:00",1959.1983,1959.2011,1959.1983,1959.2003,0
1704378600,"2024-01-04 14:30:00",1963.9384,1964.7208,1960.3994,1962.9778,0
1704380400,"2024-01-04 15:00:00",1962.9729,1966.9418,1962.5663,1964.5908,0
1704382200,"2024-01-04 15:30:00",1964.5543,1968.0423,1964.4546,1965.6563,0
1704384000,"2024-01-04 16:00:00",1965.6824,1970.5442,1964.3697,1970.1236,0
1704385800,"2024-01-04 16:30:00",1969.8436,1970.2169,1963.6113,1964.2217,0
1704387600,"2024-01-04 17:00:00",1964.2257,1964.643,1961.8612,1964.2964,0
1704389400,"2024-01-04 17:30:00",1964.2989,1964.2989,1960.1502,1961.5735,0
1704391200,"2024-01-04 18:00:00",1961.5835,1963.9827,1961.5288,1963.7471,0
1704393000,"2024-01-04 18:30:00",1963.7752,1966.6168,1963.7752,1965.3692,0
1704394800,"2024-01-04 19:00:00",1965.3656,1965.848,1963.5442,1963.7384,0
1704396600,"2024-01-04 19:30:00",1963.7092,1963.7092,1960.005,1962.4965,0
1704398400,"2024-01-04 20:00:00",1962.4926,1965.2528,1961.8271,1962.2678,0
1704400200,"2024-01-04 20:30:00",1962.2941,1963.314,1956.7039,1958.2624,0
1704402000,"2024-01-04 21:00:00",1957.7106,1957.7271,1957.7106,1957.7269,0
1704465000,"2024-01-05 14:30:00",1943.3682,1955.5381,1941.7714,1955.1056,0
1704466800,"2024-01-05 15:00:00",1956.8561,1967.9185,1956.8561,1965.7967,0
1704468600,"2024-01-05 15:30:00",1965.7872,1967.8208,1964.4423,1967.1895,0
1704470400,"2024-01-05 16:00:00",1967.1705,1967.9915,1960.989,1961.0473,0
1704472200,"2024-01-05 16:30:00",1961.0357,1961.5663,1959.0791,1959.9238,0
1704474000,"2024-01-05 17:00:00",1959.9192,1959.9783,1952.9595,1953.7315,0
1704475800,"2024-01-05 17:30:00",1953.7546,1955.5551,1951.8019,1955.1785,0
1704477600,"2024-01-05 18:00:00",1955.1709,1955.1709,1951.3833,1954.6419,0
1704479400,"2024-01-05 18:30:00",1954.8204,1959.695,1954.8204,1958.2749,0
1704481200,"2024-01-05 19:00:00",1958.2582,1961.6416,1958.2544,1958.713,0
