timestamp,datetime,open,high,low,close,volume
551971800,"1987-06-29 13:30:00",164.96999,164.96999,164.96999,164.96999,0
552058200,"1987-06-30 13:30:00",164.75,164.75,164.75,164.75,0
552144600,"1987-07-01 13:30:00",164.39,164.39,164.39,164.39,0
552231000,"1987-07-02 13:30:00",164.96999,164.96999,164.96999,164.96999,0
552576600,"1987-07-06 13:30:00",164.60999,164.60999,164.60999,164.60999,0
552663000,"1987-07-07 13:30:00",165.35999,165.35999,165.35999,165.35999,0
552749400,"1987-07-08 13:30:00",165.89999,165.89999,165.89999,165.89999,0
552835800,"1987-07-09 13:30:00",166.20999,166.20999,166.20999,166.20999,0
552922200,"1987-07-10 13:30:00",166.37999,166.37999,166.37999,166.37999,0
553181400,"1987-07-13 13:30:00",166.34999,166.34999,166.34999,166.34999,0
553267800,"1987-07-14 13:30:00",167.60999,167.60999,167.60999,167.60999,0
553354200,"1987-07-15 13:30:00",168.03999,168.03999,168.03999,168.03999,0
553440600,"1987-07-16 13:30:00",168.84999,168.84999,168.84999,168.84999,0
553527000,"1987-07-17 13:30:00",169.48999,169.48999,169.48999,169.48999,0
553786200,"1987-07-20 13:30:00",168.81,168.81,168.81,168.81,0
553872600,"1987-07-21 13:30:00",167.37,167.37,167.37,167.37,0
553959000,"1987-07-22 13:30:00",167.04999,167.04999,167.04999,167.04999,0
554045400,"1987-07-23 13:30:00",166.75999,166.75999,166.75999,166.75999,0
554131800,"1987-07-24 13:30:00",167.17999,167.17999,167.17999,167.17999,0
554391000,"1987-07-27 13:30:00",167.15999,167.15999,167.15999,167.15999,0
554477400,"1987-07-28 13:30:00",167.53,167.53,167.53,167.53,0
554563800,"1987-07-29 13:30:00",168.12999,168.12999,168.12999,168.12999,0
554650200,"1987-07-30 13:30:00",168.97,168.97,168.97,168.97,0
554736600,"1987-07-31 13:30:00",169.26999,169.26999,169.26999,169.26999,0
554995800,"1987-08-03 13:30:00",169.26999,169.26999,169.26999,169.26999,0
555082200,"1987-08-04 13:30:00",168.79999,168.79999,168.79999,168.79999,0
555168600,"1987-08-05 13:30:00",169.72,169.72,169.72,169.72,0
555255000,"1987-08-06 13:30:00",170.92999,170.92999,170.92999,170.92999,0
555341400,"1987-08-07 13:30:00",171.67,171.67,171.67,171.67,0
555600600,"1987-08-10 13:30:00",172.37,172.37,172.37,172.37,0
555687000,"1987-08-11 13:30:00",173.00999,173.00999,173.00999,173.00999,0
555773400,"1987-08-12 13:30:00",172.71999,172.71999,172.71999,172.71999,0
555859800,"1987-08-13 13:30:00",173.2,173.2,173.2,173.2,0
555946200,"1987-08-14 13:30:00",173.25999,173.25999,173.25999,173.25999,0
556205400,"1987-08-17 13:30:00",172.95999,172.95999,172.95999,172.95999,0
556291800,"1987-08-18 13:30:00",171.34,171.34,171.34,171.34,0
556378200,"1987-08-19 13:30:00",171.95,171.95,171.95,171.95,0
556464600,"1987-08-20 13:30:00",173.73999,173.73999,173.73999,173.73999,0
556551000,"1987-08-21 13:30:00",174.32999,174.32999,174.32999,174.32999,0
556810200,"1987-08-24 13:30:00",173.95999,173.95999,173.95999,173.95999,0
556896600,"1987-08-25 13:30:00",174.43999,174.43999,174.43999,174.43999,0
556983000,"1987-08-26 13:30:00",174.26999,174.26999,174.26999,174.26999,0
557069400,"1987-08-27 13:30:00",173.98,173.98,173.98,173.98,0
557155800,"1987-08-28 13:30:00",173.31,173.31,173.31,173.31,0
557415000,"1987-08-31 13:30:00",174.25,174.25,174.25,174.25,0
557501400,"1987-09-01 13:30:00",172.95999,172.95999,172.95999,172.95999,0
557587800,"1987-09-02 13:30:00",171.64999,171.64999,171.64999,171.64999,0
