entry_i,entry_time,side,oz,entry_px,entry_reason,entry_cost,entry_atr,best_px,exit_i,exit_time,exit_px,gross_pnl,costs,net_pnl,bars_held,exit_reason
8367,1698245700,1,1.0,1986.4,signal,0.08,,1986.4,8437,1698266700,1981.45,-4.9500000000000455,0.16,-5.110000000000046,70,signal
8961,1698431700,1,1.0,1991.6,signal,0.08,,1991.6,8985,1698438900,2007.35,15.75,0.16,15.59,24,signal
9014,1698624300,1,1.0,2001.56,signal,0.08,,2001.56,9044,1698633300,2003.1,1.5399999999999636,0.16,1.3799999999999635,30,signal
10276,1699018500,1,1.0,1999.83,signal,0.08,,1999.83,10359,1699043400,1993.4,-6.429999999999836,0.16,-6.589999999999836,83,signal
11389,1699541100,1,1.0,1956.28,signal,0.08,,1956.28,11461,1699562700,1957.88,1.6000000000001364,0.16,1.4400000000001363,72,signal
11961,1699893300,1,1.0,1945.24,signal,0.08,,1945.24,12011,1699908300,1946.39,1.150000000000091,0.16,0.9900000000000909,50,signal
12038,1699920300,1,1.0,1946.41,signal,0.08,,1946.41,12044,1699922100,1946.8,0.38999999999987267,0.16,0.22999999999987264,6,signal
12200,1699968900,1,1.0,1956.96,signal,0.08,,1956.96,12283,1699993800,1964.2,7.240000000000009,0.16,7.080000000000009,83,signal
12750,1700141700,1,1.0,1971.89,signal,0.08,,1971.89,12833,1700166600,1981.54,9.649999999999864,0.16,9.489999999999863,83,signal
13353,1700503500,1,1.0,1978.06,signal,0.08,,1978.06,13385,1700513100,1977.82,-0.2400000000000091,0.16,-0.4000000000000091,32,signal
13412,1700525100,1,1.0,1981.22,signal,0.08,,1981.22,13436,1700532300,1990.45,9.230000000000018,0.16,9.070000000000018,24,signal
13572,1700573100,1,1.0,1996.03,signal,0.08,,1996.03,13655,1700598000,1999.14,3.1100000000001273,0.16,2.950000000000127,83,signal
14371,1700833200,1,1.0,2001.6,signal,0.08,,2001.6,14433,1701039900,2001.37,-0.2300000000000182,0.16,-0.3900000000000182,62,session
14445,1701043500,1,1.0,2002.57,signal,0.08,,2002.57,14454,1701046200,2002.12,-0.4500000000000455,0.16,-0.6100000000000454,9,signal
14884,1701179100,1,1.0,2020.08,signal,0.08,,2020.08,14967,1701204000,2040.89,20.810000000000173,0.16,20.650000000000176,83,signal
15725,1701443100,1,1.0,2047.97,signal,0.08,,2047.97,15791,1701462900,2070.05,22.080000000000155,0.16,21.920000000000158,66,signal
16856,1701971400,1,1.0,2028.57,signal,0.08,,2028.57,16891,1701981900,2030.18,1.6100000000001273,0.16,1.4500000000001272,35,signal
16918,1701993900,1,1.0,2028.54,signal,0.08,,2028.54,16939,1702000200,2030.92,2.380000000000109,0.16,2.220000000000109,21,signal
17626,1702386900,1,1.0,1992.38,signal,0.08,,1992.38,17709,1702411800,1979.96,-12.420000000000073,0.16,-12.580000000000073,83,signal
17905,1702474500,1,1.0,1984.36,signal,0.08,,1984.36,17991,1702500300,2020.47,36.11000000000013,0.16,35.95000000000013,86,signal
18018,1702512300,1,1.0,2033.82,signal,0.08,,2033.82,18071,1702528200,2030.84,-2.980000000000018,0.16,-3.1400000000000183,53,signal
18193,1702564800,1,1.0,2046.99,signal,0.08,,2046.99,18266,1702586700,2036.24,-10.75,0.16,-10.91,73,signal
18781,1702921800,1,1.0,2028.59,signal,0.08,,2028.59,18816,1702932300,2026.08,-2.509999999999991,0.16,-2.669999999999991,35,signal
18843,1702944300,1,1.0,2027.33,signal,0.08,,2027.33,18864,1702950600,2026.58,-0.75,0.16,-0.9099999999999999,21,signal
19002,1702992000,1,1.0,2032.31,signal,0.08,,2032.31,19085,1703016900,2039.25,6.940000000000055,0.16,6.780000000000054,83,signal
19557,1703166300,1,1.0,2043.27,signal,0.08,,2043.27,19640,1703191200,2044.44,1.1700000000000728,0.16,1.0100000000000726,83,signal
20184,1703621400,1,1.0,2063.14,signal,0.08,,2063.14,20191,1703623500,2066.74,3.599999999999909,0.16,3.439999999999909,7,signal
20218,1703635500,1,1.0,2066.26,signal,0.08,,2066.26,20267,1703650200,2064.13,-2.130000000000109,0.16,-2.2900000000001093,49,signal
20403,1703691000,1,1.0,2077.08,signal,0.08,,2077.08,20466,1703709900,2077.06,-0.01999999999998181,0.16,-0.1799999999999818,63,signal
21552,1704310500,1,1.0,2039.53,signal,0.08,,2039.53,21566,1704314700,2041.42,1.8900000000001,0.16,1.7300000000001,14,signal
21593,1704326700,1,1.0,2042.89,signal,0.08,,2042.89,21635,1704339300,2046.33,3.439999999999827,0.16,3.279999999999827,42,signal
22048,1704467100,1,1.0,2057.44,signal,0.08,,2057.44,22114,1704486900,2044.19,-13.25,0.16,-13.41,66,signal
22581,1704807600,1,1.0,2038.46,signal,0.08,,2038.46,22664,1704832500,2028.79,-9.670000000000073,0.16,-9.830000000000073,83,signal
23128,1704979500,1,1.0,2038.99,signal,0.08,,2038.99,23211,1705004400,2024.01,-14.980000000000018,0.16,-15.140000000000018,83,signal
23405,1705066500,1,1.0,2052.37,signal,0.08,,2052.37,23488,1705091400,2046.93,-5.439999999999827,0.16,-5.599999999999827,83,signal
23931,1705412700,1,1.0,2043.13,signal,0.08,,2043.13,24014,1705437600,2028.62,-14.510000000000218,0.16,-14.670000000000218,83,signal
25376,1706038500,1,1.0,2029.71,signal,0.08,,2029.71,25390,1706042700,2028.66,-1.0499999999999545,0.16,-1.2099999999999547,14,signal
25417,1706054700,1,1.0,2028.74,signal,0.08,,2028.74,25459,1706067300,2024.44,-4.2999999999999545,0.16,-4.459999999999955,42,signal
26406,1706535900,1,1.0,2035.25,signal,0.08,,2035.25,26489,1706560800,2031.5,-3.75,0.16,-3.91,83,signal
26686,1706623800,1,1.0,2040.78,signal,0.08,,2040.78,26765,1706647500,2036.13,-4.649999999999864,0.16,-4.809999999999864,79,signal
26962,1706710500,1,1.0,2044.28,signal,0.08,,2044.28,27040,1706733900,2034.62,-9.660000000000082,0.16,-9.820000000000082,78,signal
27230,1706794800,1,1.0,2040.23,signal,0.08,,2040.23,27313,1706819700,2055.55,15.320000000000164,0.16,15.160000000000164,83,signal
28049,1707225000,1,1.0,2029.65,signal,0.08,,2029.65,28132,1707249900,2036.29,6.639999999999873,0.16,6.4799999999998725,83,signal
28343,1707317100,1,1.0,2040.42,signal,0.08,,2040.42,28415,1707338700,2035.39,-5.029999999999973,0.16,-5.189999999999973,72,signal
28616,1707402900,1,1.0,2031.08,signal,0.08,,2031.08,28690,1707425100,2033.35,2.269999999999982,0.16,2.1099999999999817,74,signal
28879,1707485700,1,1.0,2032.42,signal,0.08,,2032.42,28962,1707510600,2026.13,-6.289999999999964,0.16,-6.449999999999964,83,signal
29150,1707743700,1,1.0,2026.52,signal,0.08,,2026.52,29233,1707768600,2019.73,-6.789999999999964,0.16,-6.949999999999964,83,signal
30279,1708098000,1,1.0,2007.6,signal,0.08,,2007.6,30338,1708115700,2012.74,5.1400000000001,0.16,4.9800000000001,59,signal
30575,1708364100,1,1.0,2017.85,signal,0.08,,2017.85,30598,1708383900,2016.96,-0.8899999999998727,0.16,-1.0499999999998726,23,session
30610,1708387500,1,1.0,2016.03,signal,0.08,,2016.03,30658,1708401900,2018.59,2.5599999999999454,0.16,2.3999999999999453,48,signal
31590,1708693200,1,1.0,2028.06,signal,0.08,,2028.06,31673,1708718100,2037.39,9.330000000000155,0.16,9.170000000000154,83,signal
31952,1708978500,1,1.0,2031.89,signal,0.08,,2031.89,31958,1708980300,2033.38,1.490000000000009,0.16,1.330000000000009,6,signal
31985,1708992300,1,1.0,2032.08,signal,0.08,,2032.08,32035,1709007300,2033.96,1.8800000000001091,0.16,1.720000000000109,50,signal
32203,1709057700,1,1.0,2035.1,signal,0.08,,2035.1,32233,1709066700,2030.03,-5.069999999999936,0.16,-5.2299999999999365,30,signal
32260,1709078700,1,1.0,2029.72,signal,0.08,,2029.72,32286,1709086500,2032.92,3.2000000000000455,0.16,3.0400000000000453,26,signal
32418,1709126100,1,1.0,2032.34,signal,0.08,,2032.34,32501,1709151000,2033.35,1.009999999999991,0.16,0.849999999999991,83,signal
32697,1709213700,1,1.0,2037.78,signal,0.08,,2037.78,32780,1709238600,2044.51,6.730000000000018,0.16,6.570000000000018,83,signal
32993,1709306400,1,1.0,2058.51,signal,0.08,,2058.51,33056,1709325300,2084.4,25.889999999999873,0.16,25.729999999999876,63,signal
33252,1709560800,1,1.0,2091.68,signal,0.08,,2091.68,33333,1709585100,2118.03,26.350000000000364,0.16,26.190000000000367,81,signal
33521,1709645400,1,1.0,2131.76,signal,0.08,,2131.76,33604,1709670300,2130.29,-1.4700000000002547,0.16,-1.6300000000002548,83,signal
33809,1709735700,1,1.0,2144.33,signal,0.08,,2144.33,33883,1709757900,2145.69,1.3600000000001273,0.16,1.2000000000001272,74,signal
34067,1709817000,1,1.0,2158.47,signal,0.08,,2158.47,34150,1709841900,2159.27,0.8000000000001819,0.16,0.640000000000182,83,signal
34347,1709904900,1,1.0,2178.27,signal,0.08,,2178.27,34430,1709929800,2176.82,-1.449999999999818,0.16,-1.6099999999998182,83,signal
35185,1710340800,1,1.0,2169.44,signal,0.08,,2169.44,35258,1710362700,2173.13,3.6900000000000546,0.16,3.5300000000000544,73,signal
36565,1710947100,1,1.0,2163.41,signal,0.08,,2163.41,36633,1710967500,2182.58,19.170000000000073,0.16,19.010000000000076,68,signal
37094,1711113600,1,1.0,2172.73,signal,0.08,,2172.73,37177,1711138500,2162.57,-10.159999999999854,0.16,-10.319999999999855,83,signal
38246,1711647600,1,1.0,2224.98,signal,0.08,,2224.98,38283,1711658700,2219.0,-5.980000000000018,0.16,-6.140000000000018,37,signal
38310,1711929900,1,1.0,2237.36,signal,0.08,,2237.36,38329,1711935600,2253.89,16.529999999999745,0.16,16.36999999999975,19,signal
38814,1712085000,1,1.0,2270.91,signal,0.08,,2270.91,38833,1712090700,2276.5,5.5900000000001455,0.16,5.430000000000145,19,signal
38860,1712102700,1,1.0,2283.56,signal,0.08,,2283.56,38897,1712113800,2284.11,0.5500000000001819,0.16,0.39000000000018187,37,signal
39596,1712331300,1,1.0,2317.25,signal,0.08,,2317.25,39656,1712349300,2323.44,6.190000000000055,0.16,6.030000000000054,60,signal
39918,1712604600,1,1.0,2341.75,signal,0.08,,2341.75,39933,1712609100,2338.83,-2.9200000000000728,0.16,-3.080000000000073,15,signal
39960,1712621100,1,1.0,2338.85,signal,0.08,,2338.85,40001,1712633400,2342.37,3.519999999999982,0.16,3.3599999999999817,41,signal
40730,1712859900,1,1.0,2355.77,signal,0.08,,2355.77,40758,1712868300,2370.05,14.2800000000002,0.16,14.1200000000002,28,signal
40785,1712880300,1,1.0,2374.53,signal,0.08,,2374.53,40813,1712888700,2383.19,8.659999999999854,0.16,8.499999999999854,28,signal
41299,1713211200,1,1.0,2375.98,signal,0.08,,2375.98,41308,1713213900,2382.59,6.610000000000127,0.16,6.450000000000127,9,signal
41335,1713225900,1,1.0,2385.16,signal,0.08,,2385.16,41382,1713240000,2386.17,1.0100000000002183,0.16,0.8500000000002184,47,signal
42872,1713879600,1,1.0,2313.25,signal,0.08,,2313.25,42955,1713904500,2322.59,9.340000000000146,0.16,9.180000000000145,83,signal
43176,1713974700,1,1.0,2336.18,signal,0.08,,2336.18,43232,1713991500,2319.46,-16.7199999999998,0.16,-16.879999999999797,56,signal
43446,1714059600,1,1.0,2342.62,signal,0.08,,2342.62,43507,1714077900,2334.26,-8.359999999999673,0.16,-8.519999999999673,61,signal
44539,1714576200,1,1.0,2307.35,signal,0.08,,2307.35,44606,1714596300,2314.99,7.639999999999873,0.16,7.4799999999998725,67,signal
45070,1714743300,1,1.0,2315.22,signal,0.08,,2315.22,45153,1714768200,2298.73,-16.48999999999978,0.16,-16.64999999999978,83,signal
45346,1715003100,1,1.0,2324.62,signal,0.08,,2324.62,45429,1715028000,2325.24,0.6199999999998909,0.16,0.4599999999998909,83,signal
46167,1715261100,1,1.0,2318.82,signal,0.08,,2318.82,46250,1715286000,2336.12,17.299999999999727,0.16,17.13999999999973,83,signal
46254,1715287200,1,1.0,2341.41,signal,0.08,,2341.41,46255,1715287500,2340.92,-0.4899999999997817,0.16,-0.6499999999997816,1,signal
46282,1715299500,1,1.0,2346.93,signal,0.08,,2346.93,46337,1715316000,2352.38,5.450000000000273,0.16,5.290000000000273,55,signal
47268,1715780100,1,1.0,2370.83,signal,0.08,,2370.83,47351,1715805000,2386.29,15.460000000000036,0.16,15.300000000000036,83,signal
47824,1715954700,1,1.0,2396.94,signal,0.08,,2396.94,47902,1715978100,2415.87,18.929999999999836,0.16,18.76999999999984,78,signal
48365,1716297900,1,1.0,2426.9,signal,0.08,,2426.9,48448,1716322800,2423.89,-3.0100000000002183,0.16,-3.1700000000002184,83,signal
49481,1716821400,1,1.0,2355.19,signal,0.08,,2355.19,49537,1716851100,2352.22,-2.9700000000002547,0.16,-3.130000000000255,56,session
49549,1716854700,1,1.0,2351.58,signal,0.08,,2351.58,49564,1716859200,2352.7,1.1199999999998909,0.16,0.9599999999998908,15,signal
49707,1716902100,1,1.0,2350.52,signal,0.08,,2350.52,49790,1716927000,2357.08,6.559999999999945,0.16,6.399999999999945,83,signal
50536,1717162500,1,1.0,2349.39,signal,0.08,,2349.39,50619,1717187400,2321.54,-27.84999999999991,0.16,-28.009999999999906,83,signal
50809,1717421400,1,1.0,2331.88,signal,0.08,,2331.88,50892,1717446300,2346.47,14.58999999999969,0.16,14.42999999999969,83,signal
51364,1717595700,1,1.0,2343.09,signal,0.08,,2343.09,51446,1717620300,2353.48,10.389999999999873,0.16,10.229999999999873,82,signal
51670,1717691400,1,1.0,2374.82,signal,0.08,,2374.82,51721,1717706700,2372.98,-1.8400000000001455,0.16,-2.0000000000001457,51,signal
51748,1717718700,1,1.0,2377.08,signal,0.08,,2377.08,51753,1717720200,2377.16,0.07999999999992724,0.16,-0.08000000000007276,5,signal
52177,1718024400,1,1.0,2305.1,signal,0.08,,2305.1,52260,1718049300,2310.39,5.289999999999964,0.16,5.1299999999999635,83,signal
52453,1718111100,1,1.0,2309.62,signal,0.08,,2309.62,52536,1718136000,2313.81,4.190000000000055,0.16,4.030000000000054,83,signal
52734,1718199300,1,1.0,2325.03,signal,0.08,,2325.03,52817,1718224200,2316.68,-8.350000000000364,0.16,-8.510000000000364,83,signal
53009,1718285700,1,1.0,2319.97,signal,0.08,,2319.97,53092,1718310600,2303.52,-16.449999999999818,0.16,-16.609999999999815,83,signal
53833,1718717700,1,1.0,2317.04,signal,0.08,,2317.04,53916,1718742600,2329.45,12.409999999999854,0.16,12.249999999999854,83,signal
54370,1718895600,1,1.0,2349.36,signal,0.08,,2349.36,54439,1718916300,2358.8,9.440000000000055,0.16,9.280000000000054,69,signal
54622,1718975100,1,1.0,2367.82,signal,0.08,,2367.82,54705,1719000000,2322.2,-45.620000000000346,0.16,-45.78000000000034,83,signal
55722,1719493800,1,1.0,2319.95,signal,0.08,,2319.95,55805,1719518700,2327.61,7.660000000000309,0.16,7.500000000000309,83,signal
56631,1719951300,1,1.0,2329.04,signal,0.08,,2329.04,56637,1719953100,2329.53,0.49000000000023647,0.16,0.33000000000023644,6,signal
56664,1719965100,1,1.0,2330.98,signal,0.08,,2330.98,56714,1719980100,2329.01,-1.9699999999998,0.16,-2.1299999999998,50,signal
56826,1720013700,1,1.0,2352.37,signal,0.08,,2352.37,56909,1720038600,2354.93,2.5599999999999454,0.16,2.3999999999999453,83,signal
58164,1720616700,1,1.0,2378.38,signal,0.08,,2378.38,58247,1720641600,2372.68,-5.700000000000273,0.16,-5.860000000000273,83,signal
58445,1720704900,1,1.0,2399.63,signal,0.08,,2399.63,58528,1720729800,2417.13,17.5,0.16,17.340000000000003,83,signal
59022,1721058900,1,1.0,2429.9,signal,0.08,,2429.9,59080,1721076300,2422.7,-7.200000000000273,0.16,-7.360000000000273,58,signal
59300,1721146200,1,1.0,2455.98,signal,0.08,,2455.98,59355,1721162700,2466.8,10.820000000000164,0.16,10.660000000000164,55,signal
59382,1721174700,1,1.0,2469.61,signal,0.08,,2469.61,59383,1721175000,2469.2,-0.41000000000030923,0.16,-0.5700000000003093,1,signal
59843,1721316900,-1,1.0,2460.83,signal,0.08,,2460.83,59905,1721335500,2441.32,19.509999999999764,0.16,19.349999999999767,62,signal
60481,1721693100,1,1.0,2395.49,signal,0.08,,2395.49,60539,1721710500,2398.91,3.4200000000000728,0.16,3.2600000000000726,58,signal
60923,1721829600,1,1.0,2421.48,signal,0.08,,2421.48,61004,1721853900,2404.98,-16.5,0.16,-16.659999999999997,81,signal
61827,1722285600,1,1.0,2384.94,signal,0.08,,2384.94,61828,1722285900,2384.3,-0.6399999999998727,0.16,-0.7999999999998726,1,signal
61855,1722297900,1,1.0,2384.15,signal,0.08,,2384.15,61910,1722314400,2384.18,0.02999999999974534,0.16,-0.13000000000025466,55,signal
62028,1722349800,1,1.0,2394.56,signal,0.08,,2394.56,62103,1722372300,2406.24,11.679999999999836,0.16,11.519999999999836,75,signal
62377,1722458400,1,1.0,2449.79,signal,0.08,,2449.79,62378,1722458700,2447.54,-2.25,0.16,-2.41,1,signal
62405,1722470700,1,1.0,2447.47,signal,0.08,,2447.47,62460,1722487200,2443.86,-3.6099999999996726,0.16,-3.7699999999996727,55,signal
62565,1722518700,1,1.0,2445.17,signal,0.08,,2445.17,62648,1722543600,2440.44,-4.730000000000018,0.16,-4.890000000000018,83,signal
62842,1722605700,1,1.0,2473.57,signal,0.08,,2473.57,62925,1722630600,2431.96,-41.61000000000013,0.16,-41.770000000000124,83,signal
64504,1723473900,1,1.0,2452.04,signal,0.08,,2452.04,64576,1723495500,2471.32,19.2800000000002,0.16,19.120000000000203,72,signal
64765,1723556100,1,1.0,2470.37,signal,0.08,,2470.37,64848,1723581000,2465.75,-4.619999999999891,0.16,-4.779999999999891,83,signal
65310,1723727400,1,1.0,2465.63,signal,0.08,,2465.63,65393,1723752300,2459.38,-6.25,0.16,-6.41,83,signal
65583,1723813200,1,1.0,2472.21,signal,0.08,,2472.21,65666,1723838100,2504.13,31.920000000000073,0.16,31.760000000000076,83,signal
66483,1724268000,1,1.0,2518.91,signal,0.08,,2518.91,66500,1724273100,2514.71,-4.199999999999818,0.16,-4.359999999999818,17,signal
66527,1724285100,1,1.0,2514.09,signal,0.08,,2514.09,66566,1724296800,2506.11,-7.980000000000018,0.16,-8.140000000000018,39,signal
66982,1724425500,1,1.0,2510.87,signal,0.08,,2510.87,67048,1724445300,2510.91,0.03999999999996362,0.16,-0.12000000000003638,66,signal
67259,1724685600,-1,1.0,2516.04,signal,0.08,,2516.04,67292,1724695500,2522.36,-6.320000000000164,0.16,-6.480000000000164,33,signal
67292,1724695500,1,1.0,2522.36,signal,0.08,,2522.36,67324,1724705100,2519.43,-2.930000000000291,0.16,-3.090000000000291,32,signal
67351,1724717100,1,1.0,2517.15,signal,0.08,,2517.15,67375,1724724300,2512.81,-4.3400000000001455,0.16,-4.500000000000146,24,signal
67583,1724786700,1,1.0,2523.34,signal,0.08,,2523.34,67599,1724791500,2524.66,1.319999999999709,0.16,1.1599999999997088,16,signal
67626,1724803500,1,1.0,2527.12,signal,0.08,,2527.12,67666,1724815500,2517.06,-10.059999999999945,0.16,-10.219999999999946,40,signal
67799,1724855400,1,1.0,2510.16,signal,0.08,,2510.16,67874,1724877900,2507.92,-2.2399999999997817,0.16,-2.399999999999782,75,signal
68853,1725369300,1,1.0,2498.02,signal,0.08,,2498.02,68936,1725394200,2491.87,-6.150000000000091,0.16,-6.310000000000091,83,signal
68937,1725394500,1,1.0,2491.84,signal,0.08,,2491.84,68943,1725396300,2492.42,0.5799999999999272,0.16,0.4199999999999272,6,signal
68970,1725408300,1,1.0,2492.58,signal,0.08,,2492.58,69020,1725423300,2495.65,3.0700000000001637,0.16,2.9100000000001636,50,signal
69150,1725462300,1,1.0,2493.06,signal,0.08,,2493.06,69218,1725482700,2491.96,-1.099999999999909,0.16,-1.2599999999999092,68,signal
69682,1725629700,1,1.0,2524.39,signal,0.08,,2524.39,69765,1725654600,2494.5,-29.889999999999873,0.16,-30.04999999999987,83,signal
69956,1725888900,1,1.0,2503.53,signal,0.08,,2503.53,70039,1725913800,2503.85,0.31999999999970896,0.16,0.15999999999970893,83,signal
70236,1725976800,1,1.0,2513.88,signal,0.08,,2513.88,70317,1726001100,2514.58,0.6999999999998181,0.16,0.5399999999998182,81,signal
70783,1726148700,1,1.0,2527.61,signal,0.08,,2527.61,70866,1726173600,2557.18,29.56999999999971,0.16,29.409999999999712,83,signal
71065,1726237200,1,1.0,2580.23,signal,0.08,,2580.23,71140,1726259700,2581.98,1.75,0.16,1.5899999999999999,75,signal
71946,1726686300,1,1.0,2582.89,signal,0.08,,2582.89,71966,1726692300,2552.65,-30.23999999999978,0.16,-30.39999999999978,20,signal
71993,1726704300,1,1.0,2558.93,signal,0.08,,2558.93,72029,1726715100,2557.92,-1.0099999999997635,0.16,-1.1699999999997637,36,signal
73029,1727199900,1,1.0,2653.99,signal,0.08,,2653.99,73065,1727210700,2663.76,9.770000000000437,0.16,9.610000000000436,36,signal
73092,1727222700,1,1.0,2657.22,signal,0.08,,2657.22,73112,1727228700,2659.52,2.300000000000182,0.16,2.1400000000001818,20,signal
73261,1727273400,1,1.0,2664.19,signal,0.08,,2664.19,73340,1727297100,2659.65,-4.539999999999964,0.16,-4.699999999999964,79,signal
74365,1727793300,1,1.0,2663.53,signal,0.08,,2663.53,74439,1727815500,2660.38,-3.150000000000091,0.16,-3.310000000000091,74,signal
75123,1728032400,-1,1.0,2661.07,signal,0.08,,2661.07,75206,1728057300,2658.91,2.1600000000003092,0.16,2.000000000000309,83,signal
75375,1728285000,-1,1.0,2640.92,signal,0.08,,2640.92,75458,1728309900,2643.46,-2.5399999999999636,0.16,-2.6999999999999638,83,signal
75840,1728432300,1,1.0,2622.6,signal,0.08,,2622.6,75898,1728449700,2617.04,-5.559999999999945,0.16,-5.719999999999946,58,signal
76547,1728652200,1,1.0,2645.94,signal,0.08,,2645.94,76630,1728677100,2658.1,12.159999999999854,0.16,11.999999999999854,83,signal
77100,1728999000,1,1.0,2655.44,signal,0.08,,2655.44,77183,1729023900,2666.12,10.679999999999836,0.16,10.519999999999836,83,signal
78239,1729529400,-1,1.0,2723.05,signal,0.08,,2723.05,78286,1729543500,2718.8,4.25,0.16,4.09,47,signal
78313,1729555500,-1,1.0,2720.41,signal,0.08,,2720.41,78322,1729558200,2721.43,-1.0199999999999818,0.16,-1.179999999999982,9,signal
78728,1729683900,-1,1.0,2750.84,signal,0.08,,2750.84,78811,1729708800,2714.56,36.2800000000002,0.16,36.1200000000002,83,signal
79013,1729773300,-1,1.0,2737.63,signal,0.08,,2737.63,79096,1729798200,2737.49,0.14000000000032742,0.16,-0.019999999999672585,83,signal
79320,1729869300,1,1.0,2737.72,signal,0.08,,2737.72,79384,1729888500,2742.17,4.450000000000273,0.16,4.290000000000273,64,signal
79835,1730204700,-1,1.0,2748.55,signal,0.08,,2748.55,79864,1730213400,2762.93,-14.379999999999654,0.16,-14.539999999999655,29,signal
79864,1730213400,1,1.0,2762.93,signal,0.08,,2762.93,79935,1730234700,2772.47,9.539999999999964,0.16,9.379999999999963,71,signal
80079,1730281800,-1,1.0,2780.52,signal,0.08,,2780.52,80162,1730306700,2784.0,-3.480000000000018,0.16,-3.6400000000000183,83,signal
80337,1730363100,-1,1.0,2781.39,signal,0.08,,2781.39,80420,1730388000,2756.36,25.029999999999745,0.16,24.86999999999975,83,signal
80622,1730452500,-1,1.0,2752.46,signal,0.08,,2752.46,80705,1730477400,2745.11,7.349999999999909,0.16,7.189999999999909,83,signal
80707,1730478000,-1,1.0,2748.56,signal,0.08,,2748.56,80758,1730493300,2734.76,13.799999999999727,0.16,13.639999999999727,51,signal
80786,1730678700,-1,1.0,2739.8,signal,0.08,,2739.8,80790,1730679900,2739.01,0.7899999999999636,0.16,0.6299999999999637,4,signal
80896,1730711700,-1,1.0,2733.84,signal,0.08,,2733.84,81034,1730753100,2737.32,-3.480000000000018,0.16,-3.6400000000000183,138,signal
81061,1730765100,-1,1.0,2735.77,signal,0.08,,2735.77,81062,1730765400,2734.45,1.3200000000001637,0.16,1.1600000000001636,1,signal
81196,1730805600,-1,1.0,2739.57,signal,0.08,,2739.57,81279,1730830500,2741.93,-2.3599999999996726,0.16,-2.5199999999996727,83,signal
81420,1730876700,-1,1.0,2712.14,signal,0.08,,2712.14,81503,1730901600,2664.23,47.909999999999854,0.16,47.74999999999986,83,signal
81768,1730985000,1,1.0,2676.82,signal,0.08,,2676.82,81851,1731009900,2699.47,22.649999999999636,0.16,22.48999999999964,83,signal
81855,1731011100,1,1.0,2709.83,signal,0.08,,2709.83,81859,1731012300,2703.63,-6.199999999999818,0.16,-6.359999999999818,4,signal
81886,1731024300,1,1.0,2707.9,signal,0.08,,2707.9,81938,1731039900,2694.18,-13.720000000000255,0.16,-13.880000000000255,52,signal
82052,1731074100,1,1.0,2700.57,signal,0.08,,2700.57,82132,1731098100,2687.56,-13.010000000000218,0.16,-13.170000000000218,80,signal
82388,1731351900,1,1.0,2620.03,signal,0.08,,2620.03,82408,1731357900,2625.26,5.230000000000018,0.16,5.070000000000018,20,signal
82435,1731369900,1,1.0,2622.93,signal,0.08,,2622.93,82471,1731380700,2622.98,0.0500000000001819,0.16,-0.1099999999998181,36,signal
82872,1731504900,1,1.0,2612.05,signal,0.08,,2612.05,82955,1731529800,2575.85,-36.20000000000027,0.16,-36.36000000000027,83,signal
83696,1731936900,1,1.0,2601.45,signal,0.08,,2601.45,83779,1731961800,2610.36,8.91000000000031,0.16,8.750000000000309,83,signal
84240,1732107900,1,1.0,2632.98,signal,0.08,,2632.98,84323,1732132800,2650.92,17.940000000000055,0.16,17.780000000000058,83,signal
85340,1732626600,1,1.0,2638.75,signal,0.08,,2638.75,85423,1732651500,2628.75,-10.0,0.16,-10.16,83,signal
86472,1733171700,1,1.0,2643.61,signal,0.08,,2643.61,86474,1733172300,2641.67,-1.9400000000000546,0.16,-2.1000000000000547,2,signal
86501,1733184300,1,1.0,2642.55,signal,0.08,,2642.55,86555,1733200500,2641.71,-0.8400000000001455,0.16,-1.0000000000001454,54,signal
86666,1733233800,1,1.0,2650.09,signal,0.08,,2650.09,86749,1733258700,2642.82,-7.269999999999982,0.16,-7.429999999999982,83,signal
87776,1733755500,1,1.0,2672.5,signal,0.08,,2672.5,87848,1733777100,2657.91,-14.590000000000146,0.16,-14.750000000000146,72,signal
90258,1734708300,1,1.0,2624.98,signal,0.08,,2624.98,90320,1734726900,2625.39,0.4099999999998545,0.16,0.24999999999985445,62,signal
90832,1735061400,1,1.0,2619.21,signal,0.08,,2619.21,90847,1735167900,2616.83,-2.380000000000109,0.16,-2.5400000000001093,15,session
90859,1735171500,1,1.0,2619.12,signal,0.08,,2619.12,90915,1735188300,2628.77,9.650000000000091,0.16,9.49000000000009,56,signal
91040,1735225800,1,1.0,2633.52,signal,0.08,,2633.52,91107,1735245900,2634.32,0.8000000000001819,0.16,0.640000000000182,67,signal
91858,1735656000,1,1.0,2616.66,signal,0.08,,2616.66,91931,1735677900,2622.78,6.120000000000346,0.16,5.9600000000003455,73,signal
92938,1736255100,1,1.0,2652.94,signal,0.08,,2652.94,93021,1736280000,2649.35,-3.5900000000001455,0.16,-3.7500000000001457,83,signal
94391,1736883600,1,1.0,2676.0,signal,0.08,,2676.0,94404,1736887500,2673.71,-2.2899999999999636,0.16,-2.4499999999999638,13,signal
94431,1736899500,1,1.0,2675.08,signal,0.08,,2675.08,94474,1736912400,2675.72,0.6399999999998727,0.16,0.4799999999998727,43,signal
94593,1736948100,1,1.0,2687.75,signal,0.08,,2687.75,94676,1736973000,2695.54,7.789999999999964,0.16,7.6299999999999635,83,signal
