entry_i,entry_time,side,oz,entry_px,signal_expiry_i,exit_time,exit_px,gross_pnl,costs,net_pnl,exit_reason,bars_held
100348,1739457900,-1,1.0,2914.38,100431,1739480100,2927.81,-13.429999999999836,0.16,-13.589999999999836,session,73
100598,1739536800,-1,1.0,2929.57,100681,1739562000,2882.68,46.89000000000033,0.16,46.73000000000033,signal,84
105263,1741704000,1,1.0,2919.05,105346,1741726500,2919.69,0.6399999999998727,0.16,0.47999999999987264,session,74
105525,1741786500,1,1.0,2920.83,105608,1741811700,2933.83,13.0,0.16,12.84,signal,84
105826,1741880700,1,1.0,2964.89,105909,1741899300,2984.57,19.68000000000029,0.16,19.52000000000029,session,61
106973,1742413500,1,1.0,3047.97,107056,1742417700,3047.94,-0.02999999999974534,0.16,-0.18999999999974534,session,13
107011,1742428800,1,1.0,3050.2,107056,1742442600,3046.09,-4.109999999999673,0.16,-4.269999999999673,signal,46
108016,1742915100,1,1.0,3033.77,108099,1742936100,3019.09,-14.679999999999836,0.16,-14.839999999999836,session,69
109045,1743412500,-1,1.0,3124.88,109128,1743437700,3125.04,-0.15999999999985448,0.16,-0.3199999999998545,signal,84
109313,1743496800,-1,1.0,3128.02,109396,1743522000,3127.96,0.05999999999994543,0.16,-0.10000000000005457,signal,84
109404,1743524100,-1,1.0,3131.05,109487,1743540900,3117.82,13.230000000000018,0.16,13.070000000000018,session,55
109484,1743552000,-1,1.0,3111.35,109487,1743553200,3113.07,-1.7200000000002547,0.16,-1.8800000000002546,signal,4
109569,1743577500,-1,1.0,3117.91,109652,1743602700,3122.73,-4.820000000000164,0.16,-4.980000000000164,signal,84
109684,1743612000,-1,1.0,3126.94,109767,1743627300,3124.76,2.1799999999998363,0.16,2.019999999999836,session,50
109759,1743638400,-1,1.0,3145.75,109767,1743641100,3161.06,-15.309999999999945,0.16,-15.469999999999946,signal,9
109845,1743664200,-1,1.0,3130.85,109928,1743689400,3064.69,66.15999999999985,0.16,65.99999999999986,signal,84
109941,1743693000,1,1.0,3106.0,110024,1743713700,3105.58,-0.42000000000007276,0.16,-0.5800000000000728,session,68
111331,1744302600,1,1.0,3170.73,111414,1744318500,3176.22,5.489999999999782,0.16,5.329999999999782,session,52
111409,1744329600,1,1.0,3189.04,111414,1744331400,3188.37,-0.6700000000000728,0.16,-0.8300000000000728,signal,6
111797,1744623000,-1,1.0,3224.66,111880,1744648200,3205.81,18.84999999999991,0.16,18.68999999999991,signal,84
112183,1744742700,1,1.0,3228.84,112266,1744750500,3228.75,-0.09000000000014552,0.16,-0.25000000000014555,session,25
112233,1744761600,1,1.0,3241.44,112266,1744771800,3267.17,25.730000000000018,0.16,25.570000000000018,signal,34
112369,1744802400,-1,1.0,3302.33,112452,1744827600,3328.94,-26.610000000000127,0.16,-26.770000000000127,signal,84
112605,1744877100,-1,1.0,3329.75,112688,1744895700,3336.43,-6.679999999999836,0.16,-6.839999999999836,signal,62
112667,1744895700,1,1.0,3336.43,112750,1744920900,3315.59,-20.83999999999969,0.16,-20.99999999999969,signal,84
112954,1745244300,1,1.0,3421.13,113037,1745268900,3420.19,-0.9400000000000546,0.16,-1.1000000000000545,session,81
113172,1745313600,-1,1.0,3466.96,113255,1745338800,3423.75,43.210000000000036,0.16,43.05000000000004,signal,84
113258,1745339400,-1,1.0,3412.65,113341,1745355300,3376.01,36.63999999999987,0.16,36.479999999999876,session,52
113335,1745366400,-1,1.0,3328.02,113341,1745368500,3336.34,-8.320000000000164,0.16,-8.480000000000164,signal,7
114132,1745613600,1,1.0,3303.93,114215,1745613900,3308.55,4.620000000000346,0.16,4.4600000000003455,session,0
114158,1745798400,1,1.0,3310.68,114215,1745815800,3293.14,-17.539999999999964,0.16,-17.699999999999964,signal,58
114343,1745853900,1,1.0,3313.3,114426,1745873700,3350.64,37.33999999999969,0.16,37.179999999999694,session,65
114884,1746024000,1,1.0,3319.26,114967,1746046500,3293.55,-25.710000000000036,0.16,-25.870000000000037,session,74
115778,1746477000,1,1.0,3336.37,115861,1746478500,3332.15,-4.2199999999998,0.16,-4.3799999999998,session,4
115807,1746489600,1,1.0,3330.75,115861,1746506100,3362.09,31.340000000000146,0.16,31.180000000000145,signal,55
115978,1746540900,1,1.0,3394.5,116061,1746564900,3423.13,28.63000000000011,0.16,28.47000000000011,session,79
116206,1746613200,-1,1.0,3378.46,116289,1746638400,3380.53,-2.0700000000001637,0.16,-2.230000000000164,signal,84
116441,1746687600,-1,1.0,3355.55,116524,1746712800,3356.11,-0.5599999999999454,0.16,-0.7199999999999455,signal,84
116557,1746722400,-1,1.0,3345.02,116640,1746737700,3309.24,35.7800000000002,0.16,35.6200000000002,session,50
116632,1746748800,-1,1.0,3323.73,116640,1746751500,3317.26,6.4699999999998,0.16,6.3099999999998,signal,9
116755,1746785700,-1,1.0,3327.15,116838,1746810900,3346.8,-19.65000000000009,0.16,-19.81000000000009,signal,84
116991,1747033500,-1,1.0,3278.22,117074,1747058700,3236.16,42.059999999999945,0.16,41.89999999999995,signal,84
117076,1747059000,1,1.0,3241.31,117159,1747083300,3235.7,-5.610000000000127,0.16,-5.7700000000001275,session,80
118718,1747748100,1,1.0,3248.16,118801,1747773300,3289.67,41.51000000000022,0.16,41.35000000000022,signal,84
119537,1748005500,1,1.0,3348.94,119620,1748030700,3365.7,16.759999999999764,0.16,16.599999999999763,signal,84
120609,1748524800,1,1.0,3308.84,120692,1748550000,3317.88,9.039999999999964,0.16,8.879999999999963,signal,84
121736,1749051600,1,1.0,3378.65,121819,1749070500,3372.97,-5.680000000000291,0.16,-5.840000000000291,session,62
122581,1749489900,1,1.0,3334.33,122664,1749502500,3327.63,-6.699999999999818,0.16,-6.859999999999818,session,41
122647,1749513600,1,1.0,3323.7,122664,1749519000,3320.78,-2.919999999999618,0.16,-3.079999999999618,signal,18
122894,1749587700,1,1.0,3333.49,122977,1749588900,3329.55,-3.9399999999996,0.16,-4.0999999999996,session,3
122922,1749600000,1,1.0,3324.52,122977,1749616800,3340.59,16.070000000000164,0.16,15.910000000000164,signal,56
123085,1749648900,1,1.0,3355.67,123168,1749674100,3349.05,-6.619999999999891,0.16,-6.779999999999891,signal,84
123641,1749823500,1,1.0,3439.19,123724,1749847500,3434.65,-4.539999999999964,0.16,-4.699999999999964,session,79
124992,1750430400,1,1.0,3364.26,125075,1750452300,3365.71,1.449999999999818,0.16,1.2899999999998182,session,72
125246,1750683600,1,1.0,3380.76,125329,1750708800,3378.63,-2.130000000000109,0.16,-2.2900000000001093,signal,84
125613,1750797600,1,1.0,3323.82,125696,1750798500,3323.38,-0.44000000000005457,0.16,-0.6000000000000546,session,2
125640,1750809600,1,1.0,3321.58,125696,1750826700,3329.9,8.320000000000164,0.16,8.160000000000164,signal,57
126077,1750944600,1,1.0,3342.99,126160,1750969800,3331.01,-11.979999999999563,0.16,-12.139999999999564,signal,84
126707,1751314500,1,1.0,3303.15,126790,1751316900,3307.78,4.630000000000109,0.16,4.470000000000109,session,7
126739,1751328000,1,1.0,3311.51,126790,1751343600,3318.42,6.9099999999998545,0.16,6.749999999999854,signal,52
127255,1751486700,1,1.0,3356.37,127338,1751489700,3357.7,1.3299999999999272,0.16,1.1699999999999273,session,9
127289,1751500800,1,1.0,3361.96,127338,1751515800,3349.8,-12.159999999999854,0.16,-12.319999999999855,signal,50
128010,1751912100,1,1.0,3331.23,128093,1751921700,3338.66,7.429999999999836,0.16,7.269999999999836,session,31
128066,1751932800,1,1.0,3339.84,128093,1751941200,3331.86,-7.980000000000018,0.16,-8.140000000000018,signal,28
128857,1752177900,1,1.0,3322.61,128940,1752180900,3324.5,1.8899999999998727,0.16,1.7299999999998728,session,9
128891,1752192000,1,1.0,3323.17,128940,1752207000,3334.73,11.559999999999945,0.16,11.399999999999945,signal,50
129909,1752682200,1,1.0,3351.39,129992,1752699300,3347.4,-3.9899999999997817,0.16,-4.149999999999782,session,56
129990,1752710400,1,1.0,3349.65,129992,1752711300,3349.16,-0.49000000000023647,0.16,-0.6500000000002365,signal,3
130695,1753102800,1,1.0,3375.38,130778,1753128000,3395.5,20.11999999999989,0.16,19.95999999999989,signal,84
130975,1753190700,1,1.0,3400.08,131058,1753215900,3431.75,31.670000000000073,0.16,31.510000000000073,signal,84
133176,1754055300,1,1.0,3328.13,133259,1754081100,3360.32,32.190000000000055,0.16,32.03000000000006,session,85
133287,1754265600,1,1.0,3359.24,133343,1754282700,3357.85,-1.3899999999998727,0.16,-1.5499999999998726,signal,57
133465,1754319000,1,1.0,3381.63,133548,1754340900,3375.2,-6.430000000000291,0.16,-6.590000000000291,session,72
133737,1754404500,1,1.0,3376.13,133820,1754427300,3380.51,4.380000000000109,0.16,4.220000000000109,session,75
134359,1754598900,1,1.0,3396.83,134442,1754600100,3399.35,2.519999999999982,0.16,2.3599999999999817,session,3
134387,1754611200,1,1.0,3404.38,134442,1754628000,3396.86,-7.519999999999982,0.16,-7.679999999999982,signal,56
134550,1754660100,1,1.0,3398.88,134633,1754685300,3395.69,-3.1900000000000546,0.16,-3.3500000000000547,signal,84
135134,1755016200,1,1.0,3354.77,135217,1755032100,3347.15,-7.619999999999891,0.16,-7.779999999999891,session,52
135211,1755043200,1,1.0,3350.49,135217,1755045300,3351.01,0.5200000000004366,0.16,0.3600000000004365,signal,7
136742,1755695100,1,1.0,3334.52,136825,1755720300,3345.38,10.860000000000127,0.16,10.700000000000127,signal,84
137018,1755781800,1,1.0,3341.0,137101,1755807000,3339.76,-1.2399999999997817,0.16,-1.3999999999997816,signal,84
137316,1755875100,1,1.0,3348.03,137399,1755895500,3370.13,22.09999999999991,0.16,21.93999999999991,session,67
137926,1756239000,1,1.0,3387.79,138009,1756241700,3390.57,2.7800000000002,0.16,2.6200000000002,session,8
137959,1756252800,1,1.0,3391.11,138009,1756268100,3384.05,-7.059999999999945,0.16,-7.219999999999946,signal,51
138171,1756316400,1,1.0,3394.88,138254,1756328100,3395.22,0.33999999999969077,0.16,0.17999999999969077,session,38
138234,1756339200,1,1.0,3395.85,138254,1756345500,3397.53,1.680000000000291,0.16,1.5200000000002911,signal,21
138392,1756386600,1,1.0,3408.11,138475,1756411800,3419.02,10.909999999999854,0.16,10.749999999999854,signal,84
138678,1756476300,1,1.0,3417.43,138761,1756500300,3448.11,30.68000000000029,0.16,30.52000000000029,session,79
139185,1756818300,1,1.0,3493.23,139268,1756843500,3531.79,38.559999999999945,0.16,38.39999999999995,signal,84
139271,1756844100,1,1.0,3535.94,139354,1756846500,3533.79,-2.150000000000091,0.16,-2.310000000000091,session,7
139303,1756857600,1,1.0,3529.4,139354,1756873200,3532.75,3.349999999999909,0.16,3.189999999999909,signal,52
139738,1756992000,1,1.0,3547.63,139821,1757017200,3549.18,1.5499999999997272,0.16,1.3899999999997272,signal,84
140016,1757079300,1,1.0,3577.24,140099,1757104500,3593.82,16.580000000000382,0.16,16.420000000000382,signal,84
140296,1757340300,1,1.0,3625.86,140379,1757364900,3636.71,10.849999999999909,0.16,10.689999999999909,session,81
141115,1757597700,1,1.0,3638.95,141198,1757622900,3636.18,-2.769999999999982,0.16,-2.929999999999982,signal,84
141677,1757947200,1,1.0,3661.85,141760,1757969700,3681.69,19.840000000000146,0.16,19.680000000000145,session,74
142827,1758307800,1,1.0,3676.77,142910,1758314700,3683.14,6.369999999999891,0.16,6.209999999999891,session,22
142875,1758499200,1,1.0,3688.36,142910,1758510000,3689.3,0.9400000000000546,0.16,0.7800000000000545,signal,36
143554,1758710700,-1,1.0,3767.86,143637,1758735900,3739.03,28.829999999999927,0.16,28.669999999999927,signal,84
143936,1758829200,1,1.0,3755.18,144019,1758833700,3747.56,-7.619999999999891,0.16,-7.779999999999891,session,14
143975,1758844800,1,1.0,3748.87,144019,1758858300,3738.73,-10.139999999999873,0.16,-10.299999999999873,signal,45
144087,1758878400,-1,1.0,3750.13,144170,1758899400,3774.38,-24.25,0.16,-24.41,signal,70
144157,1758899400,1,1.0,3774.38,144240,1758919500,3768.74,-5.640000000000327,0.16,-5.800000000000328,session,66
144366,1759139100,-1,1.0,3816.34,144449,1759150800,3828.95,-12.609999999999673,0.16,-12.769999999999673,signal,39
144405,1759150800,1,1.0,3828.95,144488,1759158000,3821.42,-7.529999999999745,0.16,-7.6899999999997455,signal,24
144429,1759158000,-1,1.0,3821.42,144512,1759179300,3829.15,-7.730000000000018,0.16,-7.890000000000018,session,70
144635,1759223700,-1,1.0,3837.94,144718,1759245300,3843.8,-5.860000000000127,0.16,-6.0200000000001275,signal,72
144707,1759245300,1,1.0,3843.8,144790,1759265700,3859.67,15.86999999999989,0.16,15.70999999999989,session,67
144896,1759305900,-1,1.0,3861.23,144979,1759331100,3870.8,-9.570000000000164,0.16,-9.730000000000164,signal,84
144983,1759332000,-1,1.0,3872.99,145066,1759352100,3868.54,4.449999999999818,0.16,4.289999999999818,session,66
145273,1759422900,-1,1.0,3828.74,145356,1759438500,3856.14,-27.40000000000009,0.16,-27.56000000000009,session,51
145349,1759449600,-1,1.0,3857.13,145356,1759452000,3861.32,-4.190000000000055,0.16,-4.350000000000055,signal,8
145522,1759501500,1,1.0,3882.53,145605,1759510200,3887.03,4.5,0.16,4.34,signal,29
145551,1759510200,-1,1.0,3887.03,145634,1759524300,3886.76,0.2699999999999818,0.16,0.1099999999999818,session,46
145623,1759708800,-1,1.0,3899.38,145634,1759712400,3909.79,-10.409999999999854,0.16,-10.569999999999855,signal,12
145722,1759738500,-1,1.0,3934.87,145805,1759763700,3948.57,-13.700000000000273,0.16,-13.860000000000273,signal,84
145992,1759823400,-1,1.0,3959.66,146075,1759846200,3984.64,-24.980000000000018,0.16,-25.14000000000002,signal,76
146068,1759846200,1,1.0,3984.64,146151,1759870500,3980.96,-3.6799999999998363,0.16,-3.8399999999998364,session,80
146329,1759928400,-1,1.0,4038.07,146412,1759953600,4050.06,-11.989999999999782,0.16,-12.149999999999782,signal,84
146551,1759998900,-1,1.0,4028.67,146634,1760024100,4005.84,22.829999999999927,0.16,22.669999999999927,signal,84
146643,1760026500,-1,1.0,4025.37,146726,1760043300,3975.4,49.9699999999998,0.16,49.8099999999998,session,55
146723,1760054400,-1,1.0,3975.35,146726,1760055600,3977.04,-1.6900000000000546,0.16,-1.8500000000000545,signal,4
146824,1760084700,-1,1.0,3963.18,146907,1760109900,3985.35,-22.170000000000073,0.16,-22.330000000000073,signal,84
147101,1760344800,-1,1.0,4072.19,147184,1760370000,4098.12,-25.929999999999836,0.16,-26.089999999999836,signal,84
147204,1760375700,1,1.0,4115.77,147287,1760388900,4110.38,-5.390000000000327,0.16,-5.550000000000328,session,43
147272,1760400000,1,1.0,4114.62,147287,1760404800,4120.83,6.210000000000036,0.16,6.050000000000036,signal,16
147373,1760430300,-1,1.0,4121.59,147456,1760455500,4128.97,-7.380000000000109,0.16,-7.540000000000109,signal,84
147683,1760527200,-1,1.0,4202.8,147766,1760552400,4189.11,13.69000000000051,0.16,13.53000000000051,signal,84
147914,1760600400,-1,1.0,4222.46,147997,1760625600,4252.78,-30.31999999999971,0.16,-30.47999999999971,signal,84
148194,1760688300,-1,1.0,4353.3,148277,1760713500,4238.77,114.52999999999975,0.16,114.36999999999975,signal,84
148288,1760716500,-1,1.0,4259.87,148371,1760733900,4221.71,38.159999999999854,0.16,37.99999999999986,session,57
148371,1760918400,-1,1.0,4255.82,148371,1760918700,4254.72,1.0999999999994543,0.16,0.9399999999994543,signal,1
148464,1760946300,-1,1.0,4234.19,148547,1760966400,4293.16,-58.970000000000255,0.16,-59.13000000000025,signal,67
148531,1760966400,1,1.0,4293.16,148614,1760991600,4367.01,73.85000000000036,0.16,73.69000000000037,signal,84
148730,1761030000,-1,1.0,4323.17,148813,1761055200,4211.3,111.86999999999989,0.16,111.7099999999999,signal,84
148818,1761056400,-1,1.0,4203.8,148901,1761080100,4102.09,101.71000000000004,0.16,101.55000000000004,session,78
149041,1761127200,-1,1.0,4070.54,149124,1761152400,4037.07,33.4699999999998,0.16,33.3099999999998,signal,84
149167,1761165000,1,1.0,4105.46,149250,1761166500,4101.86,-3.600000000000364,0.16,-3.760000000000364,session,4
149196,1761177600,1,1.0,4102.26,149250,1761194100,4090.76,-11.5,0.16,-11.66,signal,55
149307,1761210900,-1,1.0,4111.33,149390,1761229800,4147.29,-35.960000000000036,0.16,-36.12000000000003,signal,63
149370,1761229800,1,1.0,4147.29,149453,1761252900,4119.77,-27.519999999999527,0.16,-27.679999999999527,session,76
149555,1761289200,-1,1.0,4104.44,149638,1761312900,4089.39,15.049999999999727,0.16,14.889999999999727,signal,79
149634,1761312900,1,1.0,4089.39,149717,1761338100,4111.89,22.500000000000455,0.16,22.340000000000455,signal,84
149855,1761556200,-1,1.0,4065.97,149938,1761581400,3974.61,91.35999999999967,0.16,91.19999999999968,signal,84
150812,1761855000,1,1.0,4025.09,150895,1761857700,4024.02,-1.0700000000001637,0.16,-1.2300000000001636,session,8
150845,1761868800,1,1.0,4037.97,150895,1761884100,3994.29,-43.679999999999836,0.16,-43.83999999999983,signal,51
151009,1761918000,1,1.0,4026.05,151092,1761943200,3996.16,-29.890000000000327,0.16,-30.050000000000328,signal,84
152418,1762533300,1,1.0,4017.99,152501,1762548300,4001.17,-16.81999999999971,0.16,-16.97999999999971,session,49
152493,1762732800,1,1.0,4011.85,152501,1762735500,4016.53,4.680000000000291,0.16,4.520000000000291,signal,9
152650,1762779900,1,1.0,4104.94,152733,1762805100,4113.95,9.010000000000218,0.16,8.850000000000218,signal,84
153226,1762960500,1,1.0,4161.84,153309,1762980900,4195.89,34.05000000000018,0.16,33.890000000000185,session,67
154306,1763473200,1,1.0,4065.91,154389,1763498400,4072.74,6.829999999999927,0.16,6.669999999999927,signal,84
154849,1763643900,1,1.0,4087.77,154932,1763669100,4082.06,-5.710000000000036,0.16,-5.8700000000000365,signal,84
155170,1763744100,1,1.0,4093.75,155253,1763757900,4059.17,-34.57999999999993,0.16,-34.739999999999924,session,45
155241,1763942400,1,1.0,4075.14,155253,1763946300,4062.97,-12.170000000000073,0.16,-12.330000000000073,signal,13
155465,1764009600,1,1.0,4111.68,155548,1764017700,4130.2,18.519999999999527,0.16,18.359999999999527,session,26
155516,1764028800,1,1.0,4143.73,155548,1764038700,4152.11,8.38000000000011,0.16,8.220000000000109,signal,33
156475,1764338400,1,1.0,4182.49,156558,1764544200,4209.19,26.699999999999818,0.16,26.539999999999818,data_gap,69
156555,1764547200,1,1.0,4221.87,156558,1764548400,4221.55,-0.31999999999970896,0.16,-0.479999999999709,signal,4
156987,1764680700,1,1.0,4211.52,157070,1764705900,4197.58,-13.94000000000051,0.16,-14.10000000000051,signal,84
157078,1764708000,1,1.0,4210.18,157161,1764708900,4207.93,-2.25,0.16,-2.41,session,2
157105,1764720000,1,1.0,4212.72,157161,1764737100,4223.94,11.219999999999345,0.16,11.059999999999345,signal,57
157266,1764768300,1,1.0,4220.23,157349,1764793500,4208.68,-11.549999999999272,0.16,-11.709999999999273,signal,84
157817,1764941400,1,1.0,4232.99,157900,1764966600,4203.01,-29.979999999999563,0.16,-30.139999999999564,signal,84
158708,1765393500,1,1.0,4206.4,158791,1765400100,4232.22,25.82000000000062,0.16,25.66000000000062,session,21
158754,1765411200,1,1.0,4232.39,158791,1765422600,4213.65,-18.74000000000069,0.16,-18.90000000000069,signal,38
158930,1765464000,1,1.0,4239.79,159013,1765486500,4274.28,34.48999999999978,0.16,34.329999999999785,session,74
159734,1765890000,1,1.0,4294.54,159817,1765915200,4310.77,16.230000000000473,0.16,16.070000000000473,signal,84
160012,1765977300,1,1.0,4323.25,160095,1766002500,4339.17,15.920000000000073,0.16,15.760000000000073,signal,84
160291,1766064900,1,1.0,4329.65,160374,1766090100,4335.15,5.5,0.16,5.34,signal,84
160834,1766408700,1,1.0,4417.93,160917,1766433900,4436.55,18.61999999999989,0.16,18.45999999999989,signal,84
161109,1766495100,1,1.0,4493.08,161192,1766520300,4491.41,-1.6700000000000728,0.16,-1.8300000000000727,signal,84
162453,1767189000,1,1.0,4339.61,162536,1767214200,4316.07,-23.539999999999964,0.16,-23.699999999999964,signal,84
163017,1767625500,1,1.0,4452.04,163100,1767646500,4442.16,-9.88000000000011,0.16,-10.04000000000011,session,69
163907,1767904200,1,1.0,4470.72,163990,1767905700,4474.39,3.6700000000000728,0.16,3.5100000000000726,session,4
163937,1767916800,1,1.0,4475.71,163990,1767933000,4462.89,-12.819999999999709,0.16,-12.979999999999709,signal,54
164370,1768223400,1,1.0,4601.28,164453,1768248600,4600.55,-0.7299999999995634,0.16,-0.8899999999995635,signal,84
164644,1768309200,1,1.0,4593.47,164727,1768334400,4597.64,4.170000000000073,0.16,4.010000000000073,signal,84
166563,1769092500,1,1.0,4842.49,166646,1769115300,4921.09,78.60000000000036,0.16,78.44000000000037,session,75
167457,1769544300,1,1.0,5119.05,167540,1769547300,5176.65,57.599999999999454,0.16,57.43999999999946,session,9
167492,1769558400,1,1.0,5172.05,167540,1769573100,5239.52,67.47000000000025,0.16,67.31000000000026,signal,49
167619,1769596500,-1,1.0,5273.72,167702,1769621700,5293.5,-19.779999999999745,0.16,-19.939999999999745,signal,84
167739,1769632500,1,1.0,5358.89,167822,1769633700,5369.37,10.479999999999563,0.16,10.319999999999563,session,3
167768,1769644800,1,1.0,5512.57,167822,1769661300,5561.96,49.39000000000033,0.16,49.23000000000033,signal,55
167869,1769675100,-1,1.0,5530.28,167952,1769700300,5295.55,234.72999999999956,0.16,234.56999999999957,signal,84
167966,1769704200,-1,1.0,5289.97,168049,1769720100,5390.69,-100.71999999999935,0.16,-100.87999999999934,session,52
168044,1769731200,-1,1.0,5438.42,168049,1769733000,5426.68,11.739999999999782,0.16,11.579999999999782,signal,6
168133,1769757900,-1,1.0,5179.01,168216,1769783100,5070.76,108.25,0.16,108.09,signal,84
168498,1770043800,-1,1.0,4732.8,168581,1770065700,4663.41,69.39000000000033,0.16,69.23000000000033,session,72
168993,1770199500,-1,1.0,5051.48,169076,1770224700,4912.97,138.5099999999993,0.16,138.3499999999993,signal,84
169581,1770383100,1,1.0,4926.38,169664,1770408300,4955.13,28.75,0.16,28.59,signal,84
170363,1770801300,-1,1.0,5051.67,170446,1770826500,5056.08,-4.4099999999998545,0.16,-4.569999999999855,signal,84
170615,1770880500,-1,1.0,5063.04,170698,1770905700,5065.73,-2.6899999999996,0.16,-2.8499999999996,signal,84
170720,1770912000,-1,1.0,5060.42,170803,1770915300,4931.87,128.55000000000018,0.16,128.39000000000019,data_gap,7
170728,1770915300,-1,1.0,4939.63,170803,1770929700,4919.81,19.81999999999971,0.16,19.65999999999971,session,47
170801,1770940800,-1,1.0,4920.18,170803,1770941700,4942.0,-21.81999999999971,0.16,-21.97999999999971,signal,3
170891,1770967800,-1,1.0,4968.5,170974,1770993000,5002.68,-34.18000000000029,0.16,-34.34000000000029,signal,84
171222,1771243500,-1,1.0,5002.8,171305,1771268700,4995.65,7.150000000000546,0.16,6.9900000000005456,signal,84
171408,1771311900,-1,1.0,4910.96,171491,1771337100,4871.85,39.10999999999967,0.16,38.949999999999676,signal,84
171495,1771338000,-1,1.0,4893.28,171578,1771361700,4882.67,10.609999999999673,0.16,10.449999999999672,session,78
171710,1771406100,-1,1.0,4917.11,171793,1771419600,4943.52,-26.410000000000764,0.16,-26.570000000000764,signal,45
171755,1771419600,1,1.0,4943.52,171838,1771444800,4980.12,36.599999999999454,0.16,36.43999999999946,signal,84
172005,1771498200,-1,1.0,4990.16,172088,1771523400,4991.58,-1.4200000000000728,0.16,-1.5800000000000727,signal,84
172603,1771857600,1,1.0,5184.08,172686,1771880100,5234.29,50.210000000000036,0.16,50.05000000000004,session,74
172920,1771956300,1,1.0,5167.29,173003,1771966500,5163.71,-3.5799999999999272,0.16,-3.7399999999999274,session,33
172979,1771977600,1,1.0,5146.56,173003,1771985100,5183.37,36.80999999999949,0.16,36.649999999999494,signal,25
173689,1772197800,1,1.0,5211.51,173772,1772223000,5251.21,39.69999999999982,0.16,39.53999999999982,signal,84
175074,1772804100,1,1.0,5123.9,175157,1772829300,5151.31,27.410000000000764,0.16,27.250000000000764,signal,84
175424,1773081900,1,1.0,5118.08,175507,1773089700,5135.21,17.13000000000011,0.16,16.97000000000011,session,25
175475,1773100800,1,1.0,5139.78,175507,1773110700,5182.61,42.82999999999993,0.16,42.66999999999993,signal,33
175632,1773147900,1,1.0,5195.66,175715,1773173100,5196.83,1.1700000000000728,0.16,1.0100000000000728,signal,84
176805,1773687000,1,1.0,5015.6,176888,1773694500,5006.43,-9.170000000000073,0.16,-9.330000000000073,session,24
176855,1773705600,1,1.0,5012.86,176888,1773715800,5024.75,11.890000000000327,0.16,11.730000000000327,signal,34
177636,1773947100,1,1.0,4635.22,177719,1773953700,4657.36,22.139999999999418,0.16,21.979999999999418,session,21
177683,1773964800,1,1.0,4643.79,177719,1773975900,4707.37,63.57999999999993,0.16,63.41999999999993,signal,37
178480,1774383900,1,1.0,4464.16,178563,1774385700,4481.03,16.86999999999989,0.16,16.70999999999989,session,5
178511,1774396800,1,1.0,4546.79,178563,1774409400,4575.53,28.73999999999978,0.16,28.57999999999978,data_gap,38
178550,1774409400,1,1.0,4575.53,178563,1774413600,4572.1,-3.4299999999993815,0.16,-3.5899999999993817,signal,14
179027,1774556100,1,1.0,4397.29,179110,1774558500,4376.01,-21.279999999999745,0.16,-21.439999999999745,session,7
179060,1774569600,1,1.0,4404.97,179110,1774584900,4433.92,28.949999999999818,0.16,28.789999999999818,signal,51
179229,1774620300,1,1.0,4457.72,179312,1774644300,4505.8,48.07999999999993,0.16,47.91999999999993,session,79
179781,1774965900,1,1.0,4614.04,179864,1774990500,4665.55,51.51000000000022,0.16,51.35000000000022,session,81
180928,1775583600,1,1.0,4679.14,181011,1775595300,4708.82,29.67999999999938,0.16,29.51999999999938,session,38
180992,1775606400,1,1.0,4833.4,181011,1775612400,4798.44,-34.960000000000036,0.16,-35.12000000000003,signal,20
181433,1775742300,1,1.0,4775.81,181516,1775767500,4764.49,-11.320000000000618,0.16,-11.480000000000619,signal,84
182302,1776186600,1,1.0,4829.55,182385,1776200100,4841.99,12.4399999999996,0.16,12.2799999999996,session,44
182372,1776211200,1,1.0,4837.31,182385,1776215400,4840.85,3.5399999999999636,0.16,3.3799999999999635,signal,14
183080,1776430800,1,1.0,4846.66,183163,1776456000,4854.53,7.869999999999891,0.16,7.709999999999891,signal,84
184475,1777040100,1,1.0,4731.21,184558,1777063500,4707.5,-23.710000000000036,0.16,-23.870000000000037,session,77
185852,1777644000,1,1.0,4625.75,185935,1777668300,4613.78,-11.970000000000255,0.16,-12.130000000000255,session,80
187496,1778504400,1,1.0,4700.05,187579,1778529600,4733.66,33.60999999999967,0.16,33.449999999999676,signal,84
187841,1778611500,1,1.0,4695.44,187924,1778619300,4713.65,18.210000000000036,0.16,18.050000000000036,session,25
187892,1778630400,1,1.0,4717.11,187924,1778640300,4694.56,-22.549999999999272,0.16,-22.709999999999273,signal,33
189447,1779287700,1,1.0,4524.76,189530,1779310500,4542.97,18.210000000000036,0.16,18.050000000000036,session,75
189755,1779383700,1,1.0,4526.51,189838,1779396900,4541.86,15.349999999999454,0.16,15.189999999999454,session,43
189824,1779408000,1,1.0,4535.55,189838,1779412500,4529.8,-5.75,0.16,-5.91,signal,15
191054,1779973200,1,1.0,4432.2,191137,1779998400,4497.9,65.69999999999982,0.16,65.53999999999982,signal,84
191353,1780066500,1,1.0,4556.99,191436,1780087500,4543.78,-13.210000000000036,0.16,-13.370000000000037,session,69
191663,1780335900,1,1.0,4491.62,191746,1780347300,4483.24,-8.38000000000011,0.16,-8.54000000000011,session,37
191726,1780358400,1,1.0,4484.45,191746,1780364700,4479.94,-4.510000000000218,0.16,-4.670000000000218,signal,21
