entry_i,entry_time,side,oz,entry_px,signal_expiry_i,exit_time,exit_px,gross_pnl,costs,net_pnl,exit_reason,bars_held
193272,1781013000,1,1.0,4352.15,193355,1781038200,4261.88,-90.26999999999953,0.16,-90.42999999999952,signal,84
193869,1781199300,1,1.0,4148.73,193952,1781211300,4212.17,63.44000000000051,0.16,63.28000000000051,session,39
193934,1781222400,1,1.0,4219.96,193952,1781228100,4179.94,-40.02000000000044,0.16,-40.18000000000043,signal,19
194155,1781288700,1,1.0,4229.09,194238,1781297100,4213.8,-15.289999999999964,0.16,-15.449999999999964,session,27
194210,1781481600,1,1.0,4294.15,194238,1781490300,4329.64,35.49000000000069,0.16,35.330000000000695,signal,29
194935,1781706300,1,1.0,4358.3,195018,1781729700,4258.12,-100.18000000000029,0.16,-100.34000000000029,session,77
195201,1781789700,1,1.0,4272.32,195284,1781814900,4216.3,-56.01999999999953,0.16,-56.179999999999524,signal,84
195470,1781874000,1,1.0,4179.11,195553,1782079500,4156.8,-22.30999999999949,0.16,-22.46999999999949,data_gap,48
195542,1782086400,1,1.0,4140.24,195553,1782090000,4200.88,60.64000000000033,0.16,60.48000000000033,signal,12
196527,1782392700,1,1.0,4029.26,196610,1782417900,4031.45,2.1899999999996,0.16,2.0299999999995997,signal,84
196814,1782482400,1,1.0,4073.66,196897,1782506700,4070.78,-2.8799999999996544,0.16,-3.0399999999996545,session,80
197371,1782829500,1,1.0,4062.67,197454,1782852900,4010.73,-51.940000000000055,0.16,-52.10000000000005,session,77
197638,1782913200,1,1.0,4071.31,197721,1782938400,4035.04,-36.26999999999998,0.16,-36.42999999999998,signal,84
197906,1782997200,1,1.0,4117.54,197989,1783022400,4121.39,3.850000000000364,0.16,3.6900000000003637,signal,84
199032,1783536600,1,1.0,4090.75,199115,1783544100,4079.49,-11.260000000000218,0.16,-11.420000000000218,session,24
199082,1783555200,1,1.0,4076.25,199115,1783565400,4069.19,-7.059999999999945,0.16,-7.219999999999946,signal,34
199242,1783603200,1,1.0,4120.51,199325,1783628400,4121.85,1.3400000000001455,0.16,1.1800000000001456,signal,84
199599,1783713900,1,1.0,4113.52,199682,1783716300,4111.88,-1.6400000000003274,0.16,-1.8000000000003273,session,7
199634,1783900800,1,1.0,4084.51,199682,1783915500,4057.36,-27.15000000000009,0.16,-27.31000000000009,signal,49
200066,1784034000,1,1.0,4076.22,200149,1784059200,4055.78,-20.4399999999996,0.16,-20.5999999999996,signal,84
200342,1784120400,1,1.0,4067.86,200425,1784145600,4057.06,-10.800000000000182,0.16,-10.960000000000182,signal,84
201511,1784658300,1,1.0,4081.32,201594,1784667300,4077.74,-3.580000000000382,0.16,-3.740000000000382,session,29
201566,1784678400,1,1.0,4080.66,201594,1784687100,4124.92,44.26000000000022,0.16,44.10000000000022,signal,29
201729,1784727300,1,1.0,4142.26,201812,1784752500,4135.41,-6.850000000000364,0.16,-7.010000000000364,signal,84
202302,1784906400,1,1.0,4077.25,202385,1784925900,4055.53,-21.7199999999998,0.16,-21.8799999999998,session,64
202627,1785180300,1,1.0,4085.21,202710,1785185700,4076.71,-8.5,0.16,-8.66,session,17
202670,1785196800,1,1.0,4073.32,202710,1785209100,4048.59,-24.730000000000018,0.16,-24.89000000000002,signal,41
203150,1785344400,1,1.0,4027.35,203233,1785358500,4065.54,38.190000000000055,0.16,38.03000000000006,session,46
203222,1785369600,1,1.0,4084.7,203233,1785373200,4072.28,-12.419999999999618,0.16,-12.579999999999618,signal,12
204003,1785783900,1,1.0,4048.13,204086,1785790500,4054.92,6.789999999999964,0.16,6.6299999999999635,session,21
204050,1785801600,1,1.0,4053.95,204086,1785812700,4057.9,3.950000000000273,0.16,3.7900000000002727,signal,37
204211,1785849900,1,1.0,4081.54,204294,1785875100,4075.35,-6.190000000000055,0.16,-6.350000000000055,signal,84
204496,1785939000,1,1.0,4227.65,204579,1785963300,4244.39,16.74000000000069,0.16,16.58000000000069,session,80
205377,1786386900,1,1.0,4379.64,205460,1786395300,4389.49,9.849999999999454,0.16,9.689999999999454,session,27
205430,1786406400,1,1.0,4402.3,205460,1786415700,4426.8,24.5,0.16,24.34,signal,31
206422,1786714800,1,1.0,4395.4,206505,1786740000,4375.75,-19.649999999999636,0.16,-19.809999999999636,signal,84
206702,1786975200,1,1.0,4408.75,206785,1787000100,4415.83,7.079999999999927,0.16,6.919999999999927,session,82
207242,1787144400,1,1.0,4438.82,207325,1787169600,4511.31,72.49000000000069,0.16,72.3300000000007,signal,84
207543,1787238300,1,1.0,4535.77,207626,1787259300,4519.73,-16.040000000000873,0.16,-16.200000000000873,session,69
208422,1787685600,1,1.0,4666.45,208505,1787691300,4659.73,-6.720000000000255,0.16,-6.880000000000255,session,18
208466,1787702400,1,1.0,4654.9,208505,1787714400,4647.57,-7.329999999999927,0.16,-7.489999999999927,signal,40
209532,1788205800,1,1.0,4448.79,209615,1788209700,4448.15,-0.6400000000003274,0.16,-0.8000000000003274,session,12
209570,1788220800,1,1.0,4452.29,209615,1788234600,4441.52,-10.769999999999527,0.16,-10.929999999999527,signal,46
210009,1788356100,1,1.0,4364.87,210092,1788381300,4387.41,22.539999999999964,0.16,22.379999999999963,signal,84
210278,1788440400,1,1.0,4493.51,210361,1788465600,4474.35,-19.159999999999854,0.16,-19.319999999999855,signal,84
210852,1788792600,1,1.0,4413.98,210935,1788818700,4412.7,-1.2799999999997453,0.16,-1.4399999999997453,data_gap,44
210920,1788825600,1,1.0,4423.05,210935,1788830400,4428.52,5.470000000000255,0.16,5.3100000000002545,signal,16
