timestamp,datetime_utc,open,high,low,close
1731629700,2024-11-15 00:15:00,2567.07,2567.43,2565.93,2566.56
1731630600,2024-11-15 00:30:00,2566.59,2567.68,2565.87,2566.34
1731631500,2024-11-15 00:45:00,2566.34,2567.4,2566.27,2566.91
1731632400,2024-11-15 01:00:00,2566.91,2571.71,2566.12,2569.97
1731633300,2024-11-15 01:15:00,2569.97,2570.71,2568.09,2569.2
1731634200,2024-11-15 01:30:00,2569.2,2569.33,2563.91,2564.75
1731635100,2024-11-15 01:45:00,2564.75,2566.15,2563.08,2565.06
1731636000,2024-11-15 02:00:00,2565.06,2568.87,2564.95,2568.31
1731636900,2024-11-15 02:15:00,2568.31,2569.9,2567.06,2568.96
1731637800,2024-11-15 02:30:00,2568.96,2569.48,2567.01,2567.74
1731638700,2024-11-15 02:45:00,2567.73,2571.14,2567.35,2570.23
1731639600,2024-11-15 03:00:00,2570.23,2571.23,2568.96,2569.26
1731640500,2024-11-15 03:15:00,2569.26,2569.45,2567.89,2568.71
1731641400,2024-11-15 03:30:00,2568.72,2569.22,2567.9,2568.73
1731642300,2024-11-15 03:45:00,2568.68,2569.99,2567.71,2567.78
1731643200,2024-11-15 04:00:00,2567.78,2568.62,2567.28,2568.45
1731644100,2024-11-15 04:15:00,2568.45,2568.52,2567.48,2568.3
1731645000,2024-11-15 04:30:00,2568.3,2569.54,2568.19,2569.25
1731645900,2024-11-15 04:45:00,2569.25,2569.25,2566.98,2567.13
1731646800,2024-11-15 05:00:00,2567.13,2567.25,2565.61,2567.08
1731647700,2024-11-15 05:15:00,2567.07,2567.16,2565.56,2565.98
1731648600,2024-11-15 05:30:00,2565.98,2566.22,2564.35,2565.47
1731649500,2024-11-15 05:45:00,2565.47,2565.47,2559.74,2559.94
1731650400,2024-11-15 06:00:00,2559.94,2561.9,2556.09,2557.61
1731651300,2024-11-15 06:15:00,2557.62,2558.23,2554.52,2558.15
1731652200,2024-11-15 06:30:00,2558.14,2561.64,2557.9,2561.23
1731653100,2024-11-15 06:45:00,2561.24,2563.6,2561.04,2561.48
1731654000,2024-11-15 07:00:00,2561.47,2562.17,2559.39,2562.1
1731654900,2024-11-15 07:15:00,2562.1,2564.34,2561.27,2562.08
1731655800,2024-11-15 07:30:00,2562.1,2564.3,2561.48,2563.44
1731656700,2024-11-15 07:45:00,2563.41,2564.92,2562.03,2563.78
1731657600,2024-11-15 08:00:00,2563.77,2566.86,2563.73,2565.41
1731658500,2024-11-15 08:15:00,2565.4,2565.5,2560.84,2563.25
1731659400,2024-11-15 08:30:00,2563.26,2568.05,2562.29,2567.85
1731660300,2024-11-15 08:45:00,2567.85,2569.02,2566.14,2566.87
1731661200,2024-11-15 09:00:00,2566.87,2568.11,2565.74,2567.78
1731662100,2024-11-15 09:15:00,2567.78,2568.96,2563.92,2566.04
1731663000,2024-11-15 09:30:00,2566.04,2567.83,2565.21,2566.05
1731663900,2024-11-15 09:45:00,2566.05,2566.92,2564.05,2564.11
1731664800,2024-11-15 10:00:00,2564.12,2565.0,2563.06,2564.24
1731665700,2024-11-15 10:15:00,2564.24,2569.73,2564.17,2569.18
1731666600,2024-11-15 10:30:00,2569.19,2570.11,2566.92,2569.06
1731667500,2024-11-15 10:45:00,2569.05,2570.51,2567.38,2567.94
1731668400,2024-11-15 11:00:00,2567.9,2568.94,2566.6,2568.12
1731669300,2024-11-15 11:15:00,2568.13,2570.41,2567.58,2570.38
1731670200,2024-11-15 11:30:00,2570.4,2573.01,2568.78,2572.06
1731671100,2024-11-15 11:45:00,2572.01,2573.35,2569.42,2570.78
1731672000,2024-11-15 12:00:00,2570.78,2571.06,2566.23,2566.9
1731672900,2024-11-15 12:15:00,2566.9,2568.31,2565.46,2568.27
1731673800,2024-11-15 12:30:00,2568.23,2568.23,2565.54,2567.26
1731674700,2024-11-15 12:45:00,2567.28,2569.62,2565.82,2569.17
1731675600,2024-11-15 13:00:00,2569.17,2575.74,2568.72,2573.75
1731676500,2024-11-15 13:15:00,2573.88,2575.2,2570.17,2570.59
1731677400,2024-11-15 13:30:00,2570.62,2572.23,2561.27,2568.48
1731678300,2024-11-15 13:45:00,2568.48,2571.78,2564.74,2565.39
1731679200,2024-11-15 14:00:00,2565.37,2572.81,2564.26,2571.68
1731680100,2024-11-15 14:15:00,2571.67,2574.07,2570.28,2573.12
1731681000,2024-11-15 14:30:00,2573.18,2575.16,2567.27,2570.87
1731681900,2024-11-15 14:45:00,2570.86,2575.62,2570.16,2572.78
1731682800,2024-11-15 15:00:00,2572.78,2576.06,2570.93,2573.4
1731683700,2024-11-15 15:15:00,2573.45,2574.6,2567.6,2569.47
1731684600,2024-11-15 15:30:00,2569.53,2570.27,2565.18,2565.37
1731685500,2024-11-15 15:45:00,2565.35,2571.54,2565.07,2570.86
1731686400,2024-11-15 16:00:00,2570.83,2573.36,2569.53,2572.79
1731687300,2024-11-15 16:15:00,2572.79,2572.95,2566.48,2566.58
1731688200,2024-11-15 16:30:00,2566.61,2567.15,2562.56,2563.17
1731689100,2024-11-15 16:45:00,2563.24,2565.52,2562.07,2562.15
1731690000,2024-11-15 17:00:00,2562.15,2563.42,2560.16,2563.17
1731690900,2024-11-15 17:15:00,2563.2,2564.82,2561.13,2563.77
1731691800,2024-11-15 17:30:00,2563.77,2564.73,2561.81,2561.95
1731692700,2024-11-15 17:45:00,2561.95,2564.23,2561.65,2562.95
1731693600,2024-11-15 18:00:00,2562.98,2563.18,2559.5,2562.32
1731694500,2024-11-15 18:15:00,2562.32,2566.6,2562.09,2565.76
1731695400,2024-11-15 18:30:00,2565.76,2566.28,2564.03,2565.82
1731696300,2024-11-15 18:45:00,2565.82,2567.82,2565.54,2567.65
1731697200,2024-11-15 19:00:00,2567.62,2568.14,2566.32,2566.61
1731698100,2024-11-15 19:15:00,2566.61,2567.21,2564.9,2565.12
1731699000,2024-11-15 19:30:00,2565.12,2565.44,2562.82,2563.4
1731699900,2024-11-15 19:45:00,2563.4,2564.77,2562.96,2563.91
1731700800,2024-11-15 20:00:00,2563.91,2563.94,2561.83,2562.29
1731701700,2024-11-15 20:15:00,2562.29,2562.39,2559.88,2560.73
1731702600,2024-11-15 20:30:00,2560.73,2563.05,2559.98,2563.0
1731703500,2024-11-15 20:45:00,2563.0,2563.93,2562.04,2562.31
1731704400,2024-11-15 21:00:00,2562.3,2562.45,2561.93,2562.35
